clip_id,file_path,decision,reason,bad_intervals_json,reviewer_id,rubric_version,ts
0cHIyeLFYOk_s0000035586_e0000040542,0cHIyeLFYOk_s0000035586_e0000040542.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:32:17
0cHIyeLFYOk_s0000817794_e0000820254,0cHIyeLFYOk_s0000817794_e0000820254.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:34:31
OCjAl_U1JMk_s0000408450_e0000415422,OCjAl_U1JMk_s0000408450_e0000415422.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:44:54
5QPu-wDmeTA_s0000732098_e0000734942,5QPu-wDmeTA_s0000732098_e0000734942.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 12:04:14
bcOT0JHr3Qc_s0000155362_e0000158110,bcOT0JHr3Qc_s0000155362_e0000158110.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:36:56
gof2bUJhK3Y_s0000770498_e0000774878,gof2bUJhK3Y_s0000770498_e0000774878.mp4,reject,"mouth, broken",[],nguyenminhnhat,v4,2026-09-17 14:31:30
bcOT0JHr3Qc_s0000011618_e0000014686,bcOT0JHr3Qc_s0000011618_e0000014686.mp4,reject,voiceover,[],nguyenminhnhat,v4,2026-09-17 14:38:46
bcOT0JHr3Qc_s0000674850_e0000679166,bcOT0JHr3Qc_s0000674850_e0000679166.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 11:55:42
7mvfCSW4SLw_s0000463650_e0000467646,7mvfCSW4SLw_s0000463650_e0000467646.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:41:00
0cHIyeLFYOk_s0000762210_e0000765694,0cHIyeLFYOk_s0000762210_e0000765694.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:40:37
gTTtVb-Q31w_s0000060866_e0000066398,gTTtVb-Q31w_s0000060866_e0000066398.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 15:36:14
JEgxmwvo7YY_s0000476034_e0000479678,JEgxmwvo7YY_s0000476034_e0000479678.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 11:41:09
xo3VtrivRjk_s0000480674_e0000487038,xo3VtrivRjk_s0000480674_e0000487038.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:07:21
5CNS_gaH16c_s0000696322_e0000698942,5CNS_gaH16c_s0000696322_e0000698942.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 12:10:56
bcOT0JHr3Qc_s0000079266_e0000086462,bcOT0JHr3Qc_s0000079266_e0000086462.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:40:18
0cHIyeLFYOk_s0000186882_e0000191294,0cHIyeLFYOk_s0000186882_e0000191294.mp4,reject,cut,[],nguyenminhnhat,v4,2026-09-17 11:54:48
qy7VoECGCm8_s0000394562_e0000399562,qy7VoECGCm8_s0000394562_e0000399562.mp4,reject,mouth,"[{""start_ms"":2216,""end_ms"":4323,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-17 11:08:32
bcOT0JHr3Qc_s0000626082_e0000628606,bcOT0JHr3Qc_s0000626082_e0000628606.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:28:51
Pj0KGAllzfs_s0000669698_e0000672094,Pj0KGAllzfs_s0000669698_e0000672094.mp4,reject,"dubbed, broken",[],nguyenminhnhat,v4,2026-09-17 15:39:37
JEgxmwvo7YY_s0000827586_e0000831294,JEgxmwvo7YY_s0000827586_e0000831294.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 11:35:04
bcOT0JHr3Qc_s0000866882_e0000869566,bcOT0JHr3Qc_s0000866882_e0000869566.mp4,reject,small_face,[],nguyenminhnhat,v4,2026-09-17 15:34:20
Pj0KGAllzfs_s0001331906_e0001338584,Pj0KGAllzfs_s0001331906_e0001338584.mp4,reject,small_face,[],nguyenminhnhat,v4,2026-09-17 14:41:20
Pj0KGAllzfs_s0000059874_e0000064874,Pj0KGAllzfs_s0000059874_e0000064874.mp4,reject,cut,[],nguyenminhnhat,v4,2026-09-17 15:39:53
gof2bUJhK3Y_s0000052418_e0000054974,gof2bUJhK3Y_s0000052418_e0000054974.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 11:39:20
5CNS_gaH16c_s0000754210_e0000759838,5CNS_gaH16c_s0000754210_e0000759838.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:10:49
5QPu-wDmeTA_s0000295522_e0000300254,5QPu-wDmeTA_s0000295522_e0000300254.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:09:11
j60KF89vXkg_s0000661346_e0000663454,j60KF89vXkg_s0000661346_e0000663454.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:32:15
OCjAl_U1JMk_s0001346146_e0001353054,OCjAl_U1JMk_s0001346146_e0001353054.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:34:56
OCjAl_U1JMk_s0000482018_e0000484030,OCjAl_U1JMk_s0000482018_e0000484030.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":2020,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-14 15:27:15
Pj0KGAllzfs_s0000292290_e0000296222,Pj0KGAllzfs_s0000292290_e0000296222.mp4,reject,"mouth, small_face",[],nguyenminhnhat,v4,2026-09-17 15:28:47
bcOT0JHr3Qc_s0000145218_e0000155006,bcOT0JHr3Qc_s0000145218_e0000155006.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:35:13
5CNS_gaH16c_s0000391938_e0000394462,5CNS_gaH16c_s0000391938_e0000394462.mp4,reject,broken,[],nguyenminhnhat,v4,2026-09-17 15:29:12
Pj0KGAllzfs_s0000795394_e0000801950,Pj0KGAllzfs_s0000795394_e0000801950.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":6560,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-17 11:12:03
2fqXC4RQyOw_s0000463586_e0000471422,2fqXC4RQyOw_s0000463586_e0000471422.mp4,reject,static,"[{""start_ms"":0,""end_ms"":1431,""reason"":""static""}]",nguyenminhnhat,v3,2026-09-14 15:37:34
0cHIyeLFYOk_s0000796482_e0000801022,0cHIyeLFYOk_s0000796482_e0000801022.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 12:10:47
5CNS_gaH16c_s0000661954_e0000667678,5CNS_gaH16c_s0000661954_e0000667678.mp4,reject,broken,[],nguyenminhnhat,v4,2026-09-17 14:42:18
JEgxmwvo7YY_s0000239074_e0000247710,JEgxmwvo7YY_s0000239074_e0000247710.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 12:11:15
7mvfCSW4SLw_s0000459106_e0000463486,7mvfCSW4SLw_s0000459106_e0000463486.mp4,reject,broken,[],nguyenminhnhat,v4,2026-09-17 14:36:34
bcOT0JHr3Qc_s0000810370_e0000813662,bcOT0JHr3Qc_s0000810370_e0000813662.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:16:40
Pj0KGAllzfs_s0000125570_e0000129470,Pj0KGAllzfs_s0000125570_e0000129470.mp4,reject,"mouth, small_face",[],nguyenminhnhat,v4,2026-09-17 14:34:59
j60KF89vXkg_s0000445602_e0000451710,j60KF89vXkg_s0000445602_e0000451710.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:37:28
gof2bUJhK3Y_s0000298914_e0000303454,gof2bUJhK3Y_s0000298914_e0000303454.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:43:07
Pj0KGAllzfs_s0000892290_e0000895870,Pj0KGAllzfs_s0000892290_e0000895870.mp4,reject,"mouth, small_face",[],nguyenminhnhat,v4,2026-09-17 15:40:40
WgzSaOvFKrc_s0000551682_e0000555166,WgzSaOvFKrc_s0000551682_e0000555166.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 14:03:58
KUVGZwkwd68_s0000536034_e0000541034,KUVGZwkwd68_s0000536034_e0000541034.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:02:49
JEgxmwvo7YY_s0000776162_e0000778238,JEgxmwvo7YY_s0000776162_e0000778238.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:34:48
gof2bUJhK3Y_s0000387042_e0000392042,gof2bUJhK3Y_s0000387042_e0000392042.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:52:49
xo3VtrivRjk_s0000272450_e0000276062,xo3VtrivRjk_s0000272450_e0000276062.mp4,reject,broken,[],nguyenminhnhat,v4,2026-09-17 14:43:18
gof2bUJhK3Y_s0000088386_e0000093386,gof2bUJhK3Y_s0000088386_e0000093386.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:29:42
71HzPcvxNJM_s0000416930_e0000422078,71HzPcvxNJM_s0000416930_e0000422078.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:02:35
xo3VtrivRjk_s0000155074_e0000163070,xo3VtrivRjk_s0000155074_e0000163070.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 23:42:44
3lHEAWJhKe8_s0000389730_e0000394730,3lHEAWJhKe8_s0000389730_e0000394730.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:10:32
0cHIyeLFYOk_s0000840514_e0000844990,0cHIyeLFYOk_s0000840514_e0000844990.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 23:42:49
OCjAl_U1JMk_s0000476322_e0000481886,OCjAl_U1JMk_s0000476322_e0000481886.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:39:34
OCjAl_U1JMk_s0000809218_e0000811998,OCjAl_U1JMk_s0000809218_e0000811998.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:47:38
71HzPcvxNJM_s0000044002_e0000046942,71HzPcvxNJM_s0000044002_e0000046942.mp4,reject,cut,[],nguyenminhnhat,v4,2026-09-17 12:09:51
7mvfCSW4SLw_s0000167938_e0000172094,7mvfCSW4SLw_s0000167938_e0000172094.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 15:31:06
qy7VoECGCm8_s0000326306_e0000331306,qy7VoECGCm8_s0000326306_e0000331306.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:41:47
WgzSaOvFKrc_s0000720130_e0000727710,WgzSaOvFKrc_s0000720130_e0000727710.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:52:38
WgzSaOvFKrc_s0000466402_e0000468798,WgzSaOvFKrc_s0000466402_e0000468798.mp4,reject,broken,[],nguyenminhnhat,v4,2026-09-17 14:45:07
5CNS_gaH16c_s0000612994_e0000617438,5CNS_gaH16c_s0000612994_e0000617438.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 12:08:01
3lHEAWJhKe8_s0000377730_e0000382730,3lHEAWJhKe8_s0000377730_e0000382730.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-14 23:48:08
OCjAl_U1JMk_s0001004482_e0001009482,OCjAl_U1JMk_s0001004482_e0001009482.mp4,reject,"mouth, broken",[],nguyenminhnhat,v4,2026-09-17 15:41:13
JEgxmwvo7YY_s0000265986_e0000269470,JEgxmwvo7YY_s0000265986_e0000269470.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:09:52
gTTtVb-Q31w_s0000403618_e0000406366,gTTtVb-Q31w_s0000403618_e0000406366.mp4,reject,cut,"[{""start_ms"":0,""end_ms"":2767,""reason"":""cut""}]",nguyenminhnhat,v3,2026-09-17 11:12:44
Pj0KGAllzfs_s0000322114_e0000326750,Pj0KGAllzfs_s0000322114_e0000326750.mp4,reject,"mouth, small_face",[],nguyenminhnhat,v4,2026-09-17 14:43:52
0cHIyeLFYOk_s0000555970_e0000559710,0cHIyeLFYOk_s0000555970_e0000559710.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 11:46:19
j60KF89vXkg_s0000831298_e0000835550,j60KF89vXkg_s0000831298_e0000835550.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:39:11
Pj0KGAllzfs_s0001271106_e0001273694,Pj0KGAllzfs_s0001271106_e0001273694.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:40:06
71HzPcvxNJM_s0000772066_e0000778974,71HzPcvxNJM_s0000772066_e0000778974.mp4,reject,mouth,"[{""start_ms"":2572,""end_ms"":6940,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-14 23:56:56
3lHEAWJhKe8_s0000094658_e0000096862,3lHEAWJhKe8_s0000094658_e0000096862.mp4,reject,cut,"[{""start_ms"":0,""end_ms"":2206,""reason"":""cut""}]",nguyenminhnhat,v3,2026-09-14 13:26:19
71HzPcvxNJM_s0000157122_e0000160766,71HzPcvxNJM_s0000157122_e0000160766.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 12:04:16
0cHIyeLFYOk_s0000890658_e0000895658,0cHIyeLFYOk_s0000890658_e0000895658.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 15:37:17
gof2bUJhK3Y_s0000525186_e0000529950,gof2bUJhK3Y_s0000525186_e0000529950.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 11:44:41
JEgxmwvo7YY_s0000176706_e0000180670,JEgxmwvo7YY_s0000176706_e0000180670.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:22:28
qy7VoECGCm8_s0000029378_e0000036478,qy7VoECGCm8_s0000029378_e0000036478.mp4,reject,voiceover,[],nguyenminhnhat,v4,2026-09-17 14:37:31
WgzSaOvFKrc_s0000109858_e0000114858,WgzSaOvFKrc_s0000109858_e0000114858.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:05:14
OCjAl_U1JMk_s0001210498_e0001212734,OCjAl_U1JMk_s0001210498_e0001212734.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 23:44:35
j60KF89vXkg_s0000316258_e0000318654,j60KF89vXkg_s0000316258_e0000318654.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:43:14
7mvfCSW4SLw_s0000304770_e0000306814,7mvfCSW4SLw_s0000304770_e0000306814.mp4,reject,dubbed,"[{""start_ms"":0,""end_ms"":2052,""reason"":""dubbed""}]",nguyenminhnhat,v3,2026-09-14 15:38:39
KUVGZwkwd68_s0000223650_e0000228158,KUVGZwkwd68_s0000223650_e0000228158.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 14:03:08
71HzPcvxNJM_s0000020482_e0000023230,71HzPcvxNJM_s0000020482_e0000023230.mp4,reject,dubbed,"[{""start_ms"":2165,""end_ms"":2769,""reason"":""dubbed""}]",nguyenminhnhat,v3,2026-09-17 11:11:13
xo3VtrivRjk_s0000535746_e0000539678,xo3VtrivRjk_s0000535746_e0000539678.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:39:12
JEgxmwvo7YY_s0000113282_e0000117694,JEgxmwvo7YY_s0000113282_e0000117694.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:32:55
Pj0KGAllzfs_s0000598050_e0000602494,Pj0KGAllzfs_s0000598050_e0000602494.mp4,reject,"mouth, small_face",[],nguyenminhnhat,v4,2026-09-17 15:09:25
WgzSaOvFKrc_s0000254402_e0000258462,WgzSaOvFKrc_s0000254402_e0000258462.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 11:55:37
2fqXC4RQyOw_s0000832354_e0000837354,2fqXC4RQyOw_s0000832354_e0000837354.mp4,reject,mouth,"[{""start_ms"":2402,""end_ms"":2777,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-14 23:46:04
71HzPcvxNJM_s0000423362_e0000427326,71HzPcvxNJM_s0000423362_e0000427326.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:09:16
Pj0KGAllzfs_s0001163746_e0001168798,Pj0KGAllzfs_s0001163746_e0001168798.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":5060,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-14 15:31:59
7mvfCSW4SLw_s0000200418_e0000203934,7mvfCSW4SLw_s0000200418_e0000203934.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:16:25
2fqXC4RQyOw_s0000083202_e0000086558,2fqXC4RQyOw_s0000083202_e0000086558.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:34:16
WgzSaOvFKrc_s0000066722_e0000070142,WgzSaOvFKrc_s0000066722_e0000070142.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 15:32:09
xo3VtrivRjk_s0000044962_e0000049962,xo3VtrivRjk_s0000044962_e0000049962.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 14:00:05
OCjAl_U1JMk_s0001099650_e0001106366,OCjAl_U1JMk_s0001099650_e0001106366.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:02:53
OCjAl_U1JMk_s0001026210_e0001033310,OCjAl_U1JMk_s0001026210_e0001033310.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:34:06
WgzSaOvFKrc_s0000378882_e0000380990,WgzSaOvFKrc_s0000378882_e0000380990.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:40:10
5QPu-wDmeTA_s0000535586_e0000539966,5QPu-wDmeTA_s0000535586_e0000539966.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:43:34
2fqXC4RQyOw_s0000845090_e0000849822,2fqXC4RQyOw_s0000845090_e0000849822.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 12:12:14
WgzSaOvFKrc_s0000233538_e0000235678,WgzSaOvFKrc_s0000233538_e0000235678.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:33:18
OCjAl_U1JMk_s0000701698_e0000705342,OCjAl_U1JMk_s0000701698_e0000705342.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 12:10:10
5QPu-wDmeTA_s0000310242_e0000314302,5QPu-wDmeTA_s0000310242_e0000314302.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:46:41
bcOT0JHr3Qc_s0000351554_e0000357278,bcOT0JHr3Qc_s0000351554_e0000357278.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:04:57
7mvfCSW4SLw_s0000628258_e0000639550,7mvfCSW4SLw_s0000628258_e0000639550.mp4,reject,mouth,"[{""start_ms"":14,""end_ms"":4104,""reason"":""mouth""},{""start_ms"":5817,""end_ms"":11286,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-14 15:11:58
j60KF89vXkg_s0000820226_e0000826782,j60KF89vXkg_s0000820226_e0000826782.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:33:33
Pj0KGAllzfs_s0000417218_e0000420318,Pj0KGAllzfs_s0000417218_e0000420318.mp4,reject,"mouth, cut",[],nguyenminhnhat,v4,2026-09-17 14:36:45
5CNS_gaH16c_s0000567586_e0000572586,5CNS_gaH16c_s0000567586_e0000572586.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:55:49
0cHIyeLFYOk_s0000168386_e0000174334,0cHIyeLFYOk_s0000168386_e0000174334.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:07:30
OCjAl_U1JMk_s0000689282_e0000693246,OCjAl_U1JMk_s0000689282_e0000693246.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:33:05
WgzSaOvFKrc_s0000521922_e0000524446,WgzSaOvFKrc_s0000521922_e0000524446.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:43:58
5QPu-wDmeTA_s0000466274_e0000475454,5QPu-wDmeTA_s0000466274_e0000475454.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 12:09:47
gof2bUJhK3Y_s0000723522_e0000729342,gof2bUJhK3Y_s0000723522_e0000729342.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:08:48
WgzSaOvFKrc_s0000472834_e0000474942,WgzSaOvFKrc_s0000472834_e0000474942.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 12:08:45
WgzSaOvFKrc_s0000696258_e0000698462,WgzSaOvFKrc_s0000696258_e0000698462.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:51:34
0cHIyeLFYOk_s0000379042_e0000382782,0cHIyeLFYOk_s0000379042_e0000382782.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:29:06
WgzSaOvFKrc_s0000735330_e0000738398,WgzSaOvFKrc_s0000735330_e0000738398.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 11:38:33
5QPu-wDmeTA_s0000075170_e0000080638,5QPu-wDmeTA_s0000075170_e0000080638.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:39:45
WgzSaOvFKrc_s0000505346_e0000513726,WgzSaOvFKrc_s0000505346_e0000513726.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 11:47:28
0cHIyeLFYOk_s0000194850_e0000205470,0cHIyeLFYOk_s0000194850_e0000205470.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 15:05:17
bcOT0JHr3Qc_s0000601570_e0000605214,bcOT0JHr3Qc_s0000601570_e0000605214.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 11:39:12
JEgxmwvo7YY_s0000011746_e0000014718,JEgxmwvo7YY_s0000011746_e0000014718.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:47:35
71HzPcvxNJM_s0000062594_e0000068318,71HzPcvxNJM_s0000062594_e0000068318.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:16:21
OCjAl_U1JMk_s0000729346_e0000734346,OCjAl_U1JMk_s0000729346_e0000734346.mp4,reject,broken,[],nguyenminhnhat,v4,2026-09-17 14:41:13
OCjAl_U1JMk_s0000341058_e0000345406,OCjAl_U1JMk_s0000341058_e0000345406.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:51:13
OCjAl_U1JMk_s0001041122_e0001046622,OCjAl_U1JMk_s0001041122_e0001046622.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 15:41:23
OCjAl_U1JMk_s0001145890_e0001148702,OCjAl_U1JMk_s0001145890_e0001148702.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:41:54
0cHIyeLFYOk_s0000259618_e0000264618,0cHIyeLFYOk_s0000259618_e0000264618.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 15:16:50
Pj0KGAllzfs_s0000988418_e0000990782,Pj0KGAllzfs_s0000988418_e0000990782.mp4,reject,"mouth, small_face",[],nguyenminhnhat,v4,2026-09-17 15:40:02
bcOT0JHr3Qc_s0000069346_e0000078846,bcOT0JHr3Qc_s0000069346_e0000078846.mp4,reject,mouth,"[{""start_ms"":7452,""end_ms"":9495,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-14 15:36:05
bcOT0JHr3Qc_s0000312770_e0000315998,bcOT0JHr3Qc_s0000312770_e0000315998.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 11:43:13
xo3VtrivRjk_s0000365026_e0000369118,xo3VtrivRjk_s0000365026_e0000369118.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 12:04:00
5CNS_gaH16c_s0000672930_e0000677930,5CNS_gaH16c_s0000672930_e0000677930.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 12:04:09
bcOT0JHr3Qc_s0000691362_e0000695902,bcOT0JHr3Qc_s0000691362_e0000695902.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 13:22:17
KUVGZwkwd68_s0000344386_e0000348734,KUVGZwkwd68_s0000344386_e0000348734.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 15:12:11
j60KF89vXkg_s0000534562_e0000538910,j60KF89vXkg_s0000534562_e0000538910.mp4,keep,,[],nguyenminhnhat,v3,2026-09-14 15:28:39
7mvfCSW4SLw_s0000160450_e0000163390,7mvfCSW4SLw_s0000160450_e0000163390.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 14:46:55
qy7VoECGCm8_s0000235010_e0000241150,qy7VoECGCm8_s0000235010_e0000241150.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 14:39:06
2fqXC4RQyOw_s0000539298_e0000541854,2fqXC4RQyOw_s0000539298_e0000541854.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 12:02:53
WgzSaOvFKrc_s0000185026_e0000190846,WgzSaOvFKrc_s0000185026_e0000190846.mp4,keep,,[],nguyenminhnhat,v4,2026-09-17 11:43:10
Pj0KGAllzfs_s0000765986_e0000767998,Pj0KGAllzfs_s0000765986_e0000767998.mp4,reject,mouth,[],nguyenminhnhat,v4,2026-09-17 11:55:34
xo3VtrivRjk_s0000321826_e0000325886,xo3VtrivRjk_s0000321826_e0000325886.mp4,reject,"dubbed, mouth, cut, broken",[],nguyenminhnhat,v4,2026-09-17 15:43:48
5QPu-wDmeTA_s0000424066_e0000426142,5QPu-wDmeTA_s0000424066_e0000426142.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":2080,""reason"":""mouth""}]",nguyenminhnhat,v3,2026-09-14 15:26:23
