clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id,url,title,channel,program_id,episode_id,canonical_source_id,assignment_role,assigned_reviewer
OCjAl_U1JMk_s0001142594_e0001145534,OCjAl_U1JMk,1142.594,1145.534,2.94,1.0,1.0,13.75,OCjAl_U1JMk_s0001142594_e0001145534.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenminhnhat
5CNS_gaH16c_s0000298178_e0000300350,5CNS_gaH16c,298.178,300.35,2.172,1.0,1.0,16.29,5CNS_gaH16c_s0000298178_e0000300350.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0000051874_e0000056874,Pj0KGAllzfs,51.874,56.874,5.0,1.0,1.0,16.27,Pj0KGAllzfs_s0000051874_e0000056874.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
2fqXC4RQyOw_s0000854658_e0000859166,2fqXC4RQyOw,854.658,859.166,4.508,1.0,1.0,12.77,2fqXC4RQyOw_s0000854658_e0000859166.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=2fqXC4RQyOw,,,,,,primary,nguyenminhnhat
0cHIyeLFYOk_s0000035586_e0000040542,0cHIyeLFYOk,35.586,40.542,4.956,1.0,1.0,17.61,0cHIyeLFYOk_s0000035586_e0000040542.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenminhnhat
0cHIyeLFYOk_s0000817794_e0000820254,0cHIyeLFYOk,817.794,820.254,2.46,1.0,1.0,19.18,0cHIyeLFYOk_s0000817794_e0000820254.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenminhnhat
OCjAl_U1JMk_s0000408450_e0000415422,OCjAl_U1JMk,408.45,415.422,6.972,1.0,1.0,12.35,OCjAl_U1JMk_s0000408450_e0000415422.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenminhnhat
5QPu-wDmeTA_s0000732098_e0000734942,5QPu-wDmeTA,732.098,734.942,2.844,1.0,1.0,13.75,5QPu-wDmeTA_s0000732098_e0000734942.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5QPu-wDmeTA,,,,,,primary,nguyenminhnhat
bcOT0JHr3Qc_s0000155362_e0000158110,bcOT0JHr3Qc,155.362,158.11,2.748,1.0,1.0,8.5,bcOT0JHr3Qc_s0000155362_e0000158110.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenminhnhat
gof2bUJhK3Y_s0000770498_e0000774878,gof2bUJhK3Y,770.498,774.878,4.38,1.0,1.0,7.58,gof2bUJhK3Y_s0000770498_e0000774878.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gof2bUJhK3Y,,,,,,primary,nguyenminhnhat
bcOT0JHr3Qc_s0000011618_e0000014686,bcOT0JHr3Qc,11.618,14.686,3.068,1.0,1.0,6.95,bcOT0JHr3Qc_s0000011618_e0000014686.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenminhnhat
bcOT0JHr3Qc_s0000674850_e0000679166,bcOT0JHr3Qc,674.85,679.166,4.316,1.0,1.0,6.96,bcOT0JHr3Qc_s0000674850_e0000679166.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenminhnhat
7mvfCSW4SLw_s0000463650_e0000467646,7mvfCSW4SLw,463.65,467.646,3.996,1.0,1.0,13.44,7mvfCSW4SLw_s0000463650_e0000467646.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,primary,nguyenminhnhat
0cHIyeLFYOk_s0000762210_e0000765694,0cHIyeLFYOk,762.21,765.694,3.484,1.0,1.0,17.12,0cHIyeLFYOk_s0000762210_e0000765694.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenminhnhat
gTTtVb-Q31w_s0000060866_e0000066398,gTTtVb-Q31w,60.866,66.398,5.532,1.0,1.0,6.01,gTTtVb-Q31w_s0000060866_e0000066398.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gTTtVb-Q31w,,,,,,primary,nguyenminhnhat
JEgxmwvo7YY_s0000476034_e0000479678,JEgxmwvo7YY,476.034,479.678,3.644,1.0,1.0,18.9,JEgxmwvo7YY_s0000476034_e0000479678.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenminhnhat
xo3VtrivRjk_s0000480674_e0000487038,xo3VtrivRjk,480.674,487.038,6.364,1.0,1.0,11.54,xo3VtrivRjk_s0000480674_e0000487038.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=xo3VtrivRjk,,,,,,primary,nguyenminhnhat
5CNS_gaH16c_s0000696322_e0000698942,5CNS_gaH16c,696.322,698.942,2.62,1.0,1.0,14.23,5CNS_gaH16c_s0000696322_e0000698942.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,,primary,nguyenminhnhat
bcOT0JHr3Qc_s0000079266_e0000086462,bcOT0JHr3Qc,79.266,86.462,7.196,1.0,1.0,8.64,bcOT0JHr3Qc_s0000079266_e0000086462.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenminhnhat
0cHIyeLFYOk_s0000186882_e0000191294,0cHIyeLFYOk,186.882,191.294,4.412,1.0,1.0,18.43,0cHIyeLFYOk_s0000186882_e0000191294.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenminhnhat
qy7VoECGCm8_s0000394562_e0000399562,qy7VoECGCm8,394.562,399.562,5.0,1.0,1.0,18.56,qy7VoECGCm8_s0000394562_e0000399562.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=qy7VoECGCm8,,,,,,primary,nguyenminhnhat
bcOT0JHr3Qc_s0000626082_e0000628606,bcOT0JHr3Qc,626.082,628.606,2.524,1.0,1.0,6.91,bcOT0JHr3Qc_s0000626082_e0000628606.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0000669698_e0000672094,Pj0KGAllzfs,669.698,672.094,2.396,1.0,1.0,13.81,Pj0KGAllzfs_s0000669698_e0000672094.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
JEgxmwvo7YY_s0000827586_e0000831294,JEgxmwvo7YY,827.586,831.294,3.708,1.0,1.0,18.8,JEgxmwvo7YY_s0000827586_e0000831294.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenminhnhat
bcOT0JHr3Qc_s0000866882_e0000869566,bcOT0JHr3Qc,866.882,869.566,2.684,1.0,1.0,12.47,bcOT0JHr3Qc_s0000866882_e0000869566.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0001331906_e0001338584,Pj0KGAllzfs,1331.906,1338.584,6.678,1.0,1.0,15.77,Pj0KGAllzfs_s0001331906_e0001338584.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0000059874_e0000064874,Pj0KGAllzfs,59.874,64.874,5.0,1.0,1.0,15.98,Pj0KGAllzfs_s0000059874_e0000064874.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
gof2bUJhK3Y_s0000052418_e0000054974,gof2bUJhK3Y,52.418,54.974,2.556,1.0,1.0,7.96,gof2bUJhK3Y_s0000052418_e0000054974.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gof2bUJhK3Y,,,,,,primary,nguyenminhnhat
5CNS_gaH16c_s0000754210_e0000759838,5CNS_gaH16c,754.21,759.838,5.628,1.0,1.0,16.07,5CNS_gaH16c_s0000754210_e0000759838.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,,primary,nguyenminhnhat
5QPu-wDmeTA_s0000295522_e0000300254,5QPu-wDmeTA,295.522,300.254,4.732,1.0,1.0,13.24,5QPu-wDmeTA_s0000295522_e0000300254.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5QPu-wDmeTA,,,,,,primary,nguyenminhnhat
j60KF89vXkg_s0000661346_e0000663454,j60KF89vXkg,661.346,663.454,2.108,1.0,1.0,22.71,j60KF89vXkg_s0000661346_e0000663454.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=j60KF89vXkg,,,,,,primary,nguyenminhnhat
OCjAl_U1JMk_s0001346146_e0001353054,OCjAl_U1JMk,1346.146,1353.054,6.908,1.0,1.0,11.79,OCjAl_U1JMk_s0001346146_e0001353054.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenminhnhat
OCjAl_U1JMk_s0000482018_e0000484030,OCjAl_U1JMk,482.018,484.03,2.012,1.0,1.0,9.78,OCjAl_U1JMk_s0000482018_e0000484030.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0000292290_e0000296222,Pj0KGAllzfs,292.29,296.222,3.932,1.0,1.0,14.74,Pj0KGAllzfs_s0000292290_e0000296222.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
bcOT0JHr3Qc_s0000145218_e0000155006,bcOT0JHr3Qc,145.218,155.006,9.788,1.0,1.0,11.74,bcOT0JHr3Qc_s0000145218_e0000155006.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenminhnhat
5CNS_gaH16c_s0000391938_e0000394462,5CNS_gaH16c,391.938,394.462,2.524,1.0,1.0,13.27,5CNS_gaH16c_s0000391938_e0000394462.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0000795394_e0000801950,Pj0KGAllzfs,795.394,801.95,6.556,1.0,1.0,13.32,Pj0KGAllzfs_s0000795394_e0000801950.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
2fqXC4RQyOw_s0000463586_e0000471422,2fqXC4RQyOw,463.586,471.422,7.836,0.75,1.0,13.66,2fqXC4RQyOw_s0000463586_e0000471422.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=2fqXC4RQyOw,,,,,,primary,nguyenminhnhat
0cHIyeLFYOk_s0000796482_e0000801022,0cHIyeLFYOk,796.482,801.022,4.54,1.0,1.0,16.49,0cHIyeLFYOk_s0000796482_e0000801022.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenminhnhat
5CNS_gaH16c_s0000661954_e0000667678,5CNS_gaH16c,661.954,667.678,5.724,1.0,1.0,11.2,5CNS_gaH16c_s0000661954_e0000667678.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,,primary,nguyenminhnhat
JEgxmwvo7YY_s0000239074_e0000247710,JEgxmwvo7YY,239.074,247.71,8.636,1.0,1.0,16.19,JEgxmwvo7YY_s0000239074_e0000247710.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenminhnhat
7mvfCSW4SLw_s0000459106_e0000463486,7mvfCSW4SLw,459.106,463.486,4.38,1.0,1.0,15.41,7mvfCSW4SLw_s0000459106_e0000463486.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,primary,nguyenminhnhat
bcOT0JHr3Qc_s0000810370_e0000813662,bcOT0JHr3Qc,810.37,813.662,3.292,1.0,1.0,11.87,bcOT0JHr3Qc_s0000810370_e0000813662.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0000125570_e0000129470,Pj0KGAllzfs,125.57,129.47,3.9,1.0,1.0,12.51,Pj0KGAllzfs_s0000125570_e0000129470.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
j60KF89vXkg_s0000445602_e0000451710,j60KF89vXkg,445.602,451.71,6.108,1.0,1.0,24.81,j60KF89vXkg_s0000445602_e0000451710.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=j60KF89vXkg,,,,,,primary,nguyenminhnhat
gof2bUJhK3Y_s0000298914_e0000303454,gof2bUJhK3Y,298.914,303.454,4.54,1.0,1.0,7.13,gof2bUJhK3Y_s0000298914_e0000303454.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gof2bUJhK3Y,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0000892290_e0000895870,Pj0KGAllzfs,892.29,895.87,3.58,1.0,1.0,13.53,Pj0KGAllzfs_s0000892290_e0000895870.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
WgzSaOvFKrc_s0000551682_e0000555166,WgzSaOvFKrc,551.682,555.166,3.484,1.0,1.0,6.63,WgzSaOvFKrc_s0000551682_e0000555166.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=WgzSaOvFKrc,,,,,,primary,nguyenminhnhat
KUVGZwkwd68_s0000536034_e0000541034,KUVGZwkwd68,536.034,541.034,5.0,1.0,1.0,1.5,KUVGZwkwd68_s0000536034_e0000541034.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=KUVGZwkwd68,,,,,,primary,nguyenminhnhat
JEgxmwvo7YY_s0000776162_e0000778238,JEgxmwvo7YY,776.162,778.238,2.076,1.0,1.0,18.84,JEgxmwvo7YY_s0000776162_e0000778238.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenminhnhat
gof2bUJhK3Y_s0000387042_e0000392042,gof2bUJhK3Y,387.042,392.042,5.0,1.0,1.0,8.16,gof2bUJhK3Y_s0000387042_e0000392042.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gof2bUJhK3Y,,,,,,primary,nguyenminhnhat
xo3VtrivRjk_s0000272450_e0000276062,xo3VtrivRjk,272.45,276.062,3.612,1.0,1.0,11.12,xo3VtrivRjk_s0000272450_e0000276062.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=xo3VtrivRjk,,,,,,primary,nguyenminhnhat
gof2bUJhK3Y_s0000088386_e0000093386,gof2bUJhK3Y,88.386,93.386,5.0,1.0,1.0,8.3,gof2bUJhK3Y_s0000088386_e0000093386.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gof2bUJhK3Y,,,,,,primary,nguyenminhnhat
71HzPcvxNJM_s0000416930_e0000422078,71HzPcvxNJM,416.93,422.078,5.148,1.0,1.0,11.73,71HzPcvxNJM_s0000416930_e0000422078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,primary,nguyenminhnhat
xo3VtrivRjk_s0000155074_e0000163070,xo3VtrivRjk,155.074,163.07,7.996,1.0,1.0,12.05,xo3VtrivRjk_s0000155074_e0000163070.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=xo3VtrivRjk,,,,,,primary,nguyenminhnhat
3lHEAWJhKe8_s0000389730_e0000394730,3lHEAWJhKe8,389.73,394.73,5.0,1.0,1.0,18.32,3lHEAWJhKe8_s0000389730_e0000394730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,,primary,nguyenminhnhat
0cHIyeLFYOk_s0000840514_e0000844990,0cHIyeLFYOk,840.514,844.99,4.476,1.0,1.0,16.01,0cHIyeLFYOk_s0000840514_e0000844990.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenminhnhat
OCjAl_U1JMk_s0000476322_e0000481886,OCjAl_U1JMk,476.322,481.886,5.564,1.0,1.0,11.86,OCjAl_U1JMk_s0000476322_e0000481886.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenminhnhat
OCjAl_U1JMk_s0000809218_e0000811998,OCjAl_U1JMk,809.218,811.998,2.78,1.0,1.0,10.65,OCjAl_U1JMk_s0000809218_e0000811998.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenminhnhat
71HzPcvxNJM_s0000044002_e0000046942,71HzPcvxNJM,44.002,46.942,2.94,1.0,1.0,12.24,71HzPcvxNJM_s0000044002_e0000046942.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,primary,nguyenminhnhat
7mvfCSW4SLw_s0000167938_e0000172094,7mvfCSW4SLw,167.938,172.094,4.156,1.0,1.0,17.61,7mvfCSW4SLw_s0000167938_e0000172094.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,primary,nguyenminhnhat
qy7VoECGCm8_s0000326306_e0000331306,qy7VoECGCm8,326.306,331.306,5.0,1.0,1.0,20.17,qy7VoECGCm8_s0000326306_e0000331306.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=qy7VoECGCm8,,,,,,primary,nguyenminhnhat
WgzSaOvFKrc_s0000720130_e0000727710,WgzSaOvFKrc,720.13,727.71,7.58,1.0,1.0,6.91,WgzSaOvFKrc_s0000720130_e0000727710.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=WgzSaOvFKrc,,,,,,primary,nguyenminhnhat
WgzSaOvFKrc_s0000466402_e0000468798,WgzSaOvFKrc,466.402,468.798,2.396,1.0,1.0,4.86,WgzSaOvFKrc_s0000466402_e0000468798.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=WgzSaOvFKrc,,,,,,primary,nguyenminhnhat
5CNS_gaH16c_s0000612994_e0000617438,5CNS_gaH16c,612.994,617.438,4.444,1.0,1.0,11.42,5CNS_gaH16c_s0000612994_e0000617438.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5CNS_gaH16c,,,,,,primary,nguyenminhnhat
3lHEAWJhKe8_s0000377730_e0000382730,3lHEAWJhKe8,377.73,382.73,5.0,1.0,1.0,19.52,3lHEAWJhKe8_s0000377730_e0000382730.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,,primary,nguyenminhnhat
OCjAl_U1JMk_s0001004482_e0001009482,OCjAl_U1JMk,1004.482,1009.482,5.0,1.0,1.0,8.94,OCjAl_U1JMk_s0001004482_e0001009482.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenminhnhat
JEgxmwvo7YY_s0000265986_e0000269470,JEgxmwvo7YY,265.986,269.47,3.484,1.0,1.0,17.8,JEgxmwvo7YY_s0000265986_e0000269470.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenminhnhat
gTTtVb-Q31w_s0000403618_e0000406366,gTTtVb-Q31w,403.618,406.366,2.748,1.0,1.0,3.52,gTTtVb-Q31w_s0000403618_e0000406366.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gTTtVb-Q31w,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0000322114_e0000326750,Pj0KGAllzfs,322.114,326.75,4.636,1.0,1.0,19.42,Pj0KGAllzfs_s0000322114_e0000326750.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
0cHIyeLFYOk_s0000555970_e0000559710,0cHIyeLFYOk,555.97,559.71,3.74,1.0,1.0,17.58,0cHIyeLFYOk_s0000555970_e0000559710.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenminhnhat
j60KF89vXkg_s0000831298_e0000835550,j60KF89vXkg,831.298,835.55,4.252,1.0,1.0,24.89,j60KF89vXkg_s0000831298_e0000835550.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=j60KF89vXkg,,,,,,primary,nguyenminhnhat
Pj0KGAllzfs_s0001271106_e0001273694,Pj0KGAllzfs,1271.106,1273.694,2.588,1.0,1.0,13.12,Pj0KGAllzfs_s0001271106_e0001273694.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenminhnhat
71HzPcvxNJM_s0000772066_e0000778974,71HzPcvxNJM,772.066,778.974,6.908,1.0,1.0,15.54,71HzPcvxNJM_s0000772066_e0000778974.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,primary,nguyenminhnhat
3lHEAWJhKe8_s0000094658_e0000096862,3lHEAWJhKe8,94.658,96.862,2.204,1.0,1.0,18.65,3lHEAWJhKe8_s0000094658_e0000096862.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,,primary,nguyenminhnhat
71HzPcvxNJM_s0000157122_e0000160766,71HzPcvxNJM,157.122,160.766,3.644,1.0,1.0,15.21,71HzPcvxNJM_s0000157122_e0000160766.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,primary,nguyenminhnhat
0cHIyeLFYOk_s0000890658_e0000895658,0cHIyeLFYOk,890.658,895.658,5.0,1.0,1.0,18.95,0cHIyeLFYOk_s0000890658_e0000895658.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenminhnhat
gof2bUJhK3Y_s0000525186_e0000529950,gof2bUJhK3Y,525.186,529.95,4.764,1.0,1.0,8.01,gof2bUJhK3Y_s0000525186_e0000529950.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gof2bUJhK3Y,,,,,,primary,nguyenminhnhat
JEgxmwvo7YY_s0000176706_e0000180670,JEgxmwvo7YY,176.706,180.67,3.964,1.0,1.0,19.8,JEgxmwvo7YY_s0000176706_e0000180670.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenminhnhat
qy7VoECGCm8_s0000029378_e0000036478,qy7VoECGCm8,29.378,36.478,7.1,0.857,1.0,12.59,qy7VoECGCm8_s0000029378_e0000036478.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=qy7VoECGCm8,,,,,,primary,nguyenminhnhat
WgzSaOvFKrc_s0000109858_e0000114858,WgzSaOvFKrc,109.858,114.858,5.0,1.0,1.0,7.02,WgzSaOvFKrc_s0000109858_e0000114858.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=WgzSaOvFKrc,,,,,,primary,nguyenminhnhat
