clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier
y3vBfCdY2tQ_clip0034_t00316_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0034_t00316_desyncp3f.mp4,1,temporal_desync,shift=3f,y3vBfCdY2tQ_clip0034_t00316,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0035_t00320_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0035_t00320_desyncm15f.mp4,1,temporal_desync,shift=-15f,y3vBfCdY2tQ_clip0035_t00320,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0038_t00330_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0038_t00330_desyncm7f.mp4,1,temporal_desync,shift=-7f,y3vBfCdY2tQ_clip0038_t00330,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0039_t00335_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0039_t00335_desyncp3f.mp4,1,temporal_desync,shift=3f,y3vBfCdY2tQ_clip0039_t00335,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0040_t00343_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0040_t00343_desyncp7f.mp4,1,temporal_desync,shift=7f,y3vBfCdY2tQ_clip0040_t00343,y3vBfCdY2tQ,0,tier1
mHTLamr-Zqk_clip0081_t00799_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0081_t00799_desyncm3f.mp4,1,temporal_desync,shift=-3f,mHTLamr-Zqk_clip0081_t00799,mHTLamr-Zqk,1,tier2
mHTLamr-Zqk_clip0084_t00849_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0084_t00849_desyncm3f.mp4,1,temporal_desync,shift=-3f,mHTLamr-Zqk_clip0084_t00849,mHTLamr-Zqk,1,tier2
mHTLamr-Zqk_clip0085_t00852_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0085_t00852_desyncm7f.mp4,1,temporal_desync,shift=-7f,mHTLamr-Zqk_clip0085_t00852,mHTLamr-Zqk,1,tier2
mHTLamr-Zqk_clip0086_t00861_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0086_t00861_desyncm3f.mp4,1,temporal_desync,shift=-3f,mHTLamr-Zqk_clip0086_t00861,mHTLamr-Zqk,1,tier2
mHTLamr-Zqk_clip0087_t00863_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0087_t00863_desyncp15f.mp4,1,temporal_desync,shift=15f,mHTLamr-Zqk_clip0087_t00863,mHTLamr-Zqk,1,tier2
mHTLamr-Zqk_clip0088_t00869_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0088_t00869_desyncp7f.mp4,1,temporal_desync,shift=7f,mHTLamr-Zqk_clip0088_t00869,mHTLamr-Zqk,1,tier2
mHTLamr-Zqk_clip0089_t00876_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0089_t00876_desyncm15f.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0089_t00876,mHTLamr-Zqk,1,tier2
mHTLamr-Zqk_clip0090_t00880_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0090_t00880_desyncm15f.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0090_t00880,mHTLamr-Zqk,1,tier2
_adzgpYkn_c_clip0053_t00511_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_adzgpYkn_c_clip0053_t00511_desyncp15f.mp4,1,temporal_desync,shift=15f,_adzgpYkn_c_clip0053_t00511,_adzgpYkn_c,2,tier1
_adzgpYkn_c_clip0054_t00516_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_adzgpYkn_c_clip0054_t00516_desyncp15f.mp4,1,temporal_desync,shift=15f,_adzgpYkn_c_clip0054_t00516,_adzgpYkn_c,2,tier1
aArTJcMMmTw_clip0024_t00371_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\aArTJcMMmTw_clip0024_t00371_desyncp3f.mp4,1,temporal_desync,shift=3f,aArTJcMMmTw_clip0024_t00371,aArTJcMMmTw,2,tier1
aArTJcMMmTw_clip0025_t00379_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\aArTJcMMmTw_clip0025_t00379_desyncp7f.mp4,1,temporal_desync,shift=7f,aArTJcMMmTw_clip0025_t00379,aArTJcMMmTw,2,tier1
aArTJcMMmTw_clip0026_t00383_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\aArTJcMMmTw_clip0026_t00383_desyncp3f.mp4,1,temporal_desync,shift=3f,aArTJcMMmTw_clip0026_t00383,aArTJcMMmTw,2,tier1
7642303380873956616_clip0001_t00032_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\7642303380873956616_clip0001_t00032_desyncm7f.mp4,1,temporal_desync,shift=-7f,7642303380873956616_clip0001_t00032,7642303380873956616,3,tier3
7642303380873956616_clip0002_t00038_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\7642303380873956616_clip0002_t00038_desyncm7f.mp4,1,temporal_desync,shift=-7f,7642303380873956616_clip0002_t00038,7642303380873956616,3,tier3
I-uqcg6HtaQ_clip0036_t00317_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\I-uqcg6HtaQ_clip0036_t00317_desyncm3f.mp4,1,temporal_desync,shift=-3f,I-uqcg6HtaQ_clip0036_t00317,I-uqcg6HtaQ,4,tier2
Nw3N73GJ2Zo_clip0022_t00343_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Nw3N73GJ2Zo_clip0022_t00343_desyncp7f.mp4,1,temporal_desync,shift=7f,Nw3N73GJ2Zo_clip0022_t00343,Nw3N73GJ2Zo,4,tier1
Nw3N73GJ2Zo_clip0023_t00347_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Nw3N73GJ2Zo_clip0023_t00347_desyncm15f.mp4,1,temporal_desync,shift=-15f,Nw3N73GJ2Zo_clip0023_t00347,Nw3N73GJ2Zo,4,tier1
3tEN20uif6g_clip0041_t00512_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\3tEN20uif6g_clip0041_t00512_desyncp15f.mp4,1,temporal_desync,shift=15f,3tEN20uif6g_clip0041_t00512,3tEN20uif6g,5,tier1
CHkaAtJLN3E_clip0072_t01016_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\CHkaAtJLN3E_clip0072_t01016_desyncp15f.mp4,1,temporal_desync,shift=15f,CHkaAtJLN3E_clip0072_t01016,CHkaAtJLN3E,5,tier1
Nw3N73GJ2Zo_clip0067_t00766_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Nw3N73GJ2Zo_clip0067_t00766_desyncp15f.mp4,1,temporal_desync,shift=15f,Nw3N73GJ2Zo_clip0067_t00766,Nw3N73GJ2Zo,5,tier1
Nw3N73GJ2Zo_clip0068_t00778_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Nw3N73GJ2Zo_clip0068_t00778_desyncm3f.mp4,1,temporal_desync,shift=-3f,Nw3N73GJ2Zo_clip0068_t00778,Nw3N73GJ2Zo,5,tier1
WsHg9aCVIw0_clip0024_t00213_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\WsHg9aCVIw0_clip0024_t00213_desyncm7f.mp4,1,temporal_desync,shift=-7f,WsHg9aCVIw0_clip0024_t00213,WsHg9aCVIw0,5,tier1
Xigg3vUV2Gw_clip0000_t00013_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Xigg3vUV2Gw_clip0000_t00013_desyncp15f.mp4,1,temporal_desync,shift=15f,Xigg3vUV2Gw_clip0000_t00013,Xigg3vUV2Gw,5,tier1
Xigg3vUV2Gw_clip0001_t00017_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Xigg3vUV2Gw_clip0001_t00017_desyncm15f.mp4,1,temporal_desync,shift=-15f,Xigg3vUV2Gw_clip0001_t00017,Xigg3vUV2Gw,5,tier1
Xigg3vUV2Gw_clip0008_t00085_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Xigg3vUV2Gw_clip0008_t00085_desyncp3f.mp4,1,temporal_desync,shift=3f,Xigg3vUV2Gw_clip0008_t00085,Xigg3vUV2Gw,5,tier1
Xigg3vUV2Gw_clip0028_t00270_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\Xigg3vUV2Gw_clip0028_t00270_desyncm3f.mp4,1,temporal_desync,shift=-3f,Xigg3vUV2Gw_clip0028_t00270,Xigg3vUV2Gw,5,tier1
_adzgpYkn_c_clip0044_t00437_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_adzgpYkn_c_clip0044_t00437_desyncm7f.mp4,1,temporal_desync,shift=-7f,_adzgpYkn_c_clip0044_t00437,_adzgpYkn_c,5,tier1
_adzgpYkn_c_clip0045_t00440_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_adzgpYkn_c_clip0045_t00440_desyncp3f.mp4,1,temporal_desync,shift=3f,_adzgpYkn_c_clip0045_t00440,_adzgpYkn_c,5,tier1
_adzgpYkn_c_clip0046_t00448_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_adzgpYkn_c_clip0046_t00448_desyncm15f.mp4,1,temporal_desync,shift=-15f,_adzgpYkn_c_clip0046_t00448,_adzgpYkn_c,5,tier1
aArTJcMMmTw_clip0063_t00778_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\aArTJcMMmTw_clip0063_t00778_desyncm3f.mp4,1,temporal_desync,shift=-3f,aArTJcMMmTw_clip0063_t00778,aArTJcMMmTw,5,tier1
aArTJcMMmTw_clip0064_t00782_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\aArTJcMMmTw_clip0064_t00782_desyncm7f.mp4,1,temporal_desync,shift=-7f,aArTJcMMmTw_clip0064_t00782,aArTJcMMmTw,5,tier1
aArTJcMMmTw_clip0065_t00786_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\aArTJcMMmTw_clip0065_t00786_desyncm3f.mp4,1,temporal_desync,shift=-3f,aArTJcMMmTw_clip0065_t00786,aArTJcMMmTw,5,tier1
lq_tau31IE0_clip0036_t00668_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\lq_tau31IE0_clip0036_t00668_desyncp3f.mp4,1,temporal_desync,shift=3f,lq_tau31IE0_clip0036_t00668,lq_tau31IE0,5,tier1
lq_tau31IE0_clip0037_t00672_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\lq_tau31IE0_clip0037_t00672_desyncm15f.mp4,1,temporal_desync,shift=-15f,lq_tau31IE0_clip0037_t00672,lq_tau31IE0,5,tier1
lq_tau31IE0_clip0038_t00676_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\lq_tau31IE0_clip0038_t00676_desyncm15f.mp4,1,temporal_desync,shift=-15f,lq_tau31IE0_clip0038_t00676,lq_tau31IE0,5,tier1
mHTLamr-Zqk_clip0024_t00295_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0024_t00295_desyncm15f.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0024_t00295,mHTLamr-Zqk,5,tier2
mHTLamr-Zqk_clip0026_t00307_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\mHTLamr-Zqk_clip0026_t00307_desyncp7f.mp4,1,temporal_desync,shift=7f,mHTLamr-Zqk_clip0026_t00307,mHTLamr-Zqk,5,tier2
tFTh1jkOT9Q_clip0012_t00173_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\tFTh1jkOT9Q_clip0012_t00173_desyncm3f.mp4,1,temporal_desync,shift=-3f,tFTh1jkOT9Q_clip0012_t00173,tFTh1jkOT9Q,5,tier1
tFTh1jkOT9Q_clip0013_t00175_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\tFTh1jkOT9Q_clip0013_t00175_desyncp3f.mp4,1,temporal_desync,shift=3f,tFTh1jkOT9Q_clip0013_t00175,tFTh1jkOT9Q,5,tier1
R5y53Ud7Fs8_clip0047_t00545_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\R5y53Ud7Fs8_clip0047_t00545_desyncp3f.mp4,1,temporal_desync,shift=3f,R5y53Ud7Fs8_clip0047_t00545,R5y53Ud7Fs8,6,tier1
R5y53Ud7Fs8_clip0048_t00568_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\R5y53Ud7Fs8_clip0048_t00568_desyncp15f.mp4,1,temporal_desync,shift=15f,R5y53Ud7Fs8_clip0048_t00568,R5y53Ud7Fs8,6,tier1
R5y53Ud7Fs8_clip0050_t00606_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\R5y53Ud7Fs8_clip0050_t00606_desyncm15f.mp4,1,temporal_desync,shift=-15f,R5y53Ud7Fs8_clip0050_t00606,R5y53Ud7Fs8,6,tier1
_UEZaDjz02I_clip0008_t00057_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0008_t00057_desyncp15f.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0008_t00057,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0009_t00061_desyncm7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0009_t00061_desyncm7f.mp4,1,temporal_desync,shift=-7f,_UEZaDjz02I_clip0009_t00061,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0011_t00123_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0011_t00123_desyncm15f.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0011_t00123,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0013_t00142_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0013_t00142_desyncm15f.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0013_t00142,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0018_t00208_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0018_t00208_desyncp15f.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0018_t00208,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0019_t00210_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0019_t00210_desyncp15f.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0019_t00210,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0020_t00214_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0020_t00214_desyncm15f.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0020_t00214,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0021_t00227_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0021_t00227_desyncm15f.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0021_t00227,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0023_t00250_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0023_t00250_desyncm3f.mp4,1,temporal_desync,shift=-3f,_UEZaDjz02I_clip0023_t00250,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0026_t00290_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0026_t00290_desyncp7f.mp4,1,temporal_desync,shift=7f,_UEZaDjz02I_clip0026_t00290,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0027_t00306_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0027_t00306_desyncp7f.mp4,1,temporal_desync,shift=7f,_UEZaDjz02I_clip0027_t00306,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0030_t00343_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0030_t00343_desyncm15f.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0030_t00343,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0031_t00346_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0031_t00346_desyncp15f.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0031_t00346,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0036_t00385_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0036_t00385_desyncp15f.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0036_t00385,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0037_t00417_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0037_t00417_desyncm15f.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0037_t00417,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0038_t00422_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0038_t00422_desyncp15f.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0038_t00422,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0040_t00432_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0040_t00432_desyncm3f.mp4,1,temporal_desync,shift=-3f,_UEZaDjz02I_clip0040_t00432,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0041_t00463_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0041_t00463_desyncp3f.mp4,1,temporal_desync,shift=3f,_UEZaDjz02I_clip0041_t00463,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0042_t00472_desyncm15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0042_t00472_desyncm15f.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0042_t00472,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0043_t00486_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0043_t00486_desyncp7f.mp4,1,temporal_desync,shift=7f,_UEZaDjz02I_clip0043_t00486,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0044_t00488_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0044_t00488_desyncm3f.mp4,1,temporal_desync,shift=-3f,_UEZaDjz02I_clip0044_t00488,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0049_t00515_desyncp7f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0049_t00515_desyncp7f.mp4,1,temporal_desync,shift=7f,_UEZaDjz02I_clip0049_t00515,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0050_t00525_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0050_t00525_desyncp3f.mp4,1,temporal_desync,shift=3f,_UEZaDjz02I_clip0050_t00525,_UEZaDjz02I,8,tier1
_UEZaDjz02I_clip0051_t00529_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\_UEZaDjz02I_clip0051_t00529_desyncp15f.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0051_t00529,_UEZaDjz02I,8,tier1
bhO764uZyDA_clip0000_t00000_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\bhO764uZyDA_clip0000_t00000_desyncm3f.mp4,1,temporal_desync,shift=-3f,bhO764uZyDA_clip0000_t00000,bhO764uZyDA,9,tier1
bhO764uZyDA_clip0004_t00018_desyncp3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\bhO764uZyDA_clip0004_t00018_desyncp3f.mp4,1,temporal_desync,shift=3f,bhO764uZyDA_clip0004_t00018,bhO764uZyDA,9,tier1
bhO764uZyDA_clip0015_t00065_desyncm3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\bhO764uZyDA_clip0015_t00065_desyncm3f.mp4,1,temporal_desync,shift=-3f,bhO764uZyDA_clip0015_t00065,bhO764uZyDA,9,tier1
bhO764uZyDA_clip0017_t00071_desyncp15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\bhO764uZyDA_clip0017_t00071_desyncp15f.mp4,1,temporal_desync,shift=15f,bhO764uZyDA_clip0017_t00071,bhO764uZyDA,9,tier1
