clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier,crf,orig_clip_id
Xigg3vUV2Gw_clip0001_t00017_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Xigg3vUV2Gw_clip0001_t00017_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,Xigg3vUV2Gw_clip0001_t00017,Xigg3vUV2Gw,5,tier1,23,Xigg3vUV2Gw_clip0001_t00017_desyncm15f
_adzgpYkn_c_clip0044_t00437_desyncm7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_adzgpYkn_c_clip0044_t00437_desyncm7f_crf30.mp4,1,temporal_desync,shift=-7f,_adzgpYkn_c_clip0044_t00437,_adzgpYkn_c,5,tier1,30,_adzgpYkn_c_clip0044_t00437_desyncm7f
aArTJcMMmTw_clip0063_t00778_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\aArTJcMMmTw_clip0063_t00778_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,aArTJcMMmTw_clip0063_t00778,aArTJcMMmTw,5,tier1,23,aArTJcMMmTw_clip0063_t00778_desyncm3f
R5y53Ud7Fs8_clip0047_t00545_desyncp3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0047_t00545_desyncp3f_crf35.mp4,1,temporal_desync,shift=3f,R5y53Ud7Fs8_clip0047_t00545,R5y53Ud7Fs8,6,tier1,35,R5y53Ud7Fs8_clip0047_t00545_desyncp3f
_UEZaDjz02I_clip0008_t00057_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0008_t00057_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0008_t00057,_UEZaDjz02I,8,tier1,23,_UEZaDjz02I_clip0008_t00057_desyncp15f
_UEZaDjz02I_clip0020_t00214_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0020_t00214_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0020_t00214,_UEZaDjz02I,8,tier1,40,_UEZaDjz02I_clip0020_t00214_desyncm15f
_UEZaDjz02I_clip0021_t00227_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0021_t00227_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0021_t00227,_UEZaDjz02I,8,tier1,23,_UEZaDjz02I_clip0021_t00227_desyncm15f
_UEZaDjz02I_clip0023_t00250_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0023_t00250_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,_UEZaDjz02I_clip0023_t00250,_UEZaDjz02I,8,tier1,35,_UEZaDjz02I_clip0023_t00250_desyncm3f
_UEZaDjz02I_clip0050_t00525_desyncp3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0050_t00525_desyncp3f_crf30.mp4,1,temporal_desync,shift=3f,_UEZaDjz02I_clip0050_t00525,_UEZaDjz02I,8,tier1,30,_UEZaDjz02I_clip0050_t00525_desyncp3f
bhO764uZyDA_clip0004_t00018_desyncp3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0004_t00018_desyncp3f_crf40.mp4,1,temporal_desync,shift=3f,bhO764uZyDA_clip0004_t00018,bhO764uZyDA,9,tier1,40,bhO764uZyDA_clip0004_t00018_desyncp3f
bhO764uZyDA_clip0033_t00173_desyncm7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0033_t00173_desyncm7f_crf40.mp4,1,temporal_desync,shift=-7f,bhO764uZyDA_clip0033_t00173,bhO764uZyDA,9,tier1,40,bhO764uZyDA_clip0033_t00173_desyncm7f
bhO764uZyDA_clip0048_t00245_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0048_t00245_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,bhO764uZyDA_clip0048_t00245,bhO764uZyDA,9,tier1,23,bhO764uZyDA_clip0048_t00245_desyncp15f
bhO764uZyDA_clip0059_t00334_desyncp3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0059_t00334_desyncp3f_crf40.mp4,1,temporal_desync,shift=3f,bhO764uZyDA_clip0059_t00334,bhO764uZyDA,9,tier1,40,bhO764uZyDA_clip0059_t00334_desyncp3f
bhO764uZyDA_clip0081_t00510_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0081_t00510_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,bhO764uZyDA_clip0081_t00510,bhO764uZyDA,9,tier1,23,bhO764uZyDA_clip0081_t00510_desyncm3f
bhO764uZyDA_clip0100_t00615_desyncp15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0100_t00615_desyncp15f_crf30.mp4,1,temporal_desync,shift=15f,bhO764uZyDA_clip0100_t00615,bhO764uZyDA,9,tier1,30,bhO764uZyDA_clip0100_t00615_desyncp15f
7515427017236450568_clip0002_t00121_desyncp3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7515427017236450568_clip0002_t00121_desyncp3f_crf30.mp4,1,temporal_desync,shift=3f,7515427017236450568_clip0002_t00121,7515427017236450568,10,tier3,30,7515427017236450568_clip0002_t00121_desyncp3f
7542119536678440213_clip0000_t00000_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7542119536678440213_clip0000_t00000_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,7542119536678440213_clip0000_t00000,7542119536678440213,10,tier3,23,7542119536678440213_clip0000_t00000_desyncm7f
7553632924390804757_clip0007_t00094_desyncp7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7553632924390804757_clip0007_t00094_desyncp7f_crf23.mp4,1,temporal_desync,shift=7f,7553632924390804757_clip0007_t00094,7553632924390804757,10,tier3,23,7553632924390804757_clip0007_t00094_desyncp7f
7562167018695167252_clip0000_t00006_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7562167018695167252_clip0000_t00006_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,7562167018695167252_clip0000_t00006,7562167018695167252,10,tier3,23,7562167018695167252_clip0000_t00006_desyncm7f
7577398141863922964_clip0007_t00121_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7577398141863922964_clip0007_t00121_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,7577398141863922964_clip0007_t00121,7577398141863922964,10,tier3,23,7577398141863922964_clip0007_t00121_desyncm7f
7621911689620901141_clip0007_t00086_desyncp3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7621911689620901141_clip0007_t00086_desyncp3f_crf35.mp4,1,temporal_desync,shift=3f,7621911689620901141_clip0007_t00086,7621911689620901141,10,tier3,35,7621911689620901141_clip0007_t00086_desyncp3f
bhO764uZyDA_clip0024_t00107_desyncp15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0024_t00107_desyncp15f_crf40.mp4,1,temporal_desync,shift=15f,bhO764uZyDA_clip0024_t00107,bhO764uZyDA,11,tier1,40,bhO764uZyDA_clip0024_t00107_desyncp15f
bhO764uZyDA_clip0078_t00487_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\bhO764uZyDA_clip0078_t00487_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,bhO764uZyDA_clip0078_t00487,bhO764uZyDA,11,tier1,23,bhO764uZyDA_clip0078_t00487_desyncm3f
7637494375840337160_clip0009_t00063_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7637494375840337160_clip0009_t00063_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,7637494375840337160_clip0009_t00063,7637494375840337160,13,tier3,40,7637494375840337160_clip0009_t00063_desyncm3f
7637494375840337160_clip0010_t00075_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7637494375840337160_clip0010_t00075_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,7637494375840337160_clip0010_t00075,7637494375840337160,13,tier3,30,7637494375840337160_clip0010_t00075_desyncm15f
7634155950047317268_clip0001_t00049_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7634155950047317268_clip0001_t00049_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,7634155950047317268_clip0001_t00049,7634155950047317268,15,tier3,35,7634155950047317268_clip0001_t00049_desyncm3f
MpVfVbPdmis_clip0100_t01154_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\MpVfVbPdmis_clip0100_t01154_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,MpVfVbPdmis_clip0100_t01154,MpVfVbPdmis,16,tier1,30,MpVfVbPdmis_clip0100_t01154_desyncm15f
3tEN20uif6g_clip0051_t00696_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\3tEN20uif6g_clip0051_t00696_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,3tEN20uif6g_clip0051_t00696,3tEN20uif6g,18,tier1,40,3tEN20uif6g_clip0051_t00696_desyncm3f
7527667777037929735_clip0000_t00012_desyncp15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7527667777037929735_clip0000_t00012_desyncp15f_crf30.mp4,1,temporal_desync,shift=15f,7527667777037929735_clip0000_t00012,7527667777037929735,20,tier3,30,7527667777037929735_clip0000_t00012_desyncp15f
7543440536519167240_clip0009_t00081_desyncp15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7543440536519167240_clip0009_t00081_desyncp15f_crf40.mp4,1,temporal_desync,shift=15f,7543440536519167240_clip0009_t00081,7543440536519167240,20,tier3,40,7543440536519167240_clip0009_t00081_desyncp15f
7555909386833546514_clip0000_t00008_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7555909386833546514_clip0000_t00008_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,7555909386833546514_clip0000_t00008,7555909386833546514,20,tier3,23,7555909386833546514_clip0000_t00008_desyncp15f
7555909386833546514_clip0003_t00024_desyncm7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7555909386833546514_clip0003_t00024_desyncm7f_crf30.mp4,1,temporal_desync,shift=-7f,7555909386833546514_clip0003_t00024,7555909386833546514,20,tier3,30,7555909386833546514_clip0003_t00024_desyncm7f
7585912681345961224_clip0000_t00000_desyncp7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7585912681345961224_clip0000_t00000_desyncp7f_crf30.mp4,1,temporal_desync,shift=7f,7585912681345961224_clip0000_t00000,7585912681345961224,20,tier3,30,7585912681345961224_clip0000_t00000_desyncp7f
7632328977213902100_clip0001_t00057_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7632328977213902100_clip0001_t00057_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,7632328977213902100_clip0001_t00057,7632328977213902100,20,tier3,23,7632328977213902100_clip0001_t00057_desyncm7f
NqOg7JCnnm0_clip0049_t00240_desyncp7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\NqOg7JCnnm0_clip0049_t00240_desyncp7f_crf30.mp4,1,temporal_desync,shift=7f,NqOg7JCnnm0_clip0049_t00240,NqOg7JCnnm0,21,tier2,30,NqOg7JCnnm0_clip0049_t00240_desyncp7f
NqOg7JCnnm0_clip0058_t00286_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\NqOg7JCnnm0_clip0058_t00286_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,NqOg7JCnnm0_clip0058_t00286,NqOg7JCnnm0,21,tier2,40,NqOg7JCnnm0_clip0058_t00286_desyncm15f
NqOg7JCnnm0_clip0072_t00360_desyncm7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\NqOg7JCnnm0_clip0072_t00360_desyncm7f_crf40.mp4,1,temporal_desync,shift=-7f,NqOg7JCnnm0_clip0072_t00360,NqOg7JCnnm0,21,tier2,40,NqOg7JCnnm0_clip0072_t00360_desyncm7f
NqOg7JCnnm0_clip0110_t00548_desyncm15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\NqOg7JCnnm0_clip0110_t00548_desyncm15f_crf35.mp4,1,temporal_desync,shift=-15f,NqOg7JCnnm0_clip0110_t00548,NqOg7JCnnm0,21,tier2,35,NqOg7JCnnm0_clip0110_t00548_desyncm15f
7638602199739796756_clip0004_t00035_desyncm7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7638602199739796756_clip0004_t00035_desyncm7f_crf40.mp4,1,temporal_desync,shift=-7f,7638602199739796756_clip0004_t00035,7638602199739796756,23,tier3,40,7638602199739796756_clip0004_t00035_desyncm7f
y3vBfCdY2tQ_clip0020_t00245_desyncp7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0020_t00245_desyncp7f_crf35.mp4,1,temporal_desync,shift=7f,y3vBfCdY2tQ_clip0020_t00245,y3vBfCdY2tQ,25,tier1,35,y3vBfCdY2tQ_clip0020_t00245_desyncp7f
y3vBfCdY2tQ_clip0023_t00256_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0023_t00256_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,y3vBfCdY2tQ_clip0023_t00256,y3vBfCdY2tQ,25,tier1,23,y3vBfCdY2tQ_clip0023_t00256_desyncm15f
0wOdyRpc0wc_clip0026_t00240_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\0wOdyRpc0wc_clip0026_t00240_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,0wOdyRpc0wc_clip0026_t00240,0wOdyRpc0wc,28,tier1,40,0wOdyRpc0wc_clip0026_t00240_desyncm15f
P3K1OaKR4nY_clip0013_t00108_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\P3K1OaKR4nY_clip0013_t00108_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,P3K1OaKR4nY_clip0013_t00108,P3K1OaKR4nY,28,tier1,35,P3K1OaKR4nY_clip0013_t00108_desyncm3f
mHTLamr-Zqk_clip0028_t00315_desyncp15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0028_t00315_desyncp15f_crf30.mp4,1,temporal_desync,shift=15f,mHTLamr-Zqk_clip0028_t00315,mHTLamr-Zqk,28,tier2,30,mHTLamr-Zqk_clip0028_t00315_desyncp15f
usfv-YmWPBs_clip0039_t00629_desyncm3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\usfv-YmWPBs_clip0039_t00629_desyncm3f_crf30.mp4,1,temporal_desync,shift=-3f,usfv-YmWPBs_clip0039_t00629,usfv-YmWPBs,29,tier1,30,usfv-YmWPBs_clip0039_t00629_desyncm3f
7634060096967806228_clip0029_t00251_desyncm7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7634060096967806228_clip0029_t00251_desyncm7f_crf30.mp4,1,temporal_desync,shift=-7f,7634060096967806228_clip0029_t00251,7634060096967806228,31,tier3,30,7634060096967806228_clip0029_t00251_desyncm7f
7634060096967806228_clip0033_t00297_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7634060096967806228_clip0033_t00297_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,7634060096967806228_clip0033_t00297,7634060096967806228,31,tier3,23,7634060096967806228_clip0033_t00297_desyncm7f
7491284887240985864_clip0020_t00155_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7491284887240985864_clip0020_t00155_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,7491284887240985864_clip0020_t00155,7491284887240985864,32,tier3,35,7491284887240985864_clip0020_t00155_desyncm3f
7491284887240985864_clip0025_t00189_desyncp3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7491284887240985864_clip0025_t00189_desyncp3f_crf30.mp4,1,temporal_desync,shift=3f,7491284887240985864_clip0025_t00189,7491284887240985864,32,tier3,30,7491284887240985864_clip0025_t00189_desyncp3f
7544723202199538964_clip0008_t00133_desyncp7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7544723202199538964_clip0008_t00133_desyncp7f_crf30.mp4,1,temporal_desync,shift=7f,7544723202199538964_clip0008_t00133,7544723202199538964,32,tier3,30,7544723202199538964_clip0008_t00133_desyncp7f
7544723202199538964_clip0009_t00141_desyncp7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7544723202199538964_clip0009_t00141_desyncp7f_crf30.mp4,1,temporal_desync,shift=7f,7544723202199538964_clip0009_t00141,7544723202199538964,32,tier3,30,7544723202199538964_clip0009_t00141_desyncp7f
7621911689620901141_clip0004_t00024_desyncp7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7621911689620901141_clip0004_t00024_desyncp7f_crf23.mp4,1,temporal_desync,shift=7f,7621911689620901141_clip0004_t00024,7621911689620901141,32,tier3,23,7621911689620901141_clip0004_t00024_desyncp7f
ijoyJhqD740_clip0033_t00495_desyncm3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\ijoyJhqD740_clip0033_t00495_desyncm3f_crf30.mp4,1,temporal_desync,shift=-3f,ijoyJhqD740_clip0033_t00495,ijoyJhqD740,34,tier1,30,ijoyJhqD740_clip0033_t00495_desyncm3f
mHTLamr-Zqk_clip0083_t00825_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0083_t00825_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,mHTLamr-Zqk_clip0083_t00825,mHTLamr-Zqk,36,tier2,23,mHTLamr-Zqk_clip0083_t00825_desyncm7f
mHTLamr-Zqk_clip0091_t00884_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0091_t00884_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0091_t00884,mHTLamr-Zqk,36,tier2,30,mHTLamr-Zqk_clip0091_t00884_desyncm15f
mHTLamr-Zqk_clip0095_t00900_desyncm3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0095_t00900_desyncm3f_crf30.mp4,1,temporal_desync,shift=-3f,mHTLamr-Zqk_clip0095_t00900,mHTLamr-Zqk,36,tier2,30,mHTLamr-Zqk_clip0095_t00900_desyncm3f
R5y53Ud7Fs8_clip0001_t00025_desyncm15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0001_t00025_desyncm15f_crf35.mp4,1,temporal_desync,shift=-15f,R5y53Ud7Fs8_clip0001_t00025,R5y53Ud7Fs8,42,tier1,35,R5y53Ud7Fs8_clip0001_t00025_desyncm15f
R5y53Ud7Fs8_clip0012_t00161_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0012_t00161_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,R5y53Ud7Fs8_clip0012_t00161,R5y53Ud7Fs8,42,tier1,23,R5y53Ud7Fs8_clip0012_t00161_desyncm15f
R5y53Ud7Fs8_clip0029_t00283_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0029_t00283_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,R5y53Ud7Fs8_clip0029_t00283,R5y53Ud7Fs8,42,tier1,23,R5y53Ud7Fs8_clip0029_t00283_desyncm3f
R5y53Ud7Fs8_clip0053_t00667_desyncm7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0053_t00667_desyncm7f_crf40.mp4,1,temporal_desync,shift=-7f,R5y53Ud7Fs8_clip0053_t00667,R5y53Ud7Fs8,42,tier1,40,R5y53Ud7Fs8_clip0053_t00667_desyncm7f
R5y53Ud7Fs8_clip0058_t00692_desyncp15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0058_t00692_desyncp15f_crf30.mp4,1,temporal_desync,shift=15f,R5y53Ud7Fs8_clip0058_t00692,R5y53Ud7Fs8,42,tier1,30,R5y53Ud7Fs8_clip0058_t00692_desyncp15f
