clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier,crf,orig_clip_id
y3vBfCdY2tQ_clip0031_t00303_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0031_t00303_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,y3vBfCdY2tQ_clip0031_t00303,y3vBfCdY2tQ,0,tier1,40,y3vBfCdY2tQ_clip0031_t00303_desyncm15f
y3vBfCdY2tQ_clip0032_t00305_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0032_t00305_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,y3vBfCdY2tQ_clip0032_t00305,y3vBfCdY2tQ,0,tier1,40,y3vBfCdY2tQ_clip0032_t00305_desyncm3f
y3vBfCdY2tQ_clip0033_t00313_desyncm15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0033_t00313_desyncm15f_crf35.mp4,1,temporal_desync,shift=-15f,y3vBfCdY2tQ_clip0033_t00313,y3vBfCdY2tQ,0,tier1,35,y3vBfCdY2tQ_clip0033_t00313_desyncm15f
y3vBfCdY2tQ_clip0034_t00316_desyncp3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0034_t00316_desyncp3f_crf40.mp4,1,temporal_desync,shift=3f,y3vBfCdY2tQ_clip0034_t00316,y3vBfCdY2tQ,0,tier1,40,y3vBfCdY2tQ_clip0034_t00316_desyncp3f
y3vBfCdY2tQ_clip0035_t00320_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0035_t00320_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,y3vBfCdY2tQ_clip0035_t00320,y3vBfCdY2tQ,0,tier1,23,y3vBfCdY2tQ_clip0035_t00320_desyncm15f
y3vBfCdY2tQ_clip0038_t00330_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0038_t00330_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,y3vBfCdY2tQ_clip0038_t00330,y3vBfCdY2tQ,0,tier1,23,y3vBfCdY2tQ_clip0038_t00330_desyncm7f
y3vBfCdY2tQ_clip0039_t00335_desyncp3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0039_t00335_desyncp3f_crf23.mp4,1,temporal_desync,shift=3f,y3vBfCdY2tQ_clip0039_t00335,y3vBfCdY2tQ,0,tier1,23,y3vBfCdY2tQ_clip0039_t00335_desyncp3f
y3vBfCdY2tQ_clip0040_t00343_desyncp7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\y3vBfCdY2tQ_clip0040_t00343_desyncp7f_crf35.mp4,1,temporal_desync,shift=7f,y3vBfCdY2tQ_clip0040_t00343,y3vBfCdY2tQ,0,tier1,35,y3vBfCdY2tQ_clip0040_t00343_desyncp7f
mHTLamr-Zqk_clip0081_t00799_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0081_t00799_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,mHTLamr-Zqk_clip0081_t00799,mHTLamr-Zqk,1,tier2,23,mHTLamr-Zqk_clip0081_t00799_desyncm3f
mHTLamr-Zqk_clip0084_t00849_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0084_t00849_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,mHTLamr-Zqk_clip0084_t00849,mHTLamr-Zqk,1,tier2,40,mHTLamr-Zqk_clip0084_t00849_desyncm3f
mHTLamr-Zqk_clip0085_t00852_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0085_t00852_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,mHTLamr-Zqk_clip0085_t00852,mHTLamr-Zqk,1,tier2,23,mHTLamr-Zqk_clip0085_t00852_desyncm7f
mHTLamr-Zqk_clip0086_t00861_desyncm3f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0086_t00861_desyncm3f_crf30.mp4,1,temporal_desync,shift=-3f,mHTLamr-Zqk_clip0086_t00861,mHTLamr-Zqk,1,tier2,30,mHTLamr-Zqk_clip0086_t00861_desyncm3f
mHTLamr-Zqk_clip0087_t00863_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0087_t00863_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,mHTLamr-Zqk_clip0087_t00863,mHTLamr-Zqk,1,tier2,23,mHTLamr-Zqk_clip0087_t00863_desyncp15f
mHTLamr-Zqk_clip0088_t00869_desyncp7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0088_t00869_desyncp7f_crf23.mp4,1,temporal_desync,shift=7f,mHTLamr-Zqk_clip0088_t00869,mHTLamr-Zqk,1,tier2,23,mHTLamr-Zqk_clip0088_t00869_desyncp7f
mHTLamr-Zqk_clip0089_t00876_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0089_t00876_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0089_t00876,mHTLamr-Zqk,1,tier2,40,mHTLamr-Zqk_clip0089_t00876_desyncm15f
mHTLamr-Zqk_clip0090_t00880_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0090_t00880_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0090_t00880,mHTLamr-Zqk,1,tier2,23,mHTLamr-Zqk_clip0090_t00880_desyncm15f
_adzgpYkn_c_clip0053_t00511_desyncp15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_adzgpYkn_c_clip0053_t00511_desyncp15f_crf40.mp4,1,temporal_desync,shift=15f,_adzgpYkn_c_clip0053_t00511,_adzgpYkn_c,2,tier1,40,_adzgpYkn_c_clip0053_t00511_desyncp15f
_adzgpYkn_c_clip0054_t00516_desyncp15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_adzgpYkn_c_clip0054_t00516_desyncp15f_crf30.mp4,1,temporal_desync,shift=15f,_adzgpYkn_c_clip0054_t00516,_adzgpYkn_c,2,tier1,30,_adzgpYkn_c_clip0054_t00516_desyncp15f
aArTJcMMmTw_clip0024_t00371_desyncp3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\aArTJcMMmTw_clip0024_t00371_desyncp3f_crf40.mp4,1,temporal_desync,shift=3f,aArTJcMMmTw_clip0024_t00371,aArTJcMMmTw,2,tier1,40,aArTJcMMmTw_clip0024_t00371_desyncp3f
aArTJcMMmTw_clip0025_t00379_desyncp7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\aArTJcMMmTw_clip0025_t00379_desyncp7f_crf30.mp4,1,temporal_desync,shift=7f,aArTJcMMmTw_clip0025_t00379,aArTJcMMmTw,2,tier1,30,aArTJcMMmTw_clip0025_t00379_desyncp7f
aArTJcMMmTw_clip0026_t00383_desyncp3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\aArTJcMMmTw_clip0026_t00383_desyncp3f_crf35.mp4,1,temporal_desync,shift=3f,aArTJcMMmTw_clip0026_t00383,aArTJcMMmTw,2,tier1,35,aArTJcMMmTw_clip0026_t00383_desyncp3f
7642303380873956616_clip0001_t00032_desyncm7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7642303380873956616_clip0001_t00032_desyncm7f_crf35.mp4,1,temporal_desync,shift=-7f,7642303380873956616_clip0001_t00032,7642303380873956616,3,tier3,35,7642303380873956616_clip0001_t00032_desyncm7f
7642303380873956616_clip0002_t00038_desyncm7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\7642303380873956616_clip0002_t00038_desyncm7f_crf40.mp4,1,temporal_desync,shift=-7f,7642303380873956616_clip0002_t00038,7642303380873956616,3,tier3,40,7642303380873956616_clip0002_t00038_desyncm7f
I-uqcg6HtaQ_clip0036_t00317_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\I-uqcg6HtaQ_clip0036_t00317_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,I-uqcg6HtaQ_clip0036_t00317,I-uqcg6HtaQ,4,tier2,40,I-uqcg6HtaQ_clip0036_t00317_desyncm3f
Nw3N73GJ2Zo_clip0022_t00343_desyncp7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Nw3N73GJ2Zo_clip0022_t00343_desyncp7f_crf40.mp4,1,temporal_desync,shift=7f,Nw3N73GJ2Zo_clip0022_t00343,Nw3N73GJ2Zo,4,tier1,40,Nw3N73GJ2Zo_clip0022_t00343_desyncp7f
Nw3N73GJ2Zo_clip0023_t00347_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Nw3N73GJ2Zo_clip0023_t00347_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,Nw3N73GJ2Zo_clip0023_t00347,Nw3N73GJ2Zo,4,tier1,30,Nw3N73GJ2Zo_clip0023_t00347_desyncm15f
3tEN20uif6g_clip0041_t00512_desyncp15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\3tEN20uif6g_clip0041_t00512_desyncp15f_crf30.mp4,1,temporal_desync,shift=15f,3tEN20uif6g_clip0041_t00512,3tEN20uif6g,5,tier1,30,3tEN20uif6g_clip0041_t00512_desyncp15f
CHkaAtJLN3E_clip0072_t01016_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\CHkaAtJLN3E_clip0072_t01016_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,CHkaAtJLN3E_clip0072_t01016,CHkaAtJLN3E,5,tier1,23,CHkaAtJLN3E_clip0072_t01016_desyncp15f
Nw3N73GJ2Zo_clip0067_t00766_desyncp15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Nw3N73GJ2Zo_clip0067_t00766_desyncp15f_crf35.mp4,1,temporal_desync,shift=15f,Nw3N73GJ2Zo_clip0067_t00766,Nw3N73GJ2Zo,5,tier1,35,Nw3N73GJ2Zo_clip0067_t00766_desyncp15f
Nw3N73GJ2Zo_clip0068_t00778_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Nw3N73GJ2Zo_clip0068_t00778_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,Nw3N73GJ2Zo_clip0068_t00778,Nw3N73GJ2Zo,5,tier1,23,Nw3N73GJ2Zo_clip0068_t00778_desyncm3f
WsHg9aCVIw0_clip0024_t00213_desyncm7f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\WsHg9aCVIw0_clip0024_t00213_desyncm7f_crf40.mp4,1,temporal_desync,shift=-7f,WsHg9aCVIw0_clip0024_t00213,WsHg9aCVIw0,5,tier1,40,WsHg9aCVIw0_clip0024_t00213_desyncm7f
Xigg3vUV2Gw_clip0000_t00013_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Xigg3vUV2Gw_clip0000_t00013_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,Xigg3vUV2Gw_clip0000_t00013,Xigg3vUV2Gw,5,tier1,23,Xigg3vUV2Gw_clip0000_t00013_desyncp15f
Xigg3vUV2Gw_clip0001_t00017_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Xigg3vUV2Gw_clip0001_t00017_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,Xigg3vUV2Gw_clip0001_t00017,Xigg3vUV2Gw,5,tier1,23,Xigg3vUV2Gw_clip0001_t00017_desyncm15f
Xigg3vUV2Gw_clip0008_t00085_desyncp3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Xigg3vUV2Gw_clip0008_t00085_desyncp3f_crf23.mp4,1,temporal_desync,shift=3f,Xigg3vUV2Gw_clip0008_t00085,Xigg3vUV2Gw,5,tier1,23,Xigg3vUV2Gw_clip0008_t00085_desyncp3f
Xigg3vUV2Gw_clip0028_t00270_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\Xigg3vUV2Gw_clip0028_t00270_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,Xigg3vUV2Gw_clip0028_t00270,Xigg3vUV2Gw,5,tier1,23,Xigg3vUV2Gw_clip0028_t00270_desyncm3f
_adzgpYkn_c_clip0044_t00437_desyncm7f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_adzgpYkn_c_clip0044_t00437_desyncm7f_crf30.mp4,1,temporal_desync,shift=-7f,_adzgpYkn_c_clip0044_t00437,_adzgpYkn_c,5,tier1,30,_adzgpYkn_c_clip0044_t00437_desyncm7f
_adzgpYkn_c_clip0045_t00440_desyncp3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_adzgpYkn_c_clip0045_t00440_desyncp3f_crf23.mp4,1,temporal_desync,shift=3f,_adzgpYkn_c_clip0045_t00440,_adzgpYkn_c,5,tier1,23,_adzgpYkn_c_clip0045_t00440_desyncp3f
_adzgpYkn_c_clip0046_t00448_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_adzgpYkn_c_clip0046_t00448_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,_adzgpYkn_c_clip0046_t00448,_adzgpYkn_c,5,tier1,23,_adzgpYkn_c_clip0046_t00448_desyncm15f
aArTJcMMmTw_clip0063_t00778_desyncm3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\aArTJcMMmTw_clip0063_t00778_desyncm3f_crf23.mp4,1,temporal_desync,shift=-3f,aArTJcMMmTw_clip0063_t00778,aArTJcMMmTw,5,tier1,23,aArTJcMMmTw_clip0063_t00778_desyncm3f
aArTJcMMmTw_clip0064_t00782_desyncm7f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\aArTJcMMmTw_clip0064_t00782_desyncm7f_crf35.mp4,1,temporal_desync,shift=-7f,aArTJcMMmTw_clip0064_t00782,aArTJcMMmTw,5,tier1,35,aArTJcMMmTw_clip0064_t00782_desyncm7f
aArTJcMMmTw_clip0065_t00786_desyncm3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\aArTJcMMmTw_clip0065_t00786_desyncm3f_crf35.mp4,1,temporal_desync,shift=-3f,aArTJcMMmTw_clip0065_t00786,aArTJcMMmTw,5,tier1,35,aArTJcMMmTw_clip0065_t00786_desyncm3f
lq_tau31IE0_clip0036_t00668_desyncp3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\lq_tau31IE0_clip0036_t00668_desyncp3f_crf35.mp4,1,temporal_desync,shift=3f,lq_tau31IE0_clip0036_t00668,lq_tau31IE0,5,tier1,35,lq_tau31IE0_clip0036_t00668_desyncp3f
lq_tau31IE0_clip0037_t00672_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\lq_tau31IE0_clip0037_t00672_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,lq_tau31IE0_clip0037_t00672,lq_tau31IE0,5,tier1,23,lq_tau31IE0_clip0037_t00672_desyncm15f
lq_tau31IE0_clip0038_t00676_desyncm15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\lq_tau31IE0_clip0038_t00676_desyncm15f_crf35.mp4,1,temporal_desync,shift=-15f,lq_tau31IE0_clip0038_t00676,lq_tau31IE0,5,tier1,35,lq_tau31IE0_clip0038_t00676_desyncm15f
mHTLamr-Zqk_clip0024_t00295_desyncm15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0024_t00295_desyncm15f_crf30.mp4,1,temporal_desync,shift=-15f,mHTLamr-Zqk_clip0024_t00295,mHTLamr-Zqk,5,tier2,30,mHTLamr-Zqk_clip0024_t00295_desyncm15f
mHTLamr-Zqk_clip0026_t00307_desyncp7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\mHTLamr-Zqk_clip0026_t00307_desyncp7f_crf23.mp4,1,temporal_desync,shift=7f,mHTLamr-Zqk_clip0026_t00307,mHTLamr-Zqk,5,tier2,23,mHTLamr-Zqk_clip0026_t00307_desyncp7f
tFTh1jkOT9Q_clip0012_t00173_desyncm3f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\tFTh1jkOT9Q_clip0012_t00173_desyncm3f_crf40.mp4,1,temporal_desync,shift=-3f,tFTh1jkOT9Q_clip0012_t00173,tFTh1jkOT9Q,5,tier1,40,tFTh1jkOT9Q_clip0012_t00173_desyncm3f
tFTh1jkOT9Q_clip0013_t00175_desyncp3f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\tFTh1jkOT9Q_clip0013_t00175_desyncp3f_crf23.mp4,1,temporal_desync,shift=3f,tFTh1jkOT9Q_clip0013_t00175,tFTh1jkOT9Q,5,tier1,23,tFTh1jkOT9Q_clip0013_t00175_desyncp3f
R5y53Ud7Fs8_clip0047_t00545_desyncp3f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0047_t00545_desyncp3f_crf35.mp4,1,temporal_desync,shift=3f,R5y53Ud7Fs8_clip0047_t00545,R5y53Ud7Fs8,6,tier1,35,R5y53Ud7Fs8_clip0047_t00545_desyncp3f
R5y53Ud7Fs8_clip0048_t00568_desyncp15f_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0048_t00568_desyncp15f_crf30.mp4,1,temporal_desync,shift=15f,R5y53Ud7Fs8_clip0048_t00568,R5y53Ud7Fs8,6,tier1,30,R5y53Ud7Fs8_clip0048_t00568_desyncp15f
R5y53Ud7Fs8_clip0050_t00606_desyncm15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\R5y53Ud7Fs8_clip0050_t00606_desyncm15f_crf23.mp4,1,temporal_desync,shift=-15f,R5y53Ud7Fs8_clip0050_t00606,R5y53Ud7Fs8,6,tier1,23,R5y53Ud7Fs8_clip0050_t00606_desyncm15f
_UEZaDjz02I_clip0008_t00057_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0008_t00057_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0008_t00057,_UEZaDjz02I,8,tier1,23,_UEZaDjz02I_clip0008_t00057_desyncp15f
_UEZaDjz02I_clip0009_t00061_desyncm7f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0009_t00061_desyncm7f_crf23.mp4,1,temporal_desync,shift=-7f,_UEZaDjz02I_clip0009_t00061,_UEZaDjz02I,8,tier1,23,_UEZaDjz02I_clip0009_t00061_desyncm7f
_UEZaDjz02I_clip0011_t00123_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0011_t00123_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0011_t00123,_UEZaDjz02I,8,tier1,40,_UEZaDjz02I_clip0011_t00123_desyncm15f
_UEZaDjz02I_clip0013_t00142_desyncm15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0013_t00142_desyncm15f_crf35.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0013_t00142,_UEZaDjz02I,8,tier1,35,_UEZaDjz02I_clip0013_t00142_desyncm15f
_UEZaDjz02I_clip0018_t00208_desyncp15f_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0018_t00208_desyncp15f_crf35.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0018_t00208,_UEZaDjz02I,8,tier1,35,_UEZaDjz02I_clip0018_t00208_desyncp15f
_UEZaDjz02I_clip0019_t00210_desyncp15f_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0019_t00210_desyncp15f_crf23.mp4,1,temporal_desync,shift=15f,_UEZaDjz02I_clip0019_t00210,_UEZaDjz02I,8,tier1,23,_UEZaDjz02I_clip0019_t00210_desyncp15f
_UEZaDjz02I_clip0020_t00214_desyncm15f_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\fake\_UEZaDjz02I_clip0020_t00214_desyncm15f_crf40.mp4,1,temporal_desync,shift=-15f,_UEZaDjz02I_clip0020_t00214,_UEZaDjz02I,8,tier1,40,_UEZaDjz02I_clip0020_t00214_desyncm15f
