clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency,speaker_id,quality,crf,orig_clip_id
7543440536519167240_clip0009_t00081_crf23,7543440536519167240,81.634,83.87,2.236,1.0,1.0,2.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7543440536519167240_clip0009_t00081_crf23.mp4,tier3,1,1.0,0.068855732679367,True,9,0.8878438472747803,20,0.8104228515731094,23,7543440536519167240_clip0009_t00081
7555909386833546514_clip0000_t00008_crf40,7555909386833546514,8.866,12.254,3.388,1.0,1.0,5.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7555909386833546514_clip0000_t00008_crf40.mp4,tier3,1,1.0,0.0356295965611934,True,9,0.706666111946106,20,0.6864736877143428,40,7555909386833546514_clip0000_t00008
7555909386833546514_clip0003_t00024_crf40,7555909386833546514,24.258,26.27,2.012,1.0,1.0,8.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7555909386833546514_clip0003_t00024_crf40.mp4,tier3,1,1.0,0.0444228984415531,True,9,0.8732414245605469,20,0.740210957937673,40,7555909386833546514_clip0003_t00024
7585912681345961224_clip0000_t00000_crf35,7585912681345961224,0.002,4.478,4.476,1.0,1.0,0.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7585912681345961224_clip0000_t00000_crf35.mp4,tier3,1,1.0,0.1173300743103027,True,9,0.8654093146324158,20,0.9406505360674943,35,7585912681345961224_clip0000_t00000
7632328977213902100_clip0001_t00057_crf30,7632328977213902100,57.986,60.19,2.204,1.0,1.0,10.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7632328977213902100_clip0001_t00057_crf30.mp4,tier3,1,1.0,0.0945296585559845,True,9,0.7269420623779297,20,0.8530990055357228,30,7632328977213902100_clip0001_t00057
NqOg7JCnnm0_clip0049_t00240_crf40,NqOg7JCnnm0,240.578,244.222,3.644,1.0,1.0,39.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\NqOg7JCnnm0_clip0049_t00240_crf40.mp4,tier2,1,1.0,0.0559468865394592,True,9,0.904244303703308,21,0.7775827693220381,40,NqOg7JCnnm0_clip0049_t00240
NqOg7JCnnm0_clip0058_t00286_crf35,NqOg7JCnnm0,286.498,290.622,4.124,1.0,1.0,38.96,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\NqOg7JCnnm0_clip0058_t00286_crf35.mp4,tier2,1,1.0,0.0570629425346851,True,9,0.9004544019699097,21,0.7800034304256583,35,NqOg7JCnnm0_clip0058_t00286
NqOg7JCnnm0_clip0072_t00360_crf30,NqOg7JCnnm0,360.322,362.974,2.652,1.0,1.0,40.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\NqOg7JCnnm0_clip0072_t00360_crf30.mp4,tier2,1,1.0,0.0571410916745662,True,9,0.9178757071495056,21,0.7832941109235835,30,NqOg7JCnnm0_clip0072_t00360
NqOg7JCnnm0_clip0110_t00548_crf35,NqOg7JCnnm0,548.098,551.358,3.26,1.0,1.0,39.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\NqOg7JCnnm0_clip0110_t00548_crf35.mp4,tier2,1,1.0,0.0550474375486373,True,9,0.8997277021408081,21,0.7742958664159542,35,NqOg7JCnnm0_clip0110_t00548
7638602199739796756_clip0004_t00035_crf30,7638602199739796756,35.266,37.662,2.396,1.0,1.0,10.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7638602199739796756_clip0004_t00035_crf30.mp4,tier3,1,1.0,0.057356059551239,True,9,0.9954776763916016,23,0.797583650369315,30,7638602199739796756_clip0004_t00035
y3vBfCdY2tQ_clip0020_t00245_crf23,y3vBfCdY2tQ,245.314,247.71,2.396,1.0,1.0,7.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\y3vBfCdY2tQ_clip0020_t00245_crf23.mp4,tier1,1,1.0,0.045597031712532,True,9,0.9940365552902222,25,0.7647779825766117,23,y3vBfCdY2tQ_clip0020_t00245
y3vBfCdY2tQ_clip0023_t00256_crf35,y3vBfCdY2tQ,256.194,258.75,2.556,1.0,1.0,7.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\y3vBfCdY2tQ_clip0023_t00256_crf35.mp4,tier1,1,1.0,0.0357405357062816,True,9,0.990936279296875,25,0.7369461132138515,35,y3vBfCdY2tQ_clip0023_t00256
0wOdyRpc0wc_clip0026_t00240_crf23,0wOdyRpc0wc,240.61,245.982,5.372,1.0,1.0,24.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\0wOdyRpc0wc_clip0026_t00240_crf23.mp4,tier1,1,1.0,0.0109301377087831,True,9,0.3445344567298889,28,0.554195035472779,23,0wOdyRpc0wc_clip0026_t00240
P3K1OaKR4nY_clip0013_t00108_crf23,P3K1OaKR4nY,108.546,111.518,2.972,1.0,1.0,11.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\P3K1OaKR4nY_clip0013_t00108_crf23.mp4,tier1,1,1.0,0.0162363573908805,True,9,0.92803955078125,28,0.6718552051450584,23,P3K1OaKR4nY_clip0013_t00108
mHTLamr-Zqk_clip0028_t00315_crf30,mHTLamr-Zqk,315.234,320.234,5.0,1.0,1.0,13.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\mHTLamr-Zqk_clip0028_t00315_crf30.mp4,tier2,1,1.0,0.0333762429654598,True,9,0.8873263597488403,28,0.7121171722986828,30,mHTLamr-Zqk_clip0028_t00315
usfv-YmWPBs_clip0039_t00629_crf40,usfv-YmWPBs,629.378,631.838,2.46,1.0,1.0,13.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\usfv-YmWPBs_clip0039_t00629_crf40.mp4,tier1,1,1.0,0.0742039084434509,True,9,0.9613198041915894,29,0.8381940222650917,40,usfv-YmWPBs_clip0039_t00629
7634060096967806228_clip0029_t00251_crf30,7634060096967806228,251.49,256.49,5.0,1.0,1.0,7.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634060096967806228_clip0029_t00251_crf30.mp4,tier3,1,1.0,0.020986795425415,True,9,0.3406734466552734,31,0.5813525304296799,30,7634060096967806228_clip0029_t00251
7634060096967806228_clip0033_t00297_crf40,7634060096967806228,297.89,303.614,5.724,1.0,1.0,6.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634060096967806228_clip0033_t00297_crf40.mp4,tier3,1,1.0,0.0111961234360933,True,9,0.6392125487327576,31,0.6069333536577141,40,7634060096967806228_clip0033_t00297
7491284887240985864_clip0020_t00155_crf23,7491284887240985864,155.266,157.79,2.524,1.0,1.0,4.77,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7491284887240985864_clip0020_t00155_crf23.mp4,tier3,1,1.0,0.0786140635609626,True,9,0.6577407121658325,32,0.7968294370065899,23,7491284887240985864_clip0020_t00155
7491284887240985864_clip0025_t00189_crf23,7491284887240985864,189.378,191.55,2.172,1.0,1.0,-1.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7491284887240985864_clip0025_t00189_crf23.mp4,tier3,1,1.0,0.1140151694416999,True,9,0.907400131225586,32,0.9388843572896205,23,7491284887240985864_clip0025_t00189
7544723202199538964_clip0008_t00133_crf23,7544723202199538964,133.058,137.63,4.572,1.0,1.0,-0.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7544723202199538964_clip0008_t00133_crf23.mp4,tier3,1,1.0,0.0897586643695831,True,9,0.5645416975021362,32,0.8112330468676612,23,7544723202199538964_clip0008_t00133
7544723202199538964_clip0009_t00141_crf23,7544723202199538964,141.122,146.814,5.692,1.0,1.0,-0.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7544723202199538964_clip0009_t00141_crf23.mp4,tier3,1,1.0,0.0522049479186534,True,9,0.5149178504943848,32,0.6985196629778109,23,7544723202199538964_clip0009_t00141
7621911689620901141_clip0004_t00024_crf40,7621911689620901141,24.322,28.574,4.252,1.0,1.0,3.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7621911689620901141_clip0004_t00024_crf40.mp4,tier3,1,1.0,0.0604954175651073,True,9,0.428054928779602,32,0.7061405982286126,40,7621911689620901141_clip0004_t00024
ijoyJhqD740_clip0033_t00495_crf40,ijoyJhqD740,495.81,500.81,5.0,1.0,1.0,0.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\ijoyJhqD740_clip0033_t00495_crf40.mp4,tier1,1,1.0,0.0101575031876564,True,9,0.9620486497879028,34,0.6610293207322409,40,ijoyJhqD740_clip0033_t00495
mHTLamr-Zqk_clip0083_t00825_crf30,mHTLamr-Zqk,825.474,830.238,4.764,1.0,1.0,16.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\mHTLamr-Zqk_clip0083_t00825_crf30.mp4,tier2,1,1.0,0.0778671950101852,True,9,0.9468190670013428,36,0.845775782081565,30,mHTLamr-Zqk_clip0083_t00825
mHTLamr-Zqk_clip0091_t00884_crf40,mHTLamr-Zqk,884.45,889.45,5.0,1.0,1.0,14.33,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\mHTLamr-Zqk_clip0091_t00884_crf40.mp4,tier2,1,1.0,0.0977229997515678,True,9,0.3704783022403717,36,0.7990334463043043,40,mHTLamr-Zqk_clip0091_t00884
mHTLamr-Zqk_clip0095_t00900_crf30,mHTLamr-Zqk,900.45,905.342,4.892,1.0,1.0,12.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\mHTLamr-Zqk_clip0095_t00900_crf30.mp4,tier2,1,0.8888888888888888,0.033572569489479,True,9,0.8501437902450562,36,0.6538114319617124,30,mHTLamr-Zqk_clip0095_t00900
R5y53Ud7Fs8_clip0001_t00025_crf23,R5y53Ud7Fs8,25.858,28.638,2.78,1.0,1.0,3.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0001_t00025_crf23.mp4,tier1,1,1.0,0.0103462003171443,True,9,0.8712786436080933,42,0.6455334359250127,23,R5y53Ud7Fs8_clip0001_t00025
R5y53Ud7Fs8_clip0012_t00161_crf23,R5y53Ud7Fs8,161.41,166.942,5.532,1.0,1.0,4.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0012_t00161_crf23.mp4,tier1,1,0.7777777777777778,0.0221829414367675,True,9,0.8013941645622253,42,0.5613921956846475,23,R5y53Ud7Fs8_clip0012_t00161
R5y53Ud7Fs8_clip0029_t00283_crf35,R5y53Ud7Fs8,283.522,286.91,3.388,1.0,1.0,4.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0029_t00283_crf35.mp4,tier1,1,1.0,0.0399394892156124,True,9,0.8064659833908081,42,0.7160160787733311,35,R5y53Ud7Fs8_clip0029_t00283
