clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency,speaker_id,quality
0wOdyRpc0wc_clip0020_t00193,0wOdyRpc0wc,193.09,196.03,2.94,1.0,1.0,21.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\0wOdyRpc0wc_clip0020_t00193.mp4,tier1,1,1.0,0.0018506840569898,True,9,0.7630674839019775,640,0.6052472030415255
0wOdyRpc0wc_clip0021_t00196,0wOdyRpc0wc,196.162,200.062,3.9,1.0,1.0,19.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\0wOdyRpc0wc_clip0021_t00196.mp4,tier1,1,1.0,0.0023462120443582,True,9,0.600508451461792,640,0.5765603149638457
0wOdyRpc0wc_clip0022_t00202,0wOdyRpc0wc,202.178,207.178,5.0,1.0,1.0,21.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\0wOdyRpc0wc_clip0022_t00202.mp4,tier1,1,1.0,0.0080793015658855,True,9,0.2852231562137604,739,0.5358366479971662
0wOdyRpc0wc_clip0023_t00210,0wOdyRpc0wc,210.178,215.178,5.0,1.0,1.0,31.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\0wOdyRpc0wc_clip0023_t00210.mp4,tier1,1,1.0,0.001089250552468,True,9,0.2289259731769561,28,0.5109869364429923
0wOdyRpc0wc_clip0024_t00216,0wOdyRpc0wc,216.322,220.222,3.9,1.0,1.0,30.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\0wOdyRpc0wc_clip0024_t00216.mp4,tier1,1,1.0,0.0014164494350552,True,9,0.3649896085262298,640,0.5349981662105112
0wOdyRpc0wc_clip0025_t00237,0wOdyRpc0wc,237.346,240.51,3.164,1.0,1.0,22.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\0wOdyRpc0wc_clip0025_t00237.mp4,tier1,1,1.0,0.0053414418362081,True,9,0.3476508557796478,203,0.5392743548942015
0wOdyRpc0wc_clip0034_t00291,0wOdyRpc0wc,291.97,301.662,9.692,0.7,1.0,21.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\0wOdyRpc0wc_clip0034_t00291.mp4,tier1,1,0.6666666666666666,0.0046983980573713,True,9,0.5235875844955444,60,0.41167919339061504
2A2WBpeuVNw_clip0000_t00016,2A2WBpeuVNw,16.578,22.206,5.628,1.0,1.0,6.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0000_t00016.mp4,tier1,1,1.0,0.0064966320060193,True,9,0.5200413465499878,64,0.5728940047586447
2A2WBpeuVNw_clip0001_t00026,2A2WBpeuVNw,26.594,29.662,3.068,1.0,1.0,7.09,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0001_t00026.mp4,tier1,1,1.0,0.0066964705474674,True,9,0.2820847332477569,1008,0.5314548544795941
2A2WBpeuVNw_clip0003_t00092,2A2WBpeuVNw,92.706,95.262,2.556,1.0,1.0,4.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0003_t00092.mp4,tier1,1,1.0,0.0084241088479757,True,9,0.5595380067825317,92,0.5851996468924814
2A2WBpeuVNw_clip0004_t00099,2A2WBpeuVNw,99.138,103.134,3.996,1.0,1.0,6.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0004_t00099.mp4,tier1,1,1.0,0.0090501029044389,True,9,0.4718794226646423,64,0.5714633623454959
2A2WBpeuVNw_clip0005_t00117,2A2WBpeuVNw,117.89,122.89,5.0,1.0,1.0,7.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0005_t00117.mp4,tier1,1,1.0,0.0047846715897321,True,9,0.4249823987483978,92,0.5513798458330271
2A2WBpeuVNw_clip0006_t00157,2A2WBpeuVNw,157.282,162.282,5.0,1.0,1.0,8.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0006_t00157.mp4,tier1,1,1.0,0.0052959229797124,True,9,0.4010553359985351,249,0.548572669589989
2A2WBpeuVNw_clip0007_t00170,2A2WBpeuVNw,170.338,172.67,2.332,1.0,1.0,6.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0007_t00170.mp4,tier1,1,1.0,0.0087159685790538,True,9,0.5381020307540894,92,0.582224753984884
2A2WBpeuVNw_clip0008_t00176,2A2WBpeuVNw,176.706,179.742,3.036,1.0,1.0,6.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0008_t00176.mp4,tier1,1,1.0,0.0090090725570917,True,9,0.6749281287193298,92,0.6071819066959343
2A2WBpeuVNw_clip0009_t00198,2A2WBpeuVNw,198.338,203.338,5.0,1.0,1.0,7.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0009_t00198.mp4,tier1,1,1.0,0.0009565429063513,True,9,0.4873208999633789,92,0.5565860411700081
2A2WBpeuVNw_clip0011_t00242,2A2WBpeuVNw,242.722,244.862,2.14,1.0,1.0,6.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0011_t00242.mp4,tier1,1,1.0,0.0095573617145419,True,9,0.8827353715896606,92,0.6453715476639357
2A2WBpeuVNw_clip0022_t00353,2A2WBpeuVNw,353.89,356.606,2.716,1.0,1.0,7.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0022_t00353.mp4,tier1,1,1.0,0.0090010408312082,True,9,0.9278663992881776,64,0.6517958386590316
2A2WBpeuVNw_clip0023_t00370,2A2WBpeuVNw,370.562,375.562,5.0,0.8,1.0,6.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0023_t00370.mp4,tier1,1,1.0,0.0004239482805132,True,9,0.7008104920387268,64,0.5942606750656577
2A2WBpeuVNw_clip0024_t00386,2A2WBpeuVNw,386.562,391.562,5.0,1.0,1.0,5.93,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0024_t00386.mp4,tier1,1,1.0,0.0087851649150252,True,9,0.6391751766204834,64,0.6002527408552799
2A2WBpeuVNw_clip0026_t00401,2A2WBpeuVNw,401.794,406.686,4.892,1.0,1.0,6.96,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0026_t00401.mp4,tier1,1,1.0,0.005281938239932,True,9,0.1568420231342315,249,0.5054374900436687
2A2WBpeuVNw_clip0028_t00445,2A2WBpeuVNw,445.666,449.278,3.612,1.0,1.0,4.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0028_t00445.mp4,tier1,1,1.0,0.0032037433702498,True,9,0.7946463823318481,92,0.6122383394300429
2A2WBpeuVNw_clip0031_t00470,2A2WBpeuVNw,470.722,473.694,2.972,1.0,1.0,6.93,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0031_t00470.mp4,tier1,1,1.0,0.0058486186899244,True,9,0.7106726169586182,92,0.6047409860915893
2A2WBpeuVNw_clip0035_t00494,2A2WBpeuVNw,494.21,497.054,2.844,1.0,1.0,6.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0035_t00494.mp4,tier1,1,1.0,0.0029444014653563,True,9,0.4674772620201111,92,0.5537847018027503
2A2WBpeuVNw_clip0037_t00502,2A2WBpeuVNw,502.466,505.342,2.876,1.0,1.0,6.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0037_t00502.mp4,tier1,1,1.0,0.0029969888273626,True,9,0.8765629529953003,92,0.6261218667144552
2A2WBpeuVNw_clip0042_t00528,2A2WBpeuVNw,528.802,532.222,3.42,1.0,1.0,4.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0042_t00528.mp4,tier1,1,1.0,0.0073959892615675,True,9,0.8016433715820312,249,0.6250780813941506
2A2WBpeuVNw_clip0045_t00553,2A2WBpeuVNw,553.794,556.99,3.196,1.0,1.0,6.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0045_t00553.mp4,tier1,1,1.0,0.0083782486617565,True,9,0.8130795359611511,64,0.6298153194765961
2A2WBpeuVNw_clip0046_t00557,2A2WBpeuVNw,557.282,559.87,2.588,1.0,1.0,5.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0046_t00557.mp4,tier1,1,1.0,0.0074525433592498,True,9,0.7242353558540344,249,0.6115743964327334
2A2WBpeuVNw_clip0048_t00623,2A2WBpeuVNw,623.266,625.79,2.524,1.0,1.0,8.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0048_t00623.mp4,tier1,1,1.0,0.0020337803289294,True,9,0.4878428876399994,64,0.5566781566423529
2oUAlTCCi8g_clip0000_t00228,2oUAlTCCi8g,228.994,231.102,2.108,1.0,1.0,24.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2oUAlTCCi8g_clip0000_t00228.mp4,tier1,1,1.0,0.0055422722361981,True,9,0.99980229139328,875,0.6549158412640839
2oUAlTCCi8g_clip0001_t00238,2oUAlTCCi8g,238.626,240.83,2.204,1.0,1.0,22.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2oUAlTCCi8g_clip0001_t00238.mp4,tier1,1,1.0,0.0056369137018918,True,9,0.9999241232872008,875,0.6551993276074859
2oUAlTCCi8g_clip0002_t00244,2oUAlTCCi8g,244.642,246.974,2.332,1.0,1.0,22.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\2oUAlTCCi8g_clip0002_t00244.mp4,tier1,1,0.6666666666666666,0.0056529603898525,True,9,0.9995805025100708,875,0.4983203640060023
3tEN20uif6g_clip0012_t00155,3tEN20uif6g,155.842,162.366,6.524,1.0,1.0,0.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0012_t00155.mp4,tier1,1,1.0,0.0084812883287668,True,9,0.3330751061439514,38,0.5453938898976797
3tEN20uif6g_clip0014_t00176,3tEN20uif6g,176.578,178.75,2.172,1.0,1.0,3.87,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0014_t00176.mp4,tier1,1,1.0,0.0041166651062667,True,9,0.5111401081085205,905,0.5647349712873381
3tEN20uif6g_clip0023_t00330,3tEN20uif6g,330.05,333.982,3.932,1.0,1.0,5.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0023_t00330.mp4,tier1,1,1.0,0.0080590080469846,True,9,0.6192941069602966,223,0.5947341686489651
3tEN20uif6g_clip0034_t00454,3tEN20uif6g,454.018,459.166,5.148,1.0,1.0,2.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0034_t00454.mp4,tier1,1,1.0,0.0048583257012069,True,9,0.2529766857624054,851,0.5212297858656053
3tEN20uif6g_clip0044_t00595,3tEN20uif6g,595.17,597.502,2.332,1.0,1.0,4.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0044_t00595.mp4,tier1,1,1.0,0.0046494859270751,True,9,0.9383975267410278,677,0.6416082943958874
3tEN20uif6g_clip0045_t00618,3tEN20uif6g,618.722,620.83,2.108,1.0,1.0,5.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0045_t00618.mp4,tier1,1,0.7777777777777778,0.0010357386199757,True,9,0.1286888122558593,915,0.3887228622935177
3tEN20uif6g_clip0049_t00684,3tEN20uif6g,684.994,688.862,3.868,0.75,1.0,5.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0049_t00684.mp4,tier1,1,0.4444444444444444,0.0081614786759018,True,9,0.4905436038970947,24,0.3108592424357486
7MhLFqIwNmE_clip0001_t00029,7MhLFqIwNmE,29.666,34.078,4.412,1.0,1.0,10.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\7MhLFqIwNmE_clip0001_t00029.mp4,tier1,1,1.0,0.0062529649585485,True,9,0.6994784474372864,112,0.6038848561455741
7MhLFqIwNmE_clip0009_t00080,7MhLFqIwNmE,80.738,83.23,2.492,1.0,1.0,9.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\7MhLFqIwNmE_clip0009_t00080.mp4,tier1,1,1.0,0.0033635401632636,True,9,0.7503527402877808,112,0.6048641640013401
7MhLFqIwNmE_clip0012_t00122,7MhLFqIwNmE,122.274,127.274,5.0,1.0,1.0,12.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\7MhLFqIwNmE_clip0012_t00122.mp4,tier1,1,1.0,0.009119039401412,True,9,0.4511851072311401,112,0.5680022544058126
7MhLFqIwNmE_clip0023_t00236,7MhLFqIwNmE,236.546,238.686,2.14,1.0,1.0,10.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\7MhLFqIwNmE_clip0023_t00236.mp4,tier1,1,1.0,0.0056163193657994,True,9,0.897578239440918,112,0.6370812800204628
7MhLFqIwNmE_clip0027_t00273,7MhLFqIwNmE,273.474,275.614,2.14,1.0,1.0,7.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\7MhLFqIwNmE_clip0027_t00273.mp4,tier1,1,1.0,0.0036465907469391,True,9,0.6923616528511047,112,0.5954139835901142
8cirZ7Q19mg_clip0000_t00014,8cirZ7Q19mg,14.434,18.526,4.092,1.0,1.0,2.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\8cirZ7Q19mg_clip0000_t00014.mp4,tier1,1,1.0,0.0096425488591194,True,9,0.903107225894928,319,0.6492023959131334
8cirZ7Q19mg_clip0001_t00018,8cirZ7Q19mg,18.626,22.11,3.484,1.0,1.0,2.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\8cirZ7Q19mg_clip0001_t00018.mp4,tier1,1,1.0,0.0096858823671936,True,9,0.8497006297111511,319,0.6398976583281505
8cirZ7Q19mg_clip0002_t00084,8cirZ7Q19mg,84.61,90.142,5.532,1.0,1.0,0.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\8cirZ7Q19mg_clip0002_t00084.mp4,tier1,1,1.0,0.0079870829358696,True,9,0.401684820652008,175,0.5561334267261097
8cirZ7Q19mg_clip0003_t00097,8cirZ7Q19mg,97.154,99.71,2.556,1.0,1.0,-0.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\8cirZ7Q19mg_clip0003_t00097.mp4,tier1,1,1.0,0.0041579552926123,True,9,0.3404923677444458,175,0.5347349636982818
8cirZ7Q19mg_clip0005_t00141,8cirZ7Q19mg,141.73,149.822,8.092,1.0,1.0,1.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\8cirZ7Q19mg_clip0005_t00141.mp4,tier1,1,1.0,0.0097606368362903,True,9,0.8426204323768616,319,0.6388551471338333
8cirZ7Q19mg_clip0006_t00150,8cirZ7Q19mg,150.178,160.542,10.364,1.0,1.0,1.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\8cirZ7Q19mg_clip0006_t00150.mp4,tier1,1,1.0,0.0099279023706913,True,9,0.8530724048614502,319,0.6411626374814801
8cirZ7Q19mg_clip0030_t00301,8cirZ7Q19mg,301.09,310.526,9.436,1.0,1.0,0.77,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\8cirZ7Q19mg_clip0030_t00301.mp4,tier1,1,1.0,0.0099624115973711,True,9,0.8906444907188416,319,0.6478885340488322
9fvi4IXr6rQ_clip0000_t00014,9fvi4IXr6rQ,14.594,18.526,3.932,1.0,1.0,4.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\9fvi4IXr6rQ_clip0000_t00014.mp4,tier1,1,1.0,0.0094576384872198,True,9,0.8840811848640442,291,0.6453329901892209
9fvi4IXr6rQ_clip0001_t00018,9fvi4IXr6rQ,18.818,23.71,4.892,1.0,1.0,4.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\9fvi4IXr6rQ_clip0001_t00018.mp4,tier1,1,1.0,0.0093840267509222,True,9,0.8634635210037231,291,0.6414908068397118
9fvi4IXr6rQ_clip0002_t00032,9fvi4IXr6rQ,32.034,36.542,4.508,1.0,1.0,6.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\9fvi4IXr6rQ_clip0002_t00032.mp4,tier1,1,1.0,0.0021526387427002,True,9,0.4122001826763153,965,0.5433294440017028
9fvi4IXr6rQ_clip0003_t00039,9fvi4IXr6rQ,39.138,41.438,2.3,1.0,1.0,6.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\9fvi4IXr6rQ_clip0003_t00039.mp4,tier1,1,1.0,0.0052413488738238,True,9,0.9346601963043212,865,0.6425871610803435
9fvi4IXr6rQ_clip0004_t00059,9fvi4IXr6rQ,59.042,66.462,7.42,0.857,1.0,5.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\9fvi4IXr6rQ_clip0004_t00059.mp4,tier1,1,1.0,0.0064752525649964,True,9,0.4776293337345123,270,0.5653503493194139
9fvi4IXr6rQ_clip0005_t00070,9fvi4IXr6rQ,70.37,77.15,6.78,0.857,1.0,5.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\clips\tier1\0-100\tier1_v3_clips_0_100\9fvi4IXr6rQ_clip0005_t00070.mp4,tier1,1,1.0,0.0078235976397991,True,9,0.6896123290061951,270,0.606491603338848
