clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id,url,title,channel,program_id,episode_id,canonical_source_id
0cHIyeLFYOk_s0000194850_e0000205470,0cHIyeLFYOk,194.85,205.47,10.62,1.0,1.0,18.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000194850_e0000205470.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000205698_e0000207998,0cHIyeLFYOk,205.698,207.998,2.3,1.0,1.0,17.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000205698_e0000207998.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000208386_e0000218366,0cHIyeLFYOk,208.386,218.366,9.98,1.0,1.0,16.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000208386_e0000218366.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000218754_e0000225150,0cHIyeLFYOk,218.754,225.15,6.396,1.0,1.0,16.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000218754_e0000225150.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000225346_e0000229406,0cHIyeLFYOk,225.346,229.406,4.06,1.0,1.0,18.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000225346_e0000229406.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000229506_e0000235678,0cHIyeLFYOk,229.506,235.678,6.172,1.0,1.0,17.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000229506_e0000235678.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000235810_e0000239870,0cHIyeLFYOk,235.81,239.87,4.06,1.0,1.0,19.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000235810_e0000239870.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000243650_e0000245950,0cHIyeLFYOk,243.65,245.95,2.3,1.0,1.0,18.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000243650_e0000245950.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000246402_e0000252734,0cHIyeLFYOk,246.402,252.734,6.332,1.0,1.0,18.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000246402_e0000252734.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000252898_e0000255518,0cHIyeLFYOk,252.898,255.518,2.62,1.0,1.0,16.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000252898_e0000255518.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000255618_e0000260618,0cHIyeLFYOk,255.618,260.618,5.0,1.0,1.0,18.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000255618_e0000260618.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000259618_e0000264618,0cHIyeLFYOk,259.618,264.618,5.0,1.0,1.0,19.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000259618_e0000264618.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000274530_e0000278494,0cHIyeLFYOk,274.53,278.494,3.964,1.0,1.0,18.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000274530_e0000278494.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000281218_e0000286218,0cHIyeLFYOk,281.218,286.218,5.0,1.0,1.0,17.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000281218_e0000286218.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000294658_e0000302526,0cHIyeLFYOk,294.658,302.526,7.868,1.0,1.0,19.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000294658_e0000302526.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000303842_e0000308350,0cHIyeLFYOk,303.842,308.35,4.508,1.0,1.0,17.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000303842_e0000308350.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000308578_e0000316510,0cHIyeLFYOk,308.578,316.51,7.932,1.0,1.0,18.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000308578_e0000316510.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000316674_e0000322302,0cHIyeLFYOk,316.674,322.302,5.628,1.0,1.0,18.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000316674_e0000322302.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000322434_e0000331774,0cHIyeLFYOk,322.434,331.774,9.34,1.0,1.0,17.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000322434_e0000331774.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000331906_e0000340030,0cHIyeLFYOk,331.906,340.03,8.124,1.0,1.0,18.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000331906_e0000340030.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000348962_e0000353962,0cHIyeLFYOk,348.962,353.962,5.0,1.0,1.0,16.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000348962_e0000353962.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000352962_e0000357962,0cHIyeLFYOk,352.962,357.962,5.0,1.0,1.0,17.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000352962_e0000357962.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000356962_e0000361962,0cHIyeLFYOk,356.962,361.962,5.0,1.0,1.0,18.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000356962_e0000361962.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000363234_e0000370654,0cHIyeLFYOk,363.234,370.654,7.42,1.0,1.0,19.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000363234_e0000370654.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000370754_e0000374014,0cHIyeLFYOk,370.754,374.014,3.26,1.0,1.0,18.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000370754_e0000374014.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000374210_e0000377214,0cHIyeLFYOk,374.21,377.214,3.004,1.0,1.0,19.4,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000374210_e0000377214.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000379042_e0000382782,0cHIyeLFYOk,379.042,382.782,3.74,1.0,1.0,18.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000379042_e0000382782.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000383074_e0000387134,0cHIyeLFYOk,383.074,387.134,4.06,1.0,1.0,19.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000383074_e0000387134.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000387234_e0000389438,0cHIyeLFYOk,387.234,389.438,2.204,1.0,1.0,18.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000387234_e0000389438.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000389602_e0000391934,0cHIyeLFYOk,389.602,391.934,2.332,1.0,1.0,18.95,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000389602_e0000391934.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000392258_e0000394750,0cHIyeLFYOk,392.258,394.75,2.492,1.0,1.0,18.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000392258_e0000394750.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000396738_e0000401598,0cHIyeLFYOk,396.738,401.598,4.86,1.0,1.0,17.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000396738_e0000401598.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000402562_e0000405438,0cHIyeLFYOk,402.562,405.438,2.876,1.0,1.0,16.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000402562_e0000405438.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000406594_e0000409022,0cHIyeLFYOk,406.594,409.022,2.428,1.0,1.0,18.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000406594_e0000409022.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000409890_e0000414750,0cHIyeLFYOk,409.89,414.75,4.86,1.0,1.0,17.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000409890_e0000414750.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000415362_e0000417630,0cHIyeLFYOk,415.362,417.63,2.268,1.0,1.0,17.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000415362_e0000417630.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000418338_e0000424094,0cHIyeLFYOk,418.338,424.094,5.756,1.0,1.0,17.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000418338_e0000424094.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000424322_e0000426910,0cHIyeLFYOk,424.322,426.91,2.588,1.0,1.0,16.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000424322_e0000426910.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000427074_e0000429758,0cHIyeLFYOk,427.074,429.758,2.684,1.0,1.0,14.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000427074_e0000429758.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000429922_e0000434302,0cHIyeLFYOk,429.922,434.302,4.38,1.0,1.0,17.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000429922_e0000434302.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000439010_e0000447358,0cHIyeLFYOk,439.01,447.358,8.348,1.0,1.0,19.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000439010_e0000447358.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000447746_e0000452030,0cHIyeLFYOk,447.746,452.03,4.284,1.0,1.0,19.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000447746_e0000452030.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
0cHIyeLFYOk_s0000452482_e0000455806,0cHIyeLFYOk,452.482,455.806,3.324,1.0,1.0,19.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\0cHIyeLFYOk_s0000452482_e0000455806.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,
