clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path
okygVjgD02Y_clip0015_t00109,okygVjgD02Y,109.314,111.71,2.396,1.0,1.0,8.09,/kaggle/working/clips/tier1/okygVjgD02Y_clip0015_t00109.mp4
okygVjgD02Y_clip0016_t00112,okygVjgD02Y,112.354,115.454,3.1,1.0,1.0,7.17,/kaggle/working/clips/tier1/okygVjgD02Y_clip0016_t00112.mp4
okygVjgD02Y_clip0017_t00115,okygVjgD02Y,115.714,119.518,3.804,1.0,1.0,8.73,/kaggle/working/clips/tier1/okygVjgD02Y_clip0017_t00115.mp4
okygVjgD02Y_clip0018_t00121,okygVjgD02Y,121.73,123.998,2.268,1.0,1.0,5.36,/kaggle/working/clips/tier1/okygVjgD02Y_clip0018_t00121.mp4
okygVjgD02Y_clip0019_t00124,okygVjgD02Y,124.162,128.414,4.252,1.0,1.0,8.35,/kaggle/working/clips/tier1/okygVjgD02Y_clip0019_t00124.mp4
okygVjgD02Y_clip0020_t00128,okygVjgD02Y,128.994,133.054,4.06,1.0,1.0,8.46,/kaggle/working/clips/tier1/okygVjgD02Y_clip0020_t00128.mp4
okygVjgD02Y_clip0021_t00133,okygVjgD02Y,133.218,135.71,2.492,1.0,1.0,7.63,/kaggle/working/clips/tier1/okygVjgD02Y_clip0021_t00133.mp4
okygVjgD02Y_clip0022_t00139,okygVjgD02Y,139.874,144.638,4.764,1.0,1.0,8.23,/kaggle/working/clips/tier1/okygVjgD02Y_clip0022_t00139.mp4
okygVjgD02Y_clip0023_t00153,okygVjgD02Y,153.154,157.086,3.932,1.0,1.0,6.21,/kaggle/working/clips/tier1/okygVjgD02Y_clip0023_t00153.mp4
okygVjgD02Y_clip0024_t00157,okygVjgD02Y,157.282,169.214,11.932,1.0,1.0,6.78,/kaggle/working/clips/tier1/okygVjgD02Y_clip0024_t00157.mp4
okygVjgD02Y_clip0025_t00172,okygVjgD02Y,172.546,176.158,3.612,1.0,1.0,4.62,/kaggle/working/clips/tier1/okygVjgD02Y_clip0025_t00172.mp4
okygVjgD02Y_clip0026_t00178,okygVjgD02Y,178.37,180.734,2.364,1.0,1.0,5.64,/kaggle/working/clips/tier1/okygVjgD02Y_clip0026_t00178.mp4
okygVjgD02Y_clip0027_t00181,okygVjgD02Y,181.378,184.35,2.972,1.0,1.0,3.86,/kaggle/working/clips/tier1/okygVjgD02Y_clip0027_t00181.mp4
okygVjgD02Y_clip0028_t00196,okygVjgD02Y,196.162,198.686,2.524,1.0,1.0,4.27,/kaggle/working/clips/tier1/okygVjgD02Y_clip0028_t00196.mp4
okygVjgD02Y_clip0029_t00204,okygVjgD02Y,204.098,207.902,3.804,1.0,1.0,3.6,/kaggle/working/clips/tier1/okygVjgD02Y_clip0029_t00204.mp4
okygVjgD02Y_clip0030_t00214,okygVjgD02Y,214.146,216.99,2.844,1.0,1.0,3.47,/kaggle/working/clips/tier1/okygVjgD02Y_clip0030_t00214.mp4
okygVjgD02Y_clip0031_t00223,okygVjgD02Y,223.042,226.11,3.068,1.0,1.0,4.95,/kaggle/working/clips/tier1/okygVjgD02Y_clip0031_t00223.mp4
okygVjgD02Y_clip0032_t00235,okygVjgD02Y,235.298,237.47,2.172,1.0,1.0,6.29,/kaggle/working/clips/tier1/okygVjgD02Y_clip0032_t00235.mp4
okygVjgD02Y_clip0033_t00241,okygVjgD02Y,241.282,243.966,2.684,1.0,1.0,3.36,/kaggle/working/clips/tier1/okygVjgD02Y_clip0033_t00241.mp4
okygVjgD02Y_clip0034_t00271,okygVjgD02Y,271.202,273.502,2.3,1.0,1.0,3.82,/kaggle/working/clips/tier1/okygVjgD02Y_clip0034_t00271.mp4
okygVjgD02Y_clip0035_t00278,okygVjgD02Y,278.53,283.53,5.0,1.0,1.0,5.74,/kaggle/working/clips/tier1/okygVjgD02Y_clip0035_t00278.mp4
okygVjgD02Y_clip0036_t00282,okygVjgD02Y,282.53,287.53,5.0,1.0,1.0,4.98,/kaggle/working/clips/tier1/okygVjgD02Y_clip0036_t00282.mp4
okygVjgD02Y_clip0037_t00286,okygVjgD02Y,286.53,291.53,5.0,1.0,1.0,5.31,/kaggle/working/clips/tier1/okygVjgD02Y_clip0037_t00286.mp4
okygVjgD02Y_clip0038_t00290,okygVjgD02Y,290.53,295.53,5.0,1.0,1.0,5.75,/kaggle/working/clips/tier1/okygVjgD02Y_clip0038_t00290.mp4
okygVjgD02Y_clip0039_t00301,okygVjgD02Y,301.09,303.518,2.428,1.0,1.0,5.79,/kaggle/working/clips/tier1/okygVjgD02Y_clip0039_t00301.mp4
okygVjgD02Y_clip0040_t00306,okygVjgD02Y,306.69,310.078,3.388,1.0,1.0,4.66,/kaggle/working/clips/tier1/okygVjgD02Y_clip0040_t00306.mp4
okygVjgD02Y_clip0041_t00311,okygVjgD02Y,311.906,314.782,2.876,1.0,1.0,5.22,/kaggle/working/clips/tier1/okygVjgD02Y_clip0041_t00311.mp4
okygVjgD02Y_clip0042_t00315,okygVjgD02Y,315.426,320.222,4.796,1.0,1.0,5.68,/kaggle/working/clips/tier1/okygVjgD02Y_clip0042_t00315.mp4
okygVjgD02Y_clip0043_t00328,okygVjgD02Y,328.61,331.198,2.588,1.0,1.0,6.04,/kaggle/working/clips/tier1/okygVjgD02Y_clip0043_t00328.mp4
okygVjgD02Y_clip0044_t00355,okygVjgD02Y,355.426,359.038,3.612,1.0,1.0,6.04,/kaggle/working/clips/tier1/okygVjgD02Y_clip0044_t00355.mp4
okygVjgD02Y_clip0045_t00367,okygVjgD02Y,367.842,370.302,2.46,1.0,1.0,4.98,/kaggle/working/clips/tier1/okygVjgD02Y_clip0045_t00367.mp4
okygVjgD02Y_clip0046_t00378,okygVjgD02Y,378.338,381.022,2.684,1.0,1.0,4.99,/kaggle/working/clips/tier1/okygVjgD02Y_clip0046_t00378.mp4
okygVjgD02Y_clip0047_t00406,okygVjgD02Y,406.786,408.798,2.012,1.0,1.0,4.35,/kaggle/working/clips/tier1/okygVjgD02Y_clip0047_t00406.mp4
okygVjgD02Y_clip0048_t00417,okygVjgD02Y,417.25,419.838,2.588,1.0,1.0,5.43,/kaggle/working/clips/tier1/okygVjgD02Y_clip0048_t00417.mp4
okygVjgD02Y_clip0049_t00432,okygVjgD02Y,432.514,435.038,2.524,1.0,1.0,5.02,/kaggle/working/clips/tier1/okygVjgD02Y_clip0049_t00432.mp4
okygVjgD02Y_clip0050_t00442,okygVjgD02Y,442.722,444.926,2.204,1.0,1.0,4.68,/kaggle/working/clips/tier1/okygVjgD02Y_clip0050_t00442.mp4
okygVjgD02Y_clip0051_t00447,okygVjgD02Y,447.042,449.502,2.46,1.0,1.0,5.77,/kaggle/working/clips/tier1/okygVjgD02Y_clip0051_t00447.mp4
okygVjgD02Y_clip0052_t00465,okygVjgD02Y,465.218,467.902,2.684,1.0,1.0,2.54,/kaggle/working/clips/tier1/okygVjgD02Y_clip0052_t00465.mp4
okygVjgD02Y_clip0053_t00478,okygVjgD02Y,478.338,480.542,2.204,1.0,1.0,3.44,/kaggle/working/clips/tier1/okygVjgD02Y_clip0053_t00478.mp4
okygVjgD02Y_clip0054_t00499,okygVjgD02Y,499.202,501.566,2.364,1.0,1.0,5.71,/kaggle/working/clips/tier1/okygVjgD02Y_clip0054_t00499.mp4
okygVjgD02Y_clip0055_t00505,okygVjgD02Y,505.058,507.998,2.94,1.0,1.0,4.08,/kaggle/working/clips/tier1/okygVjgD02Y_clip0055_t00505.mp4
okygVjgD02Y_clip0056_t00528,okygVjgD02Y,528.578,533.47,4.892,1.0,1.0,3.87,/kaggle/working/clips/tier1/okygVjgD02Y_clip0056_t00528.mp4
okygVjgD02Y_clip0057_t00539,okygVjgD02Y,539.778,543.102,3.324,1.0,1.0,5.76,/kaggle/working/clips/tier1/okygVjgD02Y_clip0057_t00539.mp4
ouCPqISuqAU_clip0000_t00001,ouCPqISuqAU,1.282,4.574,3.292,1.0,1.0,-1.33,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0000_t00001.mp4
ouCPqISuqAU_clip0001_t00007,ouCPqISuqAU,7.81,13.79,5.98,1.0,1.0,-3.36,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0001_t00007.mp4
ouCPqISuqAU_clip0002_t00013,ouCPqISuqAU,13.89,15.998,2.108,1.0,1.0,-7.25,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0002_t00013.mp4
ouCPqISuqAU_clip0003_t00016,ouCPqISuqAU,16.13,21.13,5.0,1.0,1.0,-8.06,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0003_t00016.mp4
ouCPqISuqAU_clip0004_t00020,ouCPqISuqAU,20.13,25.13,5.0,1.0,1.0,-6.24,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0004_t00020.mp4
ouCPqISuqAU_clip0005_t00024,ouCPqISuqAU,24.13,29.13,5.0,1.0,1.0,-7.38,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0005_t00024.mp4
ouCPqISuqAU_clip0006_t00028,ouCPqISuqAU,28.13,31.742,3.612,1.0,1.0,-3.84,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0006_t00028.mp4
ouCPqISuqAU_clip0007_t00031,ouCPqISuqAU,31.874,35.262,3.388,1.0,1.0,-9.18,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0007_t00031.mp4
ouCPqISuqAU_clip0008_t00035,ouCPqISuqAU,35.458,37.598,2.14,1.0,1.0,-4.49,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0008_t00035.mp4
ouCPqISuqAU_clip0009_t00037,ouCPqISuqAU,37.73,46.366,8.636,1.0,1.0,-8.07,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0009_t00037.mp4
ouCPqISuqAU_clip0010_t00065,ouCPqISuqAU,65.794,68.222,2.428,1.0,1.0,-8.65,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0010_t00065.mp4
ouCPqISuqAU_clip0011_t00068,ouCPqISuqAU,68.354,70.366,2.012,1.0,1.0,-11.82,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0011_t00068.mp4
ouCPqISuqAU_clip0012_t00070,ouCPqISuqAU,70.498,79.774,9.276,1.0,1.0,-7.11,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0012_t00070.mp4
ouCPqISuqAU_clip0013_t00079,ouCPqISuqAU,79.938,89.022,9.084,1.0,1.0,-8.57,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0013_t00079.mp4
ouCPqISuqAU_clip0014_t00090,ouCPqISuqAU,90.114,93.182,3.068,1.0,1.0,-10.36,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0014_t00090.mp4
ouCPqISuqAU_clip0015_t00093,ouCPqISuqAU,93.378,97.31,3.932,1.0,1.0,-7.66,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0015_t00093.mp4
ouCPqISuqAU_clip0016_t00097,ouCPqISuqAU,97.442,99.774,2.332,1.0,1.0,-7.21,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0016_t00097.mp4
ouCPqISuqAU_clip0017_t00099,ouCPqISuqAU,99.906,106.27,6.364,1.0,1.0,-7.18,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0017_t00099.mp4
ouCPqISuqAU_clip0018_t00110,ouCPqISuqAU,110.85,113.79,2.94,1.0,1.0,-10.22,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0018_t00110.mp4
ouCPqISuqAU_clip0019_t00113,ouCPqISuqAU,113.986,123.774,9.788,1.0,1.0,-8.85,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0019_t00113.mp4
ouCPqISuqAU_clip0020_t00124,ouCPqISuqAU,124.61,126.878,2.268,1.0,1.0,-5.52,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0020_t00124.mp4
ouCPqISuqAU_clip0021_t00127,ouCPqISuqAU,127.042,129.886,2.844,1.0,1.0,-4.56,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0021_t00127.mp4
ouCPqISuqAU_clip0022_t00129,ouCPqISuqAU,129.986,135.134,5.148,1.0,1.0,-7.68,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0022_t00129.mp4
ouCPqISuqAU_clip0023_t00145,ouCPqISuqAU,145.474,147.678,2.204,1.0,1.0,-6.78,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0023_t00145.mp4
ouCPqISuqAU_clip0024_t00147,ouCPqISuqAU,147.81,152.81,5.0,1.0,1.0,-7.01,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0024_t00147.mp4
ouCPqISuqAU_clip0025_t00151,ouCPqISuqAU,151.81,156.81,5.0,1.0,1.0,-7.54,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0025_t00151.mp4
ouCPqISuqAU_clip0026_t00155,ouCPqISuqAU,155.81,160.81,5.0,1.0,1.0,-10.57,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0026_t00155.mp4
ouCPqISuqAU_clip0027_t00172,ouCPqISuqAU,172.514,175.006,2.492,1.0,1.0,-10.95,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0027_t00172.mp4
ouCPqISuqAU_clip0028_t00175,ouCPqISuqAU,175.234,177.918,2.684,1.0,1.0,-10.18,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0028_t00175.mp4
ouCPqISuqAU_clip0029_t00178,ouCPqISuqAU,178.274,183.274,5.0,1.0,1.0,-8.46,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0029_t00178.mp4
ouCPqISuqAU_clip0030_t00182,ouCPqISuqAU,182.274,187.274,5.0,1.0,1.0,-11.1,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0030_t00182.mp4
ouCPqISuqAU_clip0031_t00186,ouCPqISuqAU,186.274,191.274,5.0,1.0,1.0,-9.63,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0031_t00186.mp4
ouCPqISuqAU_clip0032_t00190,ouCPqISuqAU,190.274,195.274,5.0,1.0,1.0,-10.6,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0032_t00190.mp4
ouCPqISuqAU_clip0033_t00196,ouCPqISuqAU,196.61,199.71,3.1,1.0,1.0,-12.55,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0033_t00196.mp4
ouCPqISuqAU_clip0034_t00199,ouCPqISuqAU,199.874,202.11,2.236,1.0,1.0,-5.58,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0034_t00199.mp4
ouCPqISuqAU_clip0035_t00204,ouCPqISuqAU,204.674,206.846,2.172,1.0,1.0,-5.67,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0035_t00204.mp4
ouCPqISuqAU_clip0036_t00207,ouCPqISuqAU,207.202,210.782,3.58,1.0,1.0,-8.57,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0036_t00207.mp4
ouCPqISuqAU_clip0037_t00213,ouCPqISuqAU,213.218,216.318,3.1,1.0,1.0,-7.43,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0037_t00213.mp4
ouCPqISuqAU_clip0038_t00216,ouCPqISuqAU,216.834,220.062,3.228,1.0,1.0,-5.01,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0038_t00216.mp4
ouCPqISuqAU_clip0039_t00222,ouCPqISuqAU,222.21,224.606,2.396,1.0,1.0,-8.82,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0039_t00222.mp4
ouCPqISuqAU_clip0040_t00224,ouCPqISuqAU,224.994,229.054,4.06,1.0,1.0,-3.78,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0040_t00224.mp4
ouCPqISuqAU_clip0041_t00229,ouCPqISuqAU,229.154,234.942,5.788,1.0,1.0,-3.98,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0041_t00229.mp4
ouCPqISuqAU_clip0042_t00235,ouCPqISuqAU,235.202,242.782,7.58,1.0,1.0,-10.04,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0042_t00235.mp4
ouCPqISuqAU_clip0043_t00242,ouCPqISuqAU,242.946,248.35,5.404,1.0,1.0,-11.3,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0043_t00242.mp4
ouCPqISuqAU_clip0044_t00248,ouCPqISuqAU,248.61,251.614,3.004,1.0,1.0,-8.26,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0044_t00248.mp4
ouCPqISuqAU_clip0045_t00251,ouCPqISuqAU,251.938,258.046,6.108,1.0,1.0,-8.59,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0045_t00251.mp4
ouCPqISuqAU_clip0046_t00258,ouCPqISuqAU,258.434,262.622,4.188,1.0,1.0,-7.45,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0046_t00258.mp4
ouCPqISuqAU_clip0047_t00263,ouCPqISuqAU,263.234,267.966,4.732,1.0,1.0,-6.92,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0047_t00263.mp4
ouCPqISuqAU_clip0048_t00268,ouCPqISuqAU,268.098,274.974,6.876,1.0,1.0,-8.25,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0048_t00268.mp4
ouCPqISuqAU_clip0049_t00275,ouCPqISuqAU,275.074,278.942,3.868,1.0,1.0,-9.27,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0049_t00275.mp4
ouCPqISuqAU_clip0050_t00279,ouCPqISuqAU,279.842,281.918,2.076,1.0,1.0,-4.87,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0050_t00279.mp4
ouCPqISuqAU_clip0051_t00283,ouCPqISuqAU,283.65,286.75,3.1,1.0,1.0,-9.8,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0051_t00283.mp4
ouCPqISuqAU_clip0052_t00286,ouCPqISuqAU,286.85,296.542,9.692,1.0,1.0,-8.39,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0052_t00286.mp4
ouCPqISuqAU_clip0053_t00303,ouCPqISuqAU,303.298,306.174,2.876,1.0,1.0,-3.46,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0053_t00303.mp4
ouCPqISuqAU_clip0054_t00307,ouCPqISuqAU,307.906,311.55,3.644,1.0,1.0,-7.37,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0054_t00307.mp4
ouCPqISuqAU_clip0055_t00311,ouCPqISuqAU,311.81,314.75,2.94,1.0,1.0,-7.6,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0055_t00311.mp4
ouCPqISuqAU_clip0056_t00331,ouCPqISuqAU,331.842,334.142,2.3,1.0,1.0,-7.12,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0056_t00331.mp4
ouCPqISuqAU_clip0057_t00335,ouCPqISuqAU,335.746,339.582,3.836,1.0,1.0,-7.02,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0057_t00335.mp4
ouCPqISuqAU_clip0058_t00339,ouCPqISuqAU,339.906,343.006,3.1,1.0,1.0,-6.06,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0058_t00339.mp4
ouCPqISuqAU_clip0059_t00343,ouCPqISuqAU,343.362,346.878,3.516,1.0,1.0,-7.48,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0059_t00343.mp4
ouCPqISuqAU_clip0060_t00347,ouCPqISuqAU,347.618,352.766,5.148,1.0,1.0,-8.53,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0060_t00347.mp4
ouCPqISuqAU_clip0061_t00352,ouCPqISuqAU,352.994,357.854,4.86,1.0,1.0,-9.5,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0061_t00352.mp4
ouCPqISuqAU_clip0062_t00358,ouCPqISuqAU,358.562,363.038,4.476,1.0,1.0,-8.78,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0062_t00358.mp4
ouCPqISuqAU_clip0063_t00363,ouCPqISuqAU,363.266,367.998,4.732,1.0,1.0,-7.87,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0063_t00363.mp4
ouCPqISuqAU_clip0064_t00370,ouCPqISuqAU,370.53,373.918,3.388,1.0,1.0,-6.26,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0064_t00370.mp4
ouCPqISuqAU_clip0065_t00374,ouCPqISuqAU,374.018,376.19,2.172,1.0,1.0,-6.01,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0065_t00374.mp4
ouCPqISuqAU_clip0066_t00376,ouCPqISuqAU,376.29,378.718,2.428,1.0,1.0,-6.58,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0066_t00376.mp4
ouCPqISuqAU_clip0067_t00380,ouCPqISuqAU,380.066,384.35,4.284,1.0,1.0,-8.2,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0067_t00380.mp4
ouCPqISuqAU_clip0068_t00384,ouCPqISuqAU,384.45,388.254,3.804,1.0,1.0,-6.32,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0068_t00384.mp4
ouCPqISuqAU_clip0069_t00388,ouCPqISuqAU,388.386,393.054,4.668,1.0,1.0,-9.66,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0069_t00388.mp4
ouCPqISuqAU_clip0070_t00393,ouCPqISuqAU,393.218,398.462,5.244,1.0,1.0,-7.65,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0070_t00393.mp4
ouCPqISuqAU_clip0071_t00398,ouCPqISuqAU,398.658,403.326,4.668,1.0,1.0,-9.11,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0071_t00398.mp4
ouCPqISuqAU_clip0072_t00406,ouCPqISuqAU,406.338,411.902,5.564,1.0,1.0,-8.58,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0072_t00406.mp4
ouCPqISuqAU_clip0073_t00414,ouCPqISuqAU,414.498,416.926,2.428,1.0,1.0,-6.64,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0073_t00414.mp4
ouCPqISuqAU_clip0074_t00429,ouCPqISuqAU,429.922,433.15,3.228,1.0,1.0,-9.95,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0074_t00429.mp4
ouCPqISuqAU_clip0075_t00450,ouCPqISuqAU,450.562,452.606,2.044,1.0,1.0,-10.44,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0075_t00450.mp4
ouCPqISuqAU_clip0076_t00454,ouCPqISuqAU,454.914,457.31,2.396,1.0,1.0,-7.91,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0076_t00454.mp4
ouCPqISuqAU_clip0077_t00457,ouCPqISuqAU,457.442,459.838,2.396,1.0,1.0,-7.51,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0077_t00457.mp4
ouCPqISuqAU_clip0078_t00460,ouCPqISuqAU,460.162,464.382,4.22,1.0,1.0,-7.72,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0078_t00460.mp4
ouCPqISuqAU_clip0079_t00469,ouCPqISuqAU,469.41,476.094,6.684,1.0,1.0,-8.1,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0079_t00469.mp4
ouCPqISuqAU_clip0080_t00478,ouCPqISuqAU,478.594,480.926,2.332,1.0,1.0,-8.21,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0080_t00478.mp4
ouCPqISuqAU_clip0081_t00481,ouCPqISuqAU,481.186,483.23,2.044,1.0,1.0,-10.21,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0081_t00481.mp4
ouCPqISuqAU_clip0082_t00483,ouCPqISuqAU,483.33,490.238,6.908,1.0,1.0,-10.58,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0082_t00483.mp4
ouCPqISuqAU_clip0083_t00492,ouCPqISuqAU,492.194,495.358,3.164,1.0,1.0,-6.38,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0083_t00492.mp4
ouCPqISuqAU_clip0084_t00495,ouCPqISuqAU,495.618,501.342,5.724,1.0,1.0,-10.05,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0084_t00495.mp4
ouCPqISuqAU_clip0085_t00502,ouCPqISuqAU,502.85,507.582,4.732,1.0,1.0,-9.09,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0085_t00502.mp4
ouCPqISuqAU_clip0086_t00514,ouCPqISuqAU,514.082,520.254,6.172,1.0,1.0,-6.69,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0086_t00514.mp4
ouCPqISuqAU_clip0087_t00520,ouCPqISuqAU,520.482,528.318,7.836,1.0,1.0,-9.26,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0087_t00520.mp4
ouCPqISuqAU_clip0088_t00529,ouCPqISuqAU,529.282,536.926,7.644,1.0,1.0,-7.01,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0088_t00529.mp4
ouCPqISuqAU_clip0089_t00537,ouCPqISuqAU,537.218,539.87,2.652,1.0,1.0,-8.05,/kaggle/working/clips/tier1/ouCPqISuqAU_clip0089_t00537.mp4
