clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id,candidate_rank_in_tier,candidate_pool_version,selection_seed
xjTnaI3tItI_s0000385634_e0000387934,xjTnaI3tItI,385.634,387.934,2.3,1.0,1.0,7.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400_440\media\xjTnaI3tItI_s0000385634_e0000387934.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,14,active_speaker_candidate_pool_v1,42
KjSzxPVGE30_s0000339810_e0000342366,KjSzxPVGE30,339.81,342.366,2.556,1.0,1.0,18.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\200_250\media\KjSzxPVGE30_s0000339810_e0000342366.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,15,active_speaker_candidate_pool_v1,42
jtxzzbPQFJM_s0000223330_e0000228330,jtxzzbPQFJM,223.33,228.33,5.0,1.0,1.0,4.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\200_250\media\jtxzzbPQFJM_s0000223330_e0000228330.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,16,active_speaker_candidate_pool_v1,42
hHj1M8YlPVo_s0000179426_e0000182238,hHj1M8YlPVo,179.426,182.238,2.812,1.0,1.0,14.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\150_200\media\hHj1M8YlPVo_s0000179426_e0000182238.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,17,active_speaker_candidate_pool_v1,42
RwUYRmP47Pg_s0000364738_e0000369738,RwUYRmP47Pg,364.738,369.738,5.0,1.0,1.0,4.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\350_400\media\RwUYRmP47Pg_s0000364738_e0000369738.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,18,active_speaker_candidate_pool_v1,42
j1KheeAxYbQ_s0000609218_e0000612094,j1KheeAxYbQ,609.218,612.094,2.876,1.0,1.0,7.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\200_250\media\j1KheeAxYbQ_s0000609218_e0000612094.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,19,active_speaker_candidate_pool_v1,42
Q0zJd4FqyxA_s0000233026_e0000235806,Q0zJd4FqyxA,233.026,235.806,2.78,1.0,1.0,9.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\Q0zJd4FqyxA_s0000233026_e0000235806.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,20,active_speaker_candidate_pool_v1,42
RV1fod_otSw_s0000298082_e0000303902,RV1fod_otSw,298.082,303.902,5.82,1.0,1.0,2.93,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\350_400\media\RV1fod_otSw_s0000298082_e0000303902.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,21,active_speaker_candidate_pool_v1,42
VgnHDIp9x5s_s0000447234_e0000450686,VgnHDIp9x5s,447.234,450.686,3.452,1.0,1.0,9.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400_440\media\VgnHDIp9x5s_s0000447234_e0000450686.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,22,active_speaker_candidate_pool_v1,42
7jtrqxpnsFc_s0000261218_e0000266218,7jtrqxpnsFc,261.218,266.218,5.0,1.0,1.0,31.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\7jtrqxpnsFc_s0000261218_e0000266218.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,23,active_speaker_candidate_pool_v1,42
PdJ_b2ogNHs_s0000124450_e0000127710,PdJ_b2ogNHs,124.45,127.71,3.26,1.0,1.0,5.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\PdJ_b2ogNHs_s0000124450_e0000127710.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,24,active_speaker_candidate_pool_v1,42
PY0oTKCWPaQ_s0000330530_e0000333086,PY0oTKCWPaQ,330.53,333.086,2.556,1.0,1.0,21.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\PY0oTKCWPaQ_s0000330530_e0000333086.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,25,active_speaker_candidate_pool_v1,42
i7SoX1RseXs_s0000021378_e0000023710,i7SoX1RseXs,21.378,23.71,2.332,1.0,1.0,5.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\200_250\media\i7SoX1RseXs_s0000021378_e0000023710.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,26,active_speaker_candidate_pool_v1,42
Qkdyus1My0Q_s0000345506_e0000347646,Qkdyus1My0Q,345.506,347.646,2.14,1.0,1.0,6.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\Qkdyus1My0Q_s0000345506_e0000347646.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,27,active_speaker_candidate_pool_v1,42
VdHT9nXSw-8_s0000137026_e0000139102,VdHT9nXSw-8,137.026,139.102,2.076,1.0,1.0,27.93,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400_440\media\VdHT9nXSw-8_s0000137026_e0000139102.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,28,active_speaker_candidate_pool_v1,42
avyqB9NiGXk_s0000443394_e0000450302,avyqB9NiGXk,443.394,450.302,6.908,1.0,1.0,9.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\50_100\media\avyqB9NiGXk_s0000443394_e0000450302.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,29,active_speaker_candidate_pool_v1,42
BG6GHJfaEls_s0000327330_e0000329374,BG6GHJfaEls,327.33,329.374,2.044,1.0,1.0,16.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100_150\media\BG6GHJfaEls_s0000327330_e0000329374.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,30,active_speaker_candidate_pool_v1,42
TBWhUjWBT3g_s0000399298_e0000405438,TBWhUjWBT3g,399.298,405.438,6.14,1.0,1.0,9.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\350_400\media\TBWhUjWBT3g_s0000399298_e0000405438.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,31,active_speaker_candidate_pool_v1,42
EMKldc_Vjk8_s0000437346_e0000440350,EMKldc_Vjk8,437.346,440.35,3.004,1.0,1.0,10.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\150_200\media\EMKldc_Vjk8_s0000437346_e0000440350.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,32,active_speaker_candidate_pool_v1,42
sKw6a37t-uE_s0000400866_e0000403710,sKw6a37t-uE,400.866,403.71,2.844,1.0,1.0,7.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\350_400\media\sKw6a37t-uE_s0000400866_e0000403710.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,33,active_speaker_candidate_pool_v1,42
RihdSv_xzHE_s0000088642_e0000092446,RihdSv_xzHE,88.642,92.446,3.804,0.75,1.0,8.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\RihdSv_xzHE_s0000088642_e0000092446.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,34,active_speaker_candidate_pool_v1,42
slKwoHjtMBI_s0000521058_e0000523678,slKwoHjtMBI,521.058,523.678,2.62,1.0,1.0,18.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\350_400\media\slKwoHjtMBI_s0000521058_e0000523678.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,35,active_speaker_candidate_pool_v1,42
-krBZmBl65s_s0000048674_e0000053674,-krBZmBl65s,48.674,53.674,5.0,1.0,1.0,3.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\-krBZmBl65s_s0000048674_e0000053674.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,36,active_speaker_candidate_pool_v1,42
Oq7yuET6Hz8_s0000414498_e0000419498,Oq7yuET6Hz8,414.498,419.498,5.0,1.0,1.0,1.21,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\Oq7yuET6Hz8_s0000414498_e0000419498.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,37,active_speaker_candidate_pool_v1,42
8cirZ7Q19mg_s0000097154_e0000099710,8cirZ7Q19mg,97.154,99.71,2.556,1.0,1.0,-0.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\50_100\media\8cirZ7Q19mg_s0000097154_e0000099710.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,38,active_speaker_candidate_pool_v1,42
Q1m7GzsNvaY_s0000008514_e0000012062,Q1m7GzsNvaY,8.514,12.062,3.548,1.0,1.0,2.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\Q1m7GzsNvaY_s0000008514_e0000012062.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,39,active_speaker_candidate_pool_v1,42
tFTh1jkOT9Q_s0000170466_e0000173054,tFTh1jkOT9Q,170.466,173.054,2.588,1.0,1.0,6.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\350_400\media\tFTh1jkOT9Q_s0000170466_e0000173054.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,40,active_speaker_candidate_pool_v1,42
FtLQLEDradc_s0000199650_e0000201662,FtLQLEDradc,199.65,201.662,2.012,1.0,1.0,10.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\150_200\media\FtLQLEDradc_s0000199650_e0000201662.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,41,active_speaker_candidate_pool_v1,42
hCWh-EXL2E_s0000403586_e0000407838,_hCWh-EXL2E,403.586,407.838,4.252,1.0,1.0,15.86,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440_472\media\hCWh-EXL2E_s0000403586_e0000407838.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,42,active_speaker_candidate_pool_v1,42
C9yjoixv3-E_s0000048802_e0000056350,C9yjoixv3-E,48.802,56.35,7.548,0.75,1.0,0.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100_150\media\C9yjoixv3-E_s0000048802_e0000056350.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,43,active_speaker_candidate_pool_v1,42
2JYYYzLwNwg_s0000636290_e0000641854,2JYYYzLwNwg,636.29,641.854,5.564,1.0,1.0,9.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\2JYYYzLwNwg_s0000636290_e0000641854.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,44,active_speaker_candidate_pool_v1,42
X9RVmFFjGY8_s0000159874_e0000162046,X9RVmFFjGY8,159.874,162.046,2.172,1.0,1.0,17.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400_440\media\X9RVmFFjGY8_s0000159874_e0000162046.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,45,active_speaker_candidate_pool_v1,42
1ucBZ4StNP0_s0000719522_e0000722238,1ucBZ4StNP0,719.522,722.238,2.716,1.0,1.0,9.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\1ucBZ4StNP0_s0000719522_e0000722238.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,46,active_speaker_candidate_pool_v1,42
Vx59ouLloCg_s0000274466_e0000276542,Vx59ouLloCg,274.466,276.542,2.076,1.0,1.0,2.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400_440\media\Vx59ouLloCg_s0000274466_e0000276542.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,47,active_speaker_candidate_pool_v1,42
h0SDZpHBprA_s0000209090_e0000211710,h0SDZpHBprA,209.09,211.71,2.62,1.0,1.0,5.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\150_200\media\h0SDZpHBprA_s0000209090_e0000211710.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,48,active_speaker_candidate_pool_v1,42
2JUbS_syUlA_s0000587266_e0000592266,2JUbS_syUlA,587.266,592.266,5.0,1.0,1.0,9.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\2JUbS_syUlA_s0000587266_e0000592266.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,49,active_speaker_candidate_pool_v1,42
35_iHr-U0xY_s0000478402_e0000480990,35_iHr-U0xY,478.402,480.99,2.588,1.0,1.0,4.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\35_iHr-U0xY_s0000478402_e0000480990.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,50,active_speaker_candidate_pool_v1,42
G8zJzZ9qaXI_s0000181282_e0000188382,G8zJzZ9qaXI,181.282,188.382,7.1,1.0,1.0,4.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\150_200\media\G8zJzZ9qaXI_s0000181282_e0000188382.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,51,active_speaker_candidate_pool_v1,42
VqcyH3fnubE_s0000360450_e0000362910,VqcyH3fnubE,360.45,362.91,2.46,1.0,1.0,15.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400_440\media\VqcyH3fnubE_s0000360450_e0000362910.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,52,active_speaker_candidate_pool_v1,42
RkLu6CURyeM_s0000152994_e0000155710,RkLu6CURyeM,152.994,155.71,2.716,1.0,1.0,8.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\RkLu6CURyeM_s0000152994_e0000155710.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,53,active_speaker_candidate_pool_v1,42
Rb2MR5E5agM_s0000972802_e0000974878,Rb2MR5E5agM,972.802,974.878,2.076,1.0,1.0,10.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\Rb2MR5E5agM_s0000972802_e0000974878.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,54,active_speaker_candidate_pool_v1,42
CWVMqOc-9g8_s0000007010_e0000009886,CWVMqOc-9g8,7.01,9.886,2.876,1.0,1.0,2.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100_150\media\CWVMqOc-9g8_s0000007010_e0000009886.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,55,active_speaker_candidate_pool_v1,42
5fAf1Q8Io4E_s0000244578_e0000248830,5fAf1Q8Io4E,244.578,248.83,4.252,1.0,1.0,0.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0_50\media\5fAf1Q8Io4E_s0000244578_e0000248830.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,56,active_speaker_candidate_pool_v1,42
ytxzd_eolw_s0000452578_e0000457086,_ytxzd_eolw,452.578,457.086,4.508,1.0,1.0,19.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440_472\media\ytxzd_eolw_s0000452578_e0000457086.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,57,active_speaker_candidate_pool_v1,42
mqcJDdP4rq0_s0000122114_e0000124734,mqcJDdP4rq0,122.114,124.734,2.62,1.0,1.0,19.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\250_300\media\mqcJDdP4rq0_s0000122114_e0000124734.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,58,active_speaker_candidate_pool_v1,42
uwA_Q6xsFM_s0000031618_e0000036670,_uwA_Q6xsFM,31.618,36.67,5.052,1.0,1.0,2.22,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440_472\media\uwA_Q6xsFM_s0000031618_e0000036670.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,59,active_speaker_candidate_pool_v1,42
bjzEBcSSnEg_s0000016386_e0000020830,bjzEBcSSnEg,16.386,20.83,4.444,1.0,1.0,17.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100_150\media\bjzEBcSSnEg_s0000016386_e0000020830.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,60,active_speaker_candidate_pool_v1,42
uR2cAvpiYSs_s0000704258_e0000712798,uR2cAvpiYSs,704.258,712.798,8.54,1.0,1.0,9.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\350_400\media\uR2cAvpiYSs_s0000704258_e0000712798.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,61,active_speaker_candidate_pool_v1,42
tzfOPG9WhJ0_s0000088386_e0000096094,tzfOPG9WhJ0,88.386,96.094,7.708,1.0,1.0,7.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\350_400\media\tzfOPG9WhJ0_s0000088386_e0000096094.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,62,active_speaker_candidate_pool_v1,42
b9uJqou7XQo_s0000265890_e0000272414,b9uJqou7XQo,265.89,272.414,6.524,1.0,1.0,0.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\50_100\media\b9uJqou7XQo_s0000265890_e0000272414.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,63,active_speaker_candidate_pool_v1,42
WumvwG5Jk9o_s0000051906_e0000056478,WumvwG5Jk9o,51.906,56.478,4.572,1.0,1.0,4.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400_440\media\WumvwG5Jk9o_s0000051906_e0000056478.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,64,active_speaker_candidate_pool_v1,42
WEn1JaD70dQ_s0000201250_e0000206250,WEn1JaD70dQ,201.25,206.25,5.0,1.0,1.0,22.37,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400_440\media\WEn1JaD70dQ_s0000201250_e0000206250.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,65,active_speaker_candidate_pool_v1,42
qX04FpUy1Ls_s0000203170_e0000205310,qX04FpUy1Ls,203.17,205.31,2.14,1.0,1.0,17.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\qX04FpUy1Ls_s0000203170_e0000205310.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,66,active_speaker_candidate_pool_v1,42
RfQGUSACTiA_s0000026146_e0000028766,RfQGUSACTiA,26.146,28.766,2.62,1.0,1.0,17.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300_350\media\RfQGUSACTiA_s0000026146_e0000028766.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,67,active_speaker_candidate_pool_v1,42
ylKiFd-TLDk_s0000505762_e0000510762,ylKiFd-TLDk,505.762,510.762,5.0,0.8,1.0,5.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440_472\media\ylKiFd-TLDk_s0000505762_e0000510762.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,68,active_speaker_candidate_pool_v1,42
C4guPiH4Frk_s0000245314_e0000254622,C4guPiH4Frk,245.314,254.622,9.308,1.0,1.0,13.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100_150\media\C4guPiH4Frk_s0000245314_e0000254622.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,69,active_speaker_candidate_pool_v1,42
H8wmOu_L31g_s0000258178_e0000260446,H8wmOu_L31g,258.178,260.446,2.268,1.0,1.0,0.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\150_200\media\H8wmOu_L31g_s0000258178_e0000260446.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,70,active_speaker_candidate_pool_v1,42
lFiT3vyjLdw_s0000088866_e0000093822,lFiT3vyjLdw,88.866,93.822,4.956,0.8,1.0,10.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\200_250\media\lFiT3vyjLdw_s0000088866_e0000093822.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,71,active_speaker_candidate_pool_v1,42
Hlg2WK5pgM0_s0000026946_e0000029214,Hlg2WK5pgM0,26.946,29.214,2.268,1.0,1.0,8.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\150_200\media\Hlg2WK5pgM0_s0000026946_e0000029214.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,72,active_speaker_candidate_pool_v1,42
iu0unbhbX-k_s0000369314_e0000374314,iu0unbhbX-k,369.314,374.314,5.0,1.0,1.0,3.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\200_250\media\iu0unbhbX-k_s0000369314_e0000374314.mp4,tier1,1,cuda,nvenc,cutfix_full_tier1_20260729_01,73,active_speaker_candidate_pool_v1,42
