clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency,speaker_id,quality,motion_median,motion_p90,frac_near_static,n_faces_med,n_faces_max,ratio_med,ratio_max,cx_spread,channel
y3vBfCdY2tQ_clip0039_t00335,y3vBfCdY2tQ,335.33,339.646,4.316,1.0,1.0,6.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0039_t00335.mp4,tier1,1,1.0,0.0846926867961883,True,9,0.8618115186691284,0,0.8496687830259134,1.1387499570846558,1.4561250209808352,0.2075471698113207,5.0,7,0.9828512668609619,0.9984061121940613,0.37235525250434875,Truyền hình Hưng Yên - HYTV
y3vBfCdY2tQ_clip0040_t00343,y3vBfCdY2tQ,343.714,346.75,3.036,1.0,1.0,7.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\y3vBfCdY2tQ_clip0040_t00343.mp4,tier1,1,1.0,0.0278027616441249,True,9,0.9781954288482666,0,0.7127243739585337,1.3288888931274414,1.6724722146987914,0.1351351351351351,3.0,4,0.9888378977775574,0.9966153502464294,0.005118966102600098,Truyền hình Hưng Yên - HYTV
mHTLamr-Zqk_clip0081_t00799,mHTLamr-Zqk,799.554,803.07,3.516,1.0,1.0,15.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0081_t00799.mp4,tier2,1,1.0,0.0204541441053152,True,9,0.4506319761276245,1,0.5992824909046026,15.67895793914795,26.85212554931641,0.0,3.0,3,0.9272992610931396,0.9662293195724487,0.11682498455047607,ANTV - Truyền hình Công an Nhân dân
mHTLamr-Zqk_clip0084_t00849,mHTLamr-Zqk,849.25,851.998,2.748,1.0,1.0,14.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0084_t00849.mp4,tier2,1,1.0,0.0414011925458908,True,9,0.9405943751335144,1,0.7437320835442824,5.155555725097656,7.74476375579834,0.0,1.0,1,0.0,0.0,0.0287172794342041,ANTV - Truyền hình Công an Nhân dân
mHTLamr-Zqk_clip0085_t00852,mHTLamr-Zqk,852.354,859.582,7.228,1.0,1.0,15.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0085_t00852.mp4,tier2,1,1.0,0.0406389720737934,True,9,0.911651611328125,1,0.7365145575379167,3.475138902664185,4.797249841690063,0.0,1.0,1,0.0,0.0,0.02600798010826111,ANTV - Truyền hình Công an Nhân dân
mHTLamr-Zqk_clip0086_t00861,mHTLamr-Zqk,861.026,863.038,2.012,1.0,1.0,15.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0086_t00861.mp4,tier2,1,1.0,0.040177121758461,True,9,0.9424479603767396,1,0.7406707128777582,4.078680634498596,5.086305475234986,0.0,1.0,1,0.0,0.0,0.004885643720626831,ANTV - Truyền hình Công an Nhân dân
mHTLamr-Zqk_clip0087_t00863,mHTLamr-Zqk,863.234,869.598,6.364,1.0,1.0,15.17,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0087_t00863.mp4,tier2,1,1.0,0.0417351238429546,True,9,0.9274899959564208,1,0.7423439349838777,4.20152759552002,5.330138874053956,0.0,1.0,1,0.0,0.0,0.026112735271453857,ANTV - Truyền hình Công an Nhân dân
mHTLamr-Zqk_clip0088_t00869,mHTLamr-Zqk,869.826,874.974,5.148,1.0,1.0,14.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0088_t00869.mp4,tier2,1,1.0,0.041701316833496,True,9,0.9380292892456056,1,0.7441102256737282,4.535486221313477,5.366666793823242,0.0,1.0,1,0.0,0.0,0.01270321011543274,ANTV - Truyền hình Công an Nhân dân
mHTLamr-Zqk_clip0089_t00876,mHTLamr-Zqk,876.962,879.71,2.748,1.0,1.0,16.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0089_t00876.mp4,tier2,1,1.0,0.0409194864332675,True,9,0.9514552354812622,1,0.7443152466289441,4.243333339691162,5.206541633605958,0.0,1.0,1,0.0,0.0,0.004660874605178833,ANTV - Truyền hình Công an Nhân dân
mHTLamr-Zqk_clip0090_t00880,mHTLamr-Zqk,880.93,883.774,2.844,1.0,1.0,16.21,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0090_t00880.mp4,tier2,1,1.0,0.0402528904378414,True,9,0.951563596725464,1,0.7424890975183377,3.618333339691162,4.693673706054688,0.0,1.0,2,0.0,0.8419955968856812,0.23674964904785156,ANTV - Truyền hình Công an Nhân dân
_adzgpYkn_c_clip0053_t00511,_adzgpYkn_c,511.458,515.646,4.188,1.0,1.0,5.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\_adzgpYkn_c_clip0053_t00511.mp4,tier1,1,1.0,0.0139631843194365,True,9,0.9452674388885498,2,0.6686028207853176,0.7746874988079071,0.9231388807296752,0.9615384615384616,4.0,4,0.5815572738647461,0.6176544427871704,0.00945591926574707,Truyền hình Hưng Yên - HYTV
_adzgpYkn_c_clip0054_t00516,_adzgpYkn_c,516.194,521.982,5.788,1.0,1.0,4.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\_adzgpYkn_c_clip0054_t00516.mp4,tier1,1,1.0,0.0167411714792251,True,9,0.9474518895149232,2,0.6766783388309342,0.8920138776302338,1.2744861602783204,0.6527777777777778,4.0,4,0.5542762279510498,0.5751684904098511,0.022142887115478516,Truyền hình Hưng Yên - HYTV
aArTJcMMmTw_clip0024_t00371,aArTJcMMmTw,371.97,376.97,5.0,1.0,1.0,1.78,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\aArTJcMMmTw_clip0024_t00371.mp4,tier1,1,1.0,0.012405751273036,True,9,0.4159233272075653,2,0.5708778663437122,3.513263821601868,5.404166507720947,0.0806451612903225,2.0,3,0.3961666226387024,0.7465072870254517,0.5137299820780754,Truyền hình Hưng Yên - HYTV
aArTJcMMmTw_clip0025_t00379,aArTJcMMmTw,379.106,384.106,5.0,1.0,1.0,4.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\aArTJcMMmTw_clip0025_t00379.mp4,tier1,1,1.0,0.0102441124618053,True,9,0.5251937508583069,2,0.5841770316216318,1.1758333444595337,2.120173621177673,0.064516129032258,2.0,3,0.7675179839134216,0.8182978630065918,0.14342962950468063,Truyền hình Hưng Yên - HYTV
aArTJcMMmTw_clip0026_t00383,aArTJcMMmTw,383.106,388.106,5.0,1.0,1.0,3.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\aArTJcMMmTw_clip0026_t00383.mp4,tier1,1,1.0,0.0102265905588865,True,9,0.9030265808105468,2,0.6508049092292014,2.230590343475342,4.7602154254913325,0.0161290322580645,2.0,2,0.7950459718704224,0.8714838624000549,0.026875168085098267,Truyền hình Hưng Yên - HYTV
7642303380873956616_clip0001_t00032,7642303380873956616,32.482,37.726,5.244,1.0,1.0,0.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7642303380873956616_clip0001_t00032.mp4,tier3,1,1.0,0.018678180873394,True,9,0.9158034920692444,3,0.6764553588065705,0.3129951655864715,0.5720840871334075,1.0,1.0,1,0.0,0.0,0.011578381061553955,[TIKTOK]
7642303380873956616_clip0002_t00038,7642303380873956616,38.082,41.822,3.74,1.0,1.0,-0.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7642303380873956616_clip0002_t00038.mp4,tier3,1,1.0,0.0186988022178411,True,9,0.907023549079895,3,0.6749630411283299,0.4029269218444824,0.7257790565490722,0.945945945945946,1.0,1,0.0,0.0,0.03196066617965698,[TIKTOK]
I-uqcg6HtaQ_clip0036_t00317,I-uqcg6HtaQ,317.41,322.846,5.436,1.0,1.0,12.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\I-uqcg6HtaQ_clip0036_t00317.mp4,tier2,1,1.0,0.0117964288219809,True,9,0.3628404438495636,4,0.5598235716904403,2.597986221313477,4.631013774871826,0.1641791044776119,9.0,9,0.5448784232139587,0.8998798131942749,0.4883437305688858,ANTV - Truyền hình Công an Nhân dân
Nw3N73GJ2Zo_clip0022_t00343,Nw3N73GJ2Zo,343.362,347.454,4.092,1.0,1.0,2.99,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\Nw3N73GJ2Zo_clip0022_t00343.mp4,tier1,1,1.0,0.013639535754919,True,9,0.8738453984260559,4,0.6551030070207404,1.1661111116409302,2.785555601119995,0.4117647058823529,10.0,11,0.6504713892936707,0.9535306096076965,0.3757195472717285,Truyền hình Hưng Yên - HYTV
Nw3N73GJ2Zo_clip0023_t00347,Nw3N73GJ2Zo,347.938,354.526,6.588,1.0,1.0,3.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\Nw3N73GJ2Zo_clip0023_t00347.mp4,tier1,1,1.0,0.0168901085853576,True,9,0.9250263571739196,4,0.6731331797893341,1.2974305152893066,2.219083404541016,0.1585365853658536,9.0,11,0.6397774815559387,0.7030050754547119,0.025933951139450073,Truyền hình Hưng Yên - HYTV
3tEN20uif6g_clip0041_t00512,3tEN20uif6g,512.258,515.422,3.164,1.0,1.0,7.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0041_t00512.mp4,tier1,1,1.0,0.0257428660988807,True,9,0.558624267578125,5,0.6329801994700762,3.813819408416748,5.146124935150147,0.0,1.0,4,0.0,0.8968520760536194,0.5814387947320938,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ
CHkaAtJLN3E_clip0072_t01016,CHkaAtJLN3E,1016.13,1018.718,2.588,1.0,1.0,6.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\CHkaAtJLN3E_clip0072_t01016.mp4,tier1,1,1.0,0.0118142878636717,True,9,0.4617106020450592,5,0.5773206840827008,1.524444401264191,4.30082631111145,0.09375,19.0,21,0.7578797340393066,0.7948775887489319,0.10110250860452652,Truyền hình Hưng Yên - HYTV
Nw3N73GJ2Zo_clip0067_t00766,Nw3N73GJ2Zo,766.53,778.526,11.996,0.917,1.0,4.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\Nw3N73GJ2Zo_clip0067_t00766.mp4,tier1,1,1.0,0.0120210265740752,True,9,0.3755797743797302,5,0.5626934205586958,1.601319432258606,2.627999925613405,0.2483221476510067,3.0,3,0.4766256809234619,0.7862065434455872,0.46644869446754456,Truyền hình Hưng Yên - HYTV
Nw3N73GJ2Zo_clip0068_t00778,Nw3N73GJ2Zo,778.914,781.982,3.068,1.0,1.0,4.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\Nw3N73GJ2Zo_clip0068_t00778.mp4,tier1,1,1.0,0.0223615542054176,True,9,0.7434514164924622,5,0.6562366042874609,1.2860069274902344,2.1040556430816664,0.1842105263157894,2.0,3,0.4777189791202545,0.49071067571640015,0.3440926969051361,Truyền hình Hưng Yên - HYTV
WsHg9aCVIw0_clip0024_t00213,WsHg9aCVIw0,213.218,219.07,5.852,0.833,1.0,3.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400-440\tier1_v3_clips_400_440\WsHg9aCVIw0_clip0024_t00213.mp4,tier1,1,1.0,0.0141140092164278,True,9,0.9206655025482178,5,0.6646788162342105,1.9735416173934937,6.191736221313477,0.0,3.0,4,0.4715597927570343,0.8040316700935364,0.04992210865020752,Truyền hình Hưng Yên - HYTV
Xigg3vUV2Gw_clip0000_t00013,Xigg3vUV2Gw,13.346,17.694,4.348,1.0,1.0,11.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400-440\tier1_v3_clips_400_440\Xigg3vUV2Gw_clip0000_t00013.mp4,tier1,1,1.0,0.0161907579749822,True,9,0.8701686859130859,5,0.661516471232632,3.771944522857666,3.989027833938599,0.0,2.0,3,0.06916222721338272,0.22743438184261322,0.022776901721954346,Đạo Sĩ Tử Thông
Xigg3vUV2Gw_clip0001_t00017,Xigg3vUV2Gw,17.794,20.606,2.812,1.0,1.0,12.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400-440\tier1_v3_clips_400_440\Xigg3vUV2Gw_clip0001_t00017.mp4,tier1,1,1.0,0.0191578436642885,True,9,0.9055572152137756,5,0.6759749953071132,3.276458263397217,3.925250005722046,0.0,2.0,2,0.040192171931266785,0.05873964726924896,0.01401662826538086,Đạo Sĩ Tử Thông
Xigg3vUV2Gw_clip0008_t00085,Xigg3vUV2Gw,85.858,88.574,2.716,1.0,1.0,12.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400-440\tier1_v3_clips_400_440\Xigg3vUV2Gw_clip0008_t00085.mp4,tier1,1,1.0,0.018609844148159,True,9,0.9152321219444276,5,0.6761653589952592,3.931250095367432,4.107888793945313,0.0,2.0,3,0.055838435888290405,0.0707157552242279,0.012723386287689209,Đạo Sĩ Tử Thông
Xigg3vUV2Gw_clip0028_t00270,Xigg3vUV2Gw,270.946,274.526,3.58,0.75,1.0,11.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400-440\tier1_v3_clips_400_440\Xigg3vUV2Gw_clip0028_t00270.mp4,tier1,1,1.0,0.0108123878017067,True,9,0.9150059223175048,5,0.6545405151691406,4.315208435058594,4.74230546951294,0.0,3.0,3,0.8374763131141663,0.9990367889404297,0.37652578949928284,Đạo Sĩ Tử Thông
_adzgpYkn_c_clip0044_t00437,_adzgpYkn_c,437.154,439.614,2.46,1.0,1.0,3.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\_adzgpYkn_c_clip0044_t00437.mp4,tier1,1,1.0,0.0107873696833848,True,9,0.9735246300697328,5,0.664798090769465,0.5448263883590698,0.739027774333954,1.0,6.0,6,0.8490200042724609,0.916838526725769,0.007518410682678223,Truyền hình Hưng Yên - HYTV
_adzgpYkn_c_clip0045_t00440,_adzgpYkn_c,440.13,448.414,8.284,1.0,1.0,3.5,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\_adzgpYkn_c_clip0045_t00440.mp4,tier1,1,1.0,0.0114831235259771,True,9,0.6953212022781372,5,0.6176293546820149,0.6150000095367432,1.108222222328186,0.8446601941747572,6.0,7,0.9050995707511902,0.9192674160003662,0.32683825492858887,Truyền hình Hưng Yên - HYTV
_adzgpYkn_c_clip0046_t00448,_adzgpYkn_c,448.514,452.638,4.124,0.75,1.0,4.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\440-9999\tier1_v3_clips_440_9999\_adzgpYkn_c_clip0046_t00448.mp4,tier1,1,1.0,0.0142524391412734,True,9,0.4813071489334106,5,0.5875281909783601,2.310972213745117,2.818819522857666,0.0392156862745098,3.0,7,0.7808787822723389,0.9910083413124084,0.009827852249145508,Truyền hình Hưng Yên - HYTV
aArTJcMMmTw_clip0063_t00778,aArTJcMMmTw,778.786,783.786,5.0,1.0,1.0,4.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\aArTJcMMmTw_clip0063_t00778.mp4,tier1,1,1.0,0.0226752385497093,True,9,0.3469512164592743,5,0.5871343220592643,2.3293055295944214,4.080132055282593,0.2741935483870967,3.0,5,0.6914253830909729,0.816939115524292,0.3708789050579071,Truyền hình Hưng Yên - HYTV
aArTJcMMmTw_clip0064_t00782,aArTJcMMmTw,782.786,787.786,5.0,1.0,1.0,4.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\aArTJcMMmTw_clip0064_t00782.mp4,tier1,1,1.0,0.0292590782046318,True,9,0.8425570726394653,5,0.6928195703708375,0.9361805617809296,1.4908055901527404,0.6129032258064516,3.0,4,0.6975212097167969,0.7967114448547363,0.022998571395874023,Truyền hình Hưng Yên - HYTV
aArTJcMMmTw_clip0065_t00786,aArTJcMMmTw,786.786,791.786,5.0,1.0,1.0,5.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\aArTJcMMmTw_clip0065_t00786.mp4,tier1,1,1.0,0.0307870712131261,True,9,0.8976489305496216,5,0.7067714546760149,1.0383333563804626,1.824131941795349,0.4354838709677419,3.0,4,0.8378567099571228,0.8537277579307556,0.0154457688331604,Truyền hình Hưng Yên - HYTV
lq_tau31IE0_clip0036_t00668,lq_tau31IE0,668.098,673.098,5.0,1.0,1.0,5.93,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\lq_tau31IE0_clip0036_t00668.mp4,tier1,1,1.0,0.0133155342191457,True,9,0.9248485565185548,5,0.6632066629646118,0.9975000023841858,1.6293333411216735,0.5161290322580645,8.0,8,0.778344988822937,0.8564357757568359,0.01749950647354126,Truyền hình Hưng Yên - HYTV
