clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier
y3vBfCdY2tQ_clip0006_t00141_flat236hz,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0006_t00141_flat236hz.mp4,1,pitch_flatten,flatten_mean_F0=236Hz,y3vBfCdY2tQ_clip0006_t00141,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0006_t00141_anonblu,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0006_t00141_anonblu.mp4,1,anonymization,blur_k=auto_faceframes=191,y3vBfCdY2tQ_clip0006_t00141,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0007_t00149_desyncv2r2p3f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_smoke_v2r3\generator\y3vBfCdY2tQ_clip0007_t00149_desyncv2r2p3f.mp4,1,temporal_desync,shift=3f;boundary=circular_wrap;audio_valid_start=0.120000;audio_valid_end=4.763991;visual_valid_start=0.000000;visual_valid_end=4.643991;generator=temporal_v2_circular_avmask_v1,y3vBfCdY2tQ_clip0007_t00149,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0007_t00149_rev925ms,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0007_t00149_rev925ms.mp4,1,frame_reverse,"reverse=[0.42,1.34]s(0.92s)",y3vBfCdY2tQ_clip0007_t00149,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0007_t00149_flat259hz,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0007_t00149_flat259hz.mp4,1,pitch_flatten,flatten_mean_F0=259Hz,y3vBfCdY2tQ_clip0007_t00149,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0007_t00149_anonblu,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0007_t00149_anonblu.mp4,1,anonymization,blur_k=auto_faceframes=120,y3vBfCdY2tQ_clip0007_t00149,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0008_t00156_desyncv2r2p15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_smoke_v2r3\generator\y3vBfCdY2tQ_clip0008_t00156_desyncv2r2p15f.mp4,1,temporal_desync,shift=15f;boundary=circular_wrap;audio_valid_start=0.600000;audio_valid_end=4.060000;visual_valid_start=0.000000;visual_valid_end=3.460000;generator=temporal_v2_circular_avmask_v1,y3vBfCdY2tQ_clip0008_t00156,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0008_t00156_rev595ms,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0008_t00156_rev595ms.mp4,1,frame_reverse,"reverse=[0.20,0.79]s(0.60s)",y3vBfCdY2tQ_clip0008_t00156,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0008_t00156_flat266hz,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0008_t00156_flat266hz.mp4,1,pitch_flatten,flatten_mean_F0=266Hz,y3vBfCdY2tQ_clip0008_t00156,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0008_t00156_anonblu,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0008_t00156_anonblu.mp4,1,anonymization,blur_k=auto_faceframes=102,y3vBfCdY2tQ_clip0008_t00156,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0009_t00160_desyncv2r2m15f,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\phase0_v2_smoke\03_fake\phase0_smoke_v2r3\generator\y3vBfCdY2tQ_clip0009_t00160_desyncv2r2m15f.mp4,1,temporal_desync,shift=-15f;boundary=circular_wrap;audio_valid_start=0.000000;audio_valid_end=2.756009;visual_valid_start=0.600000;visual_valid_end=3.356009;generator=temporal_v2_circular_avmask_v1,y3vBfCdY2tQ_clip0009_t00160,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0009_t00160_rev453ms,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0009_t00160_rev453ms.mp4,1,frame_reverse,"reverse=[1.47,1.92]s(0.45s)",y3vBfCdY2tQ_clip0009_t00160,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0009_t00160_flat260hz,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0009_t00160_flat260hz.mp4,1,pitch_flatten,flatten_mean_F0=260Hz,y3vBfCdY2tQ_clip0009_t00160,y3vBfCdY2tQ,0,tier1
y3vBfCdY2tQ_clip0009_t00160_anonblu,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\y3vBfCdY2tQ_clip0009_t00160_anonblu.mp4,1,anonymization,blur_k=auto_faceframes=84,y3vBfCdY2tQ_clip0009_t00160,y3vBfCdY2tQ,0,tier1
