clip_id,decision,reason,bad_intervals_json,rubric_version
2fqXC4RQyOw_s0000144802_e0000152158,keep,,[],v4
2fqXC4RQyOw_s0000152322_e0000156126,reject,mouth,"[{""start_ms"":0,""end_ms"":1003,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000156418_e0000161418,reject,mouth,"[{""start_ms"":1655,""end_ms"":3883,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000160418_e0000165418,reject,mouth,[],v4
2fqXC4RQyOw_s0000164418_e0000169418,keep,,[],v4
2fqXC4RQyOw_s0000168418_e0000171198,keep,,[],v4
2fqXC4RQyOw_s0000171458_e0000173662,keep,,[],v4
2fqXC4RQyOw_s0000173954_e0000181470,reject,cut,[],v4
2fqXC4RQyOw_s0000199330_e0000203198,reject,mouth,[],v4
2fqXC4RQyOw_s0000203298_e0000207582,reject,mouth,"[{""start_ms"":541,""end_ms"":738,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000207874_e0000211134,reject,mouth,"[{""start_ms"":104,""end_ms"":588,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000220482_e0000225482,reject,mouth,"[{""start_ms"":3895,""end_ms"":4744,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000224482_e0000227966,reject,mouth,"[{""start_ms"":95,""end_ms"":517,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000228386_e0000237822,reject,mouth,[],v4
2fqXC4RQyOw_s0000238050_e0000243050,keep,,[],v4
2fqXC4RQyOw_s0000242050_e0000247050,reject,mouth,"[{""start_ms"":2080,""end_ms"":3205,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000246050_e0000251050,keep,,[],v4
2fqXC4RQyOw_s0000251426_e0000258366,keep,,[],v4
2fqXC4RQyOw_s0000258594_e0000261150,keep,,[],v4
2fqXC4RQyOw_s0000262434_e0000267742,reject,mouth,[],v4
2fqXC4RQyOw_s0000267906_e0000271134,reject,mouth,"[{""start_ms"":0,""end_ms"":1105,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000271490_e0000277566,reject,cut,"[{""start_ms"":3624,""end_ms"":4033,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000283810_e0000288810,reject,mouth,"[{""start_ms"":53,""end_ms"":4907,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000287810_e0000292810,reject,mouth,"[{""start_ms"":667,""end_ms"":1109,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000291810_e0000295486,reject,mouth,"[{""start_ms"":570,""end_ms"":1362,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000295618_e0000300126,reject,broken,[],v4
2fqXC4RQyOw_s0000305090_e0000314942,reject,"voiceover, cut",[],v4
2fqXC4RQyOw_s0000315074_e0000319358,reject,mouth,"[{""start_ms"":1899,""end_ms"":3080,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000333122_e0000338122,reject,cut,[],v4
2fqXC4RQyOw_s0000337122_e0000340478,reject,voiceover,"[{""start_ms"":0,""end_ms"":249,""reason"":""voiceover""}]",v4
2fqXC4RQyOw_s0000342498_e0000350910,reject,cut,"[{""start_ms"":7047,""end_ms"":7474,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000365378_e0000369182,keep,,[],v4
2fqXC4RQyOw_s0000370786_e0000375102,reject,mouth,"[{""start_ms"":2482,""end_ms"":3844,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000375458_e0000385022,reject,mouth,"[{""start_ms"":552,""end_ms"":1195,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000385154_e0000387902,keep,,[],v4
2fqXC4RQyOw_s0000388002_e0000393002,reject,mouth,"[{""start_ms"":2599,""end_ms"":3358,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000392002_e0000397002,keep,,[],v4
2fqXC4RQyOw_s0000396002_e0000401002,reject,mouth,"[{""start_ms"":3491,""end_ms"":4196,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000400002_e0000405002,reject,mouth,"[{""start_ms"":1587,""end_ms"":2316,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000404002_e0000409002,reject,cut,"[{""start_ms"":0,""end_ms"":940,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000410402_e0000413790,keep,,[],v4
2fqXC4RQyOw_s0000413922_e0000418922,reject,mouth,"[{""start_ms"":1871,""end_ms"":4810,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000427042_e0000431166,reject,mouth,"[{""start_ms"":2727,""end_ms"":2985,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000433154_e0000439646,reject,mouth,[],v4
2fqXC4RQyOw_s0000463586_e0000471422,reject,static,"[{""start_ms"":0,""end_ms"":1431,""reason"":""static""}]",v4
2fqXC4RQyOw_s0000471714_e0000475198,keep,,[],v4
2fqXC4RQyOw_s0000475906_e0000478686,keep,,[],v4
2fqXC4RQyOw_s0000480546_e0000485278,reject,mouth,"[{""start_ms"":1719,""end_ms"":4708,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000487554_e0000492554,reject,mouth,"[{""start_ms"":2872,""end_ms"":3372,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000491554_e0000496554,reject,mouth,"[{""start_ms"":515,""end_ms"":1190,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000506690_e0000511690,reject,mouth,"[{""start_ms"":2117,""end_ms"":3273,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000510690_e0000515690,reject,mouth,"[{""start_ms"":2955,""end_ms"":4102,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000514690_e0000519690,reject,cut,"[{""start_ms"":1663,""end_ms"":2142,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000520130_e0000522142,keep,,[],v4
2fqXC4RQyOw_s0000524770_e0000531710,reject,cut,"[{""start_ms"":0,""end_ms"":1941,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000531906_e0000536478,keep,,[],v4
2fqXC4RQyOw_s0000536674_e0000539070,keep,,[],v4
2fqXC4RQyOw_s0000539298_e0000541854,reject,mouth,[],v4
2fqXC4RQyOw_s0000544514_e0000547038,keep,,[],v4
2fqXC4RQyOw_s0000576738_e0000581738,keep,,[],v4
2fqXC4RQyOw_s0000580738_e0000585738,reject,cut,"[{""start_ms"":4342,""end_ms"":5005,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000596738_e0000601738,keep,,[],v4
2fqXC4RQyOw_s0000600738_e0000605738,reject,mouth,"[{""start_ms"":4018,""end_ms"":4960,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000604738_e0000609738,reject,cut,"[{""start_ms"":0,""end_ms"":933,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000611106_e0000613406,keep,,[],v4
2fqXC4RQyOw_s0000613698_e0000618698,reject,mouth,[],v4
2fqXC4RQyOw_s0000617698_e0000622698,reject,mouth,"[{""start_ms"":0,""end_ms"":328,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000642018_e0000645182,keep,,[],v4
2fqXC4RQyOw_s0000645346_e0000648542,keep,,[],v4
2fqXC4RQyOw_s0000648770_e0000651102,keep,,[],v4
2fqXC4RQyOw_s0000651298_e0000656298,reject,mouth,"[{""start_ms"":1256,""end_ms"":1828,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000665666_e0000670078,reject,mouth,[],v4
2fqXC4RQyOw_s0000672418_e0000676894,keep,,[],v4
2fqXC4RQyOw_s0000698754_e0000701758,keep,,[],v4
2fqXC4RQyOw_s0000701986_e0000707870,reject,mouth,"[{""start_ms"":2226,""end_ms"":2617,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000707970_e0000710878,reject,mouth,"[{""start_ms"":51,""end_ms"":550,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000711042_e0000715294,reject,mouth,[],v4
2fqXC4RQyOw_s0000715458_e0000720446,reject,cut,"[{""start_ms"":744,""end_ms"":1100,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000725346_e0000730346,reject,mouth,"[{""start_ms"":2222,""end_ms"":3063,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000729346_e0000734346,reject,cut,[],v4
2fqXC4RQyOw_s0000733346_e0000736670,reject,mouth,"[{""start_ms"":904,""end_ms"":3108,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000736834_e0000739582,reject,broken,[],v4
2fqXC4RQyOw_s0000752706_e0000756894,reject,"voiceover, cut",[],v4
2fqXC4RQyOw_s0000758690_e0000761982,reject,"voiceover, mouth, cut",[],v4
2fqXC4RQyOw_s0000762210_e0000766270,reject,static,"[{""start_ms"":0,""end_ms"":4040,""reason"":""static""}]",v4
2fqXC4RQyOw_s0000766370_e0000771370,keep,,[],v4
2fqXC4RQyOw_s0000770370_e0000775370,reject,mouth,"[{""start_ms"":2989,""end_ms"":4554,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000774370_e0000778462,reject,mouth,[],v4
2fqXC4RQyOw_s0000778658_e0000783710,reject,mouth,"[{""start_ms"":2804,""end_ms"":5040,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000785890_e0000795966,reject,mouth,"[{""start_ms"":158,""end_ms"":833,""reason"":""mouth""},{""start_ms"":2521,""end_ms"":2986,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000796162_e0000799102,keep,,[],v4
2fqXC4RQyOw_s0000799330_e0000804478,reject,mouth,"[{""start_ms"":2200,""end_ms"":3314,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000804802_e0000814206,reject,mouth,"[{""start_ms"":4929,""end_ms"":5561,""reason"":""mouth""},{""start_ms"":7694,""end_ms"":8366,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000814306_e0000823966,keep,,[],v4
2fqXC4RQyOw_s0000827106_e0000832062,keep,,[],v4
2fqXC4RQyOw_s0000832354_e0000837354,reject,mouth,"[{""start_ms"":2402,""end_ms"":2777,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000836354_e0000841354,reject,mouth,"[{""start_ms"":3988,""end_ms"":5000,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000840354_e0000844670,reject,mouth,[],v4
2fqXC4RQyOw_s0000845090_e0000849822,reject,mouth,[],v4
2fqXC4RQyOw_s0000850210_e0000854398,reject,mouth,"[{""start_ms"":702,""end_ms"":2273,""reason"":""mouth""}]",v4
2fqXC4RQyOw_s0000854658_e0000859166,reject,mouth,[],v4
2fqXC4RQyOw_s0000859266_e0000861630,reject,cut,"[{""start_ms"":1519,""end_ms"":2055,""reason"":""cut""}]",v4
2fqXC4RQyOw_s0000872098_e0000877098,reject,mouth,[],v4
2fqXC4RQyOw_s0000876098_e0000880318,reject,mouth,[],v4
2fqXC4RQyOw_s0000880418_e0000888638,keep,,[],v4
2fqXC4RQyOw_s0000888802_e0000895742,reject,mouth,"[{""start_ms"":4248,""end_ms"":4741,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000017794_e0000022794,reject,cut,"[{""start_ms"":1329,""end_ms"":3768,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000024162_e0000029162,keep,,[],v4
3lHEAWJhKe8_s0000032162_e0000037162,keep,,[],v4
3lHEAWJhKe8_s0000042690_e0000051326,keep,,[],v4
3lHEAWJhKe8_s0000051426_e0000061246,reject,cut,"[{""start_ms"":0,""end_ms"":1867,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000061570_e0000064638,reject,cut,[],v4
3lHEAWJhKe8_s0000064994_e0000068510,reject,cut,"[{""start_ms"":0,""end_ms"":990,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000070690_e0000082622,reject,cut,"[{""start_ms"":4479,""end_ms"":4896,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000082786_e0000094398,reject,mouth,[],v4
3lHEAWJhKe8_s0000094658_e0000096862,reject,cut,"[{""start_ms"":0,""end_ms"":2206,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000097314_e0000102314,reject,cut,"[{""start_ms"":3268,""end_ms"":3461,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000101314_e0000106314,reject,mouth,"[{""start_ms"":812,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000105314_e0000110078,reject,mouth,"[{""start_ms"":2392,""end_ms"":2656,""reason"":""cut""},{""start_ms"":2685,""end_ms"":3759,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000110690_e0000118558,reject,cut,"[{""start_ms"":5095,""end_ms"":5426,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000118914_e0000129630,reject,cut,"[{""start_ms"":4223,""end_ms"":4964,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000129986_e0000134986,reject,cut,"[{""start_ms"":4202,""end_ms"":4678,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000133986_e0000138986,reject,cut,[],v4
3lHEAWJhKe8_s0000137986_e0000142986,reject,cut,"[{""start_ms"":2455,""end_ms"":3268,""reason"":""cut""}]",v4
3lHEAWJhKe8_s0000141986_e0000146986,keep,,[],v4
3lHEAWJhKe8_s0000145986_e0000150986,keep,,[],v4
3lHEAWJhKe8_s0000149986_e0000154986,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000153986_e0000158590,reject,mouth,"[{""start_ms"":840,""end_ms"":4605,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000158882_e0000163882,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000162882_e0000167882,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000166882_e0000171882,reject,mouth,[],v4
3lHEAWJhKe8_s0000170882_e0000174014,reject,mouth,"[{""start_ms"":0,""end_ms"":3120,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000174370_e0000184510,reject,mouth,"[{""start_ms"":0,""end_ms"":10147,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000184834_e0000190398,reject,mouth,[],v4
3lHEAWJhKe8_s0000192226_e0000197226,reject,mouth,"[{""start_ms"":3497,""end_ms"":4960,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000196226_e0000201226,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000200226_e0000205226,reject,mouth,"[{""start_ms"":0,""end_ms"":5005,""reason"":""mouth""}]",v4
3lHEAWJhKe8_s0000204226_e0000207038,reject,mouth,"[{""start_ms"":0,""end_ms"":2833,""reason"":""mouth""}]",v4
