clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency,speaker_id,quality,motion_median,motion_p90,frac_near_static,n_faces_med,n_faces_max,ratio_med,ratio_max,cx_spread,channel,assignment_role,assigned_reviewer
7MhLFqIwNmE_clip0008_t00069,7MhLFqIwNmE,69.506,71.71,2.204,1.0,1.0,7.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\7MhLFqIwNmE_clip0008_t00069.mp4,tier1,1,1.0,0.0407425165176391,True,9,0.8821680545806885,112,0.7315982087656266,3.131493091583252,4.697444534301758,0.0909090909090909,1.0,1,0.0,0.0,0.02517715096473694,Bác sĩ Lương Ngọc,calibration,nguyenvanlinh
7640063825601105173_clip0009_t00100,7640063825601105173,100.61,103.038,2.428,1.0,1.0,-3.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7640063825601105173_clip0009_t00100.mp4,tier3,1,1.0,0.396089643239975,True,9,0.663101315498352,117,0.9405472909702975,1.8725937604904173,24.63438091278076,0.0,1.0,1,0.0,0.0,0.10997697710990906,[TIKTOK],calibration,nguyenvanlinh
RY6V7DqGnTw_clip0100_t00703,RY6V7DqGnTw,703.682,712.446,8.764,1.0,1.0,16.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\RY6V7DqGnTw_clip0100_t00703.mp4,tier1,1,1.0,0.0290374625474214,True,9,0.80970698595047,128,0.6864090195713362,0.2351388931274414,0.5003472089767461,0.9885057471264368,1.0,1,0.0,0.0,0.012477219104766846,thoibao.de,calibration,nguyenvanlinh
7633306425007099143_clip0000_t00000,7633306425007099143,0.13,2.206,2.076,1.0,1.0,-1.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7633306425007099143_clip0000_t00000.mp4,tier3,1,1.0,0.0369936414062976,True,9,0.9997682571411132,143,0.7419735459573169,0.0010343310423195,0.0101584505289793,1.0,1.0,1,0.0,0.0,3.764033317565918e-05,[TIKTOK],calibration,nguyenvanlinh
2cg60JADoVY_clip0163_t00898,2cg60JADoVY,898.946,902.142,3.196,1.0,1.0,8.23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2cg60JADoVY_clip0163_t00898.mp4,tier1,1,1.0,0.0344131253659725,True,9,0.8977545499801636,149,0.7168277400329829,0.273541659116745,0.4429166615009308,1.0,1.0,1,0.0,0.0,0.008832693099975586,Tri Thức Mở by The Compiler,calibration,nguyenvanlinh
qh78i88JEiU_clip0028_t00245,qh78i88JEiU,245.186,248.094,2.908,1.0,1.0,2.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\qh78i88JEiU_clip0028_t00245.mp4,tier1,1,1.0,0.0711954608559608,True,9,0.932539403438568,159,0.824787140475756,0.9043229222297668,1.4141406416893003,0.6944444444444444,1.0,1,0.0,0.0,0.007606029510498047,Nghệ An TV,calibration,nguyenvanlinh
7643422466957659399_clip0000_t00001,7643422466957659399,1.794,4.638,2.844,1.0,1.0,-3.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7643422466957659399_clip0000_t00001.mp4,tier3,1,1.0,0.020410506054759,True,9,0.6590414047241211,167,0.6359398264688,5.142597675323486,14.621471977233888,0.0,1.0,1,0.0,0.0,0.22554293274879456,[TIKTOK],calibration,nguyenvanlinh
VqcyH3fnubE_clip0032_t00193,VqcyH3fnubE,193.442,197.246,3.804,1.0,1.0,15.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400-440\tier1_v3_clips_400_440\VqcyH3fnubE_clip0032_t00193.mp4,tier1,1,1.0,0.0735074803233146,True,9,0.8244497776031494,181,0.8121126351614882,1.0115277767181396,2.4598332643508924,0.5,1.0,2,0.0,0.046954087913036346,0.018214166164398193,MANA HẰNG SỐNG,calibration,nguyenvanlinh
mHTLamr-Zqk_clip0076_t00776,mHTLamr-Zqk,776.994,779.71,2.716,1.0,1.0,16.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0076_t00776.mp4,tier2,1,1.0,0.1762992739677429,True,9,0.9248632788658142,188,0.986740578623379,4.380277633666992,5.399610996246339,0.0,1.0,1,0.0,0.0,0.01191723346710205,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
Wv2KVSy4j3E_clip0004_t00032,Wv2KVSy4j3E,32.514,35.358,2.844,1.0,1.0,8.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\400-440\tier1_v3_clips_400_440\Wv2KVSy4j3E_clip0004_t00032.mp4,tier1,1,1.0,0.0359169319272041,True,9,0.9364997148513794,200,0.7278279608550313,0.4527083337306976,0.722597235441208,1.0,1.0,1,0.0,0.0,0.0049536824226379395,Minh Thuy Nguyen,calibration,nguyenvanlinh
2A2WBpeuVNw_clip0020_t00335,2A2WBpeuVNw,335.17,340.67,5.5,1.0,1.0,8.79,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\2A2WBpeuVNw_clip0020_t00335.mp4,tier1,1,1.0,0.0400094762444496,True,9,0.4129582047462463,202,0.6467672677620835,1.8405208587646484,5.0212220668792735,0.3382352941176471,2.0,3,0.9285153746604919,0.9879024624824524,0.5062625408172607,69 CÁCH YÊU,calibration,nguyenvanlinh
mHTLamr-Zqk_clip0011_t00140,mHTLamr-Zqk,140.546,145.546,5.0,1.0,1.0,13.64,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0011_t00140.mp4,tier2,1,0.7777777777777778,0.0246974434703588,True,9,0.8344221711158752,208,0.5741813144053177,2.410208225250244,3.022305583953857,0.0,1.0,1,0.0,0.0,0.012827813625335693,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
mHTLamr-Zqk_clip0058_t00638,mHTLamr-Zqk,638.114,643.114,5.0,1.0,1.0,17.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0058_t00638.mp4,tier2,1,1.0,0.0254622418433427,True,9,0.9007800221443176,208,0.6925838024092454,2.088611125946045,2.416958332061768,0.0,8.0,9,0.04768933728337288,0.04806268587708473,0.003495454788208008,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
P3K1OaKR4nY_clip0066_t00536,P3K1OaKR4nY,536.93,543.166,6.236,1.0,1.0,11.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\P3K1OaKR4nY_clip0066_t00536.mp4,tier1,1,1.0,0.0112370382994413,True,9,0.9799954891204834,232,0.6671847801730179,2.0064236521720886,2.2169445276260378,0.0,34.0,38,0.8837008476257324,0.9752300381660461,0.001338660717010498,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
7415622308691201288_clip0001_t00013,7415622308691201288,13.698,19.486,5.788,1.0,1.0,2.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7415622308691201288_clip0001_t00013.mp4,tier3,1,1.0,0.1911976486444473,True,9,0.8413931727409363,250,0.9720105598954594,7.093860149383545,14.21297969818115,0.0,1.0,1,0.0,0.0,0.06688624620437622,[TIKTOK],calibration,nguyenvanlinh
7439248144757443857_clip0001_t00012,7439248144757443857,12.77,15.55,2.78,1.0,1.0,0.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7439248144757443857_clip0001_t00012.mp4,tier3,1,1.0,0.2663525640964508,True,9,0.9093822836875916,250,0.9840086382978104,3.5823283195495605,5.018974399566651,0.0,1.0,1,0.0,0.0,0.04129311442375183,[TIKTOK],calibration,nguyenvanlinh
g6hBKVh_7Pk_clip0028_t00229,g6hBKVh_7Pk,229.09,234.09,5.0,1.0,1.0,6.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\g6hBKVh_7Pk_clip0028_t00229.mp4,tier1,1,1.0,0.0442510098218917,True,9,0.5072014927864075,253,0.6751398536156954,3.841041684150696,6.763798618316649,0.0,1.0,8,0.0,0.9634466767311096,0.4499708339571953,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
0PsGwmgAI-k_clip0036_t00755,0PsGwmgAI-k,755.874,759.23,3.356,1.0,1.0,6.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\0PsGwmgAI-k_clip0036_t00755.mp4,tier2,1,1.0,0.0134308226406574,True,9,0.886692464351654,276,0.6567923764557588,2.273958444595337,2.7772083282470703,0.0,1.0,1,0.0,0.0,0.02034139633178711,60 Giây Official,calibration,nguyenvanlinh
3tEN20uif6g_clip0004_t00092,3tEN20uif6g,92.738,95.838,3.1,1.0,1.0,2.58,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0004_t00092.mp4,tier1,1,1.0,0.0347820818424224,True,9,0.9082648754119872,278,0.7197038490215713,0.5244791805744171,0.8487152755260468,0.9473684210526316,1.0,1,0.0,0.0,0.0042555928230285645,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,calibration,nguyenvanlinh
b9_oesdIz-M_clip0023_t00186,b9_oesdIz-M,186.21,191.21,5.0,1.0,1.0,21.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\b9_oesdIz-M_clip0023_t00186.mp4,tier2,1,1.0,0.0189837347716093,True,9,0.9182432889938354,290,0.6777317458033605,2.332257032394409,4.032222151756287,0.0,1.0,1,0.0,0.0,0.002695709466934204,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
b9_oesdIz-M_clip0024_t00190,b9_oesdIz-M,190.21,195.21,5.0,1.0,1.0,19.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\b9_oesdIz-M_clip0024_t00190.mp4,tier2,1,1.0,0.0189418066293001,True,9,0.9094038009643556,290,0.6760557706267643,2.544652819633484,5.45967354774475,0.0,1.0,1,0.0,0.0,0.009634017944335938,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
b9_oesdIz-M_clip0025_t00194,b9_oesdIz-M,194.21,199.21,5.0,1.0,1.0,20.54,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\b9_oesdIz-M_clip0025_t00194.mp4,tier2,1,1.0,0.0190233457833528,True,9,0.8994045257568359,290,0.6745169094145501,2.0325347185134888,3.512055444717407,0.032258064516129,1.0,1,0.0,0.0,0.006298720836639404,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
7624919664694398229_clip0001_t00056,7624919664694398229,56.866,59.038,2.172,1.0,1.0,7.6,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7624919664694398229_clip0001_t00056.mp4,tier3,1,1.0,0.26219442486763,True,9,0.4543873071670532,328,0.9037154071471272,8.505781173706055,14.455187797546388,0.0,1.0,1,0.0,0.0,0.17455217242240906,[TIKTOK],calibration,nguyenvanlinh
I-uqcg6HtaQ_clip0016_t00160,I-uqcg6HtaQ,160.386,165.386,5.0,1.0,1.0,12.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\I-uqcg6HtaQ_clip0016_t00160.mp4,tier2,1,1.0,0.0246503502130508,True,9,0.9961426854133606,329,0.707165028491102,0.9429513812065125,1.0021111607551574,0.8870967741935484,5.0,5,0.8382382392883301,0.8386840224266052,0.00011301040649414062,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
g6hBKVh_7Pk_clip0101_t01010,g6hBKVh_7Pk,1010.018,1012.894,2.876,1.0,1.0,4.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\g6hBKVh_7Pk_clip0101_t01010.mp4,tier1,1,1.0,0.0269675832241773,True,9,0.9207327365875244,332,0.700271957138999,0.4831250011920929,0.9255694270133974,0.9142857142857144,1.0,1,0.0,0.0,0.0008795857429504395,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
Nw3N73GJ2Zo_clip0019_t00321,Nw3N73GJ2Zo,321.922,324.126,2.204,1.0,1.0,5.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\Nw3N73GJ2Zo_clip0019_t00321.mp4,tier1,1,1.0,0.0126947900280356,True,9,0.9884737730026244,350,0.6727162976703605,1.4949305057525637,2.75149998664856,0.0,7.0,9,0.38774657249450684,0.39061295986175537,0.007931113243103027,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
7628198311454903572_clip0000_t00008,7628198311454903572,8.77,11.678,2.908,1.0,1.0,24.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7628198311454903572_clip0000_t00008.mp4,tier3,1,1.0,0.2382379621267318,True,9,0.860758900642395,353,0.9754280412898344,4.338937282562256,6.27748737335205,0.0,1.0,1,0.0,0.0,0.06719696521759033,[TIKTOK],calibration,nguyenvanlinh
7625975365168663828_clip0001_t00011,7625975365168663828,11.426,15.262,3.836,1.0,1.0,10.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7625975365168663828_clip0001_t00011.mp4,tier3,1,1.0,0.1622063666582107,True,9,0.6783071160316467,368,0.9432306675349964,3.359705090522766,4.5561840534210205,0.0,3.0,3,0.5669777989387512,0.7425893545150757,0.0383431613445282,[TIKTOK],calibration,nguyenvanlinh
rGuraolgHIs_clip0012_t00148,rGuraolgHIs,148.578,150.718,2.14,1.0,1.0,3.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\rGuraolgHIs_clip0012_t00148.mp4,tier2,1,1.0,0.0149296391755342,True,9,0.9105894565582277,371,0.6651585181176484,0.283645823597908,0.4259722083806991,1.0,1.0,1,0.0,0.0,0.001722186803817749,Thanh Hóa TV,calibration,nguyenvanlinh
jInLQAiBlVQ_clip0010_t00247,jInLQAiBlVQ,247.746,255.422,7.676,1.0,1.0,6.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\jInLQAiBlVQ_clip0010_t00247.mp4,tier1,1,1.0,0.0215540956705808,True,9,0.8143389225006104,377,0.666510956669488,1.4843403100967407,2.4182292222976685,0.0921052631578947,3.0,3,0.18114182353019714,0.20891332626342773,0.024578869342803955,Lịch Gắt Tv,calibration,nguyenvanlinh
0-fu0N-npmg_clip0007_t00097,0-fu0N-npmg,97.89,102.11,4.22,1.0,1.0,4.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\0-fu0N-npmg_clip0007_t00097.mp4,tier1,1,1.0,0.0689331591129303,True,9,0.9080208539962769,455,0.8141978317468025,1.1352083683013916,1.598590326309204,0.3653846153846153,2.0,2,0.38251927495002747,0.41173315048217773,0.007391750812530518,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
usfv-YmWPBs_clip0066_t01017,usfv-YmWPBs,1017.09,1021.662,4.572,1.0,1.0,11.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\usfv-YmWPBs_clip0066_t01017.mp4,tier1,1,1.0,0.0745966210961341,True,9,0.9346652626991272,458,0.8345773871960279,1.5607638359069824,2.5734861373901365,0.1228070175438596,1.0,1,0.0,0.0,0.00141143798828125,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
I-uqcg6HtaQ_clip0072_t00804,I-uqcg6HtaQ,804.898,809.854,4.956,1.0,1.0,8.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\I-uqcg6HtaQ_clip0072_t00804.mp4,tier2,1,1.0,0.0194802172482013,True,9,0.9211339950561525,466,0.6796162336773546,1.2481249570846558,1.5943750143051147,0.0983606557377049,2.0,2,0.1895395815372467,0.1916285753250122,0.004477024078369141,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
FufWLL1IIrQ_clip0040_t00233,FufWLL1IIrQ,233.57,237.63,4.06,1.0,1.0,1.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\FufWLL1IIrQ_clip0040_t00233.mp4,tier2,1,1.0,0.0285325516015291,True,9,0.9867395758628844,467,0.7162523698783181,9.893576622009276,32.08061294555664,0.0,2.0,2,0.11598658561706543,0.8786503076553345,0.00249558687210083,Cam Bóng Đá 24h,calibration,nguyenvanlinh
aArTJcMMmTw_clip0048_t00612,aArTJcMMmTw,612.29,617.29,5.0,1.0,1.0,3.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\aArTJcMMmTw_clip0048_t00612.mp4,tier1,1,1.0,0.013469791971147,True,9,0.5874168872833252,479,0.6040869142646309,2.1732985973358154,4.174305486679077,0.0,14.0,16,0.5469886064529419,0.9624906778335571,0.10484778881072998,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
7MhLFqIwNmE_clip0020_t00212,7MhLFqIwNmE,212.322,214.974,2.652,1.0,1.0,9.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\7MhLFqIwNmE_clip0020_t00212.mp4,tier1,1,1.0,0.0353827774524688,True,9,0.5144326090812683,492,0.6518668834883362,1.4818055629730225,2.389722228050232,0.1923076923076923,1.0,1,0.0,0.0,0.29852694272994995,Bác sĩ Lương Ngọc,calibration,nguyenvanlinh
7643163282303388935_clip0003_t00060,7643163282303388935,60.034,63.55,3.516,1.0,1.0,4.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7643163282303388935_clip0003_t00060.mp4,tier3,1,1.0,0.0139563512057065,True,9,0.5214812159538269,499,0.5937981013059378,0.3311839699745178,0.7808186769485477,0.9428571428571428,1.0,2,0.0,0.9499834775924683,0.30638764798641205,[TIKTOK],calibration,nguyenvanlinh
mHTLamr-Zqk_clip0037_t00383,mHTLamr-Zqk,383.554,386.11,2.556,1.0,1.0,14.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0037_t00383.mp4,tier2,1,1.0,0.0400207675993442,True,9,0.9647610187530518,505,0.7441754916793603,3.12416672706604,4.154708290100098,0.0,1.0,1,0.0,0.0,0.029521971940994263,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenvanlinh
lq_tau31IE0_clip0018_t00411,lq_tau31IE0,411.458,419.678,8.22,1.0,1.0,6.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\lq_tau31IE0_clip0018_t00411.mp4,tier1,1,1.0,0.0103697916492819,True,9,0.3636866807937622,534,0.5560236892122369,2.256250023841858,5.340520763397217,0.0,26.0,39,0.5075938701629639,0.9085038900375366,0.591039665043354,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
Nw3N73GJ2Zo_clip0038_t00476,Nw3N73GJ2Zo,476.93,479.998,3.068,1.0,1.0,4.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\Nw3N73GJ2Zo_clip0038_t00476.mp4,tier1,1,1.0,0.0108904428780078,True,9,0.986083984375,537,0.6672997747292131,1.229444444179535,2.3639166593551635,0.0526315789473684,26.0,28,0.4221946895122528,0.45099711418151855,0.010790646076202393,Truyền hình Hưng Yên - HYTV,calibration,nguyenvanlinh
3tEN20uif6g_clip0083_t01106,3tEN20uif6g,1106.018,1109.918,3.9,1.0,1.0,1.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0083_t01106.mp4,tier1,1,1.0,0.0525015480816364,True,9,0.9437137246131896,557,0.7750105719761744,1.0114930868148804,1.2630416631698609,0.4791666666666667,2.0,3,0.0025193241890519857,0.006184941157698631,0.01428675651550293,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,calibration,nguyenvanlinh
hxoZsiA7Vs8_clip0090_t00574,hxoZsiA7Vs8,574.594,579.594,5.0,1.0,1.0,6.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\hxoZsiA7Vs8_clip0090_t00574.mp4,tier1,1,1.0,0.0464858636260032,True,9,0.8151332139968872,583,0.7356672700689901,4.318611145019531,5.351916694641114,0.0,3.0,3,0.22107474505901337,0.23045647144317627,0.10584326088428497,Kiên Fragrance,calibration,nguyenvanlinh
