clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,det_ratio,mean_face_area,has_embedding,n_sampled,embed_consistency,speaker_id,quality,motion_median,motion_p90,frac_near_static,n_faces_med,n_faces_max,ratio_med,ratio_max,cx_spread,channel,assignment_role,assigned_reviewer
I-uqcg6HtaQ_clip0016_t00160,I-uqcg6HtaQ,160.386,165.386,5.0,1.0,1.0,12.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\I-uqcg6HtaQ_clip0016_t00160.mp4,tier2,1,1.0,0.0246503502130508,True,9,0.9961426854133606,329,0.707165028491102,0.9429513812065125,1.0021111607551574,0.8870967741935484,5.0,5,0.8382382392883301,0.8386840224266052,0.00011301040649414062,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenlamanh
g6hBKVh_7Pk_clip0101_t01010,g6hBKVh_7Pk,1010.018,1012.894,2.876,1.0,1.0,4.92,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\g6hBKVh_7Pk_clip0101_t01010.mp4,tier1,1,1.0,0.0269675832241773,True,9,0.9207327365875244,332,0.700271957138999,0.4831250011920929,0.9255694270133974,0.9142857142857144,1.0,1,0.0,0.0,0.0008795857429504395,Truyền hình Hưng Yên - HYTV,calibration,nguyenlamanh
Nw3N73GJ2Zo_clip0019_t00321,Nw3N73GJ2Zo,321.922,324.126,2.204,1.0,1.0,5.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\Nw3N73GJ2Zo_clip0019_t00321.mp4,tier1,1,1.0,0.0126947900280356,True,9,0.9884737730026244,350,0.6727162976703605,1.4949305057525637,2.75149998664856,0.0,7.0,9,0.38774657249450684,0.39061295986175537,0.007931113243103027,Truyền hình Hưng Yên - HYTV,calibration,nguyenlamanh
7628198311454903572_clip0000_t00008,7628198311454903572,8.77,11.678,2.908,1.0,1.0,24.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7628198311454903572_clip0000_t00008.mp4,tier3,1,1.0,0.2382379621267318,True,9,0.860758900642395,353,0.9754280412898344,4.338937282562256,6.27748737335205,0.0,1.0,1,0.0,0.0,0.06719696521759033,[TIKTOK],calibration,nguyenlamanh
7625975365168663828_clip0001_t00011,7625975365168663828,11.426,15.262,3.836,1.0,1.0,10.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7625975365168663828_clip0001_t00011.mp4,tier3,1,1.0,0.1622063666582107,True,9,0.6783071160316467,368,0.9432306675349964,3.359705090522766,4.5561840534210205,0.0,3.0,3,0.5669777989387512,0.7425893545150757,0.0383431613445282,[TIKTOK],calibration,nguyenlamanh
rGuraolgHIs_clip0012_t00148,rGuraolgHIs,148.578,150.718,2.14,1.0,1.0,3.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\rGuraolgHIs_clip0012_t00148.mp4,tier2,1,1.0,0.0149296391755342,True,9,0.9105894565582277,371,0.6651585181176484,0.283645823597908,0.4259722083806991,1.0,1.0,1,0.0,0.0,0.001722186803817749,Thanh Hóa TV,calibration,nguyenlamanh
jInLQAiBlVQ_clip0010_t00247,jInLQAiBlVQ,247.746,255.422,7.676,1.0,1.0,6.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\jInLQAiBlVQ_clip0010_t00247.mp4,tier1,1,1.0,0.0215540956705808,True,9,0.8143389225006104,377,0.666510956669488,1.4843403100967407,2.4182292222976685,0.0921052631578947,3.0,3,0.18114182353019714,0.20891332626342773,0.024578869342803955,Lịch Gắt Tv,calibration,nguyenlamanh
0-fu0N-npmg_clip0007_t00097,0-fu0N-npmg,97.89,102.11,4.22,1.0,1.0,4.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\0-fu0N-npmg_clip0007_t00097.mp4,tier1,1,1.0,0.0689331591129303,True,9,0.9080208539962769,455,0.8141978317468025,1.1352083683013916,1.598590326309204,0.3653846153846153,2.0,2,0.38251927495002747,0.41173315048217773,0.007391750812530518,Truyền hình Hưng Yên - HYTV,calibration,nguyenlamanh
usfv-YmWPBs_clip0066_t01017,usfv-YmWPBs,1017.09,1021.662,4.572,1.0,1.0,11.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\300-400\tier1_v3_clips_300_400\usfv-YmWPBs_clip0066_t01017.mp4,tier1,1,1.0,0.0745966210961341,True,9,0.9346652626991272,458,0.8345773871960279,1.5607638359069824,2.5734861373901365,0.1228070175438596,1.0,1,0.0,0.0,0.00141143798828125,Truyền hình Hưng Yên - HYTV,calibration,nguyenlamanh
I-uqcg6HtaQ_clip0072_t00804,I-uqcg6HtaQ,804.898,809.854,4.956,1.0,1.0,8.69,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\I-uqcg6HtaQ_clip0072_t00804.mp4,tier2,1,1.0,0.0194802172482013,True,9,0.9211339950561525,466,0.6796162336773546,1.2481249570846558,1.5943750143051147,0.0983606557377049,2.0,2,0.1895395815372467,0.1916285753250122,0.004477024078369141,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenlamanh
FufWLL1IIrQ_clip0040_t00233,FufWLL1IIrQ,233.57,237.63,4.06,1.0,1.0,1.48,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\FufWLL1IIrQ_clip0040_t00233.mp4,tier2,1,1.0,0.0285325516015291,True,9,0.9867395758628844,467,0.7162523698783181,9.893576622009276,32.08061294555664,0.0,2.0,2,0.11598658561706543,0.8786503076553345,0.00249558687210083,Cam Bóng Đá 24h,calibration,nguyenlamanh
aArTJcMMmTw_clip0048_t00612,aArTJcMMmTw,612.29,617.29,5.0,1.0,1.0,3.46,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\aArTJcMMmTw_clip0048_t00612.mp4,tier1,1,1.0,0.013469791971147,True,9,0.5874168872833252,479,0.6040869142646309,2.1732985973358154,4.174305486679077,0.0,14.0,16,0.5469886064529419,0.9624906778335571,0.10484778881072998,Truyền hình Hưng Yên - HYTV,calibration,nguyenlamanh
7MhLFqIwNmE_clip0020_t00212,7MhLFqIwNmE,212.322,214.974,2.652,1.0,1.0,9.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\7MhLFqIwNmE_clip0020_t00212.mp4,tier1,1,1.0,0.0353827774524688,True,9,0.5144326090812683,492,0.6518668834883362,1.4818055629730225,2.389722228050232,0.1923076923076923,1.0,1,0.0,0.0,0.29852694272994995,Bác sĩ Lương Ngọc,calibration,nguyenlamanh
7643163282303388935_clip0003_t00060,7643163282303388935,60.034,63.55,3.516,1.0,1.0,4.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier3\tier3_v3_clips_0_1262-001\7643163282303388935_clip0003_t00060.mp4,tier3,1,1.0,0.0139563512057065,True,9,0.5214812159538269,499,0.5937981013059378,0.3311839699745178,0.7808186769485477,0.9428571428571428,1.0,2,0.0,0.9499834775924683,0.30638764798641205,[TIKTOK],calibration,nguyenlamanh
mHTLamr-Zqk_clip0037_t00383,mHTLamr-Zqk,383.554,386.11,2.556,1.0,1.0,14.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier2\tier2_v3_clips_0_999-001\mHTLamr-Zqk_clip0037_t00383.mp4,tier2,1,1.0,0.0400207675993442,True,9,0.9647610187530518,505,0.7441754916793603,3.12416672706604,4.154708290100098,0.0,1.0,1,0.0,0.0,0.029521971940994263,ANTV - Truyền hình Công an Nhân dân,calibration,nguyenlamanh
lq_tau31IE0_clip0018_t00411,lq_tau31IE0,411.458,419.678,8.22,1.0,1.0,6.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\lq_tau31IE0_clip0018_t00411.mp4,tier1,1,1.0,0.0103697916492819,True,9,0.3636866807937622,534,0.5560236892122369,2.256250023841858,5.340520763397217,0.0,26.0,39,0.5075938701629639,0.9085038900375366,0.591039665043354,Truyền hình Hưng Yên - HYTV,calibration,nguyenlamanh
Nw3N73GJ2Zo_clip0038_t00476,Nw3N73GJ2Zo,476.93,479.998,3.068,1.0,1.0,4.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\Nw3N73GJ2Zo_clip0038_t00476.mp4,tier1,1,1.0,0.0108904428780078,True,9,0.986083984375,537,0.6672997747292131,1.229444444179535,2.3639166593551635,0.0526315789473684,26.0,28,0.4221946895122528,0.45099711418151855,0.010790646076202393,Truyền hình Hưng Yên - HYTV,calibration,nguyenlamanh
3tEN20uif6g_clip0083_t01106,3tEN20uif6g,1106.018,1109.918,3.9,1.0,1.0,1.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\0-100\tier1_v3_clips_0_100\3tEN20uif6g_clip0083_t01106.mp4,tier1,1,1.0,0.0525015480816364,True,9,0.9437137246131896,557,0.7750105719761744,1.0114930868148804,1.2630416631698609,0.4791666666666667,2.0,3,0.0025193241890519857,0.006184941157698631,0.01428675651550293,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,calibration,nguyenlamanh
hxoZsiA7Vs8_clip0090_t00574,hxoZsiA7Vs8,574.594,579.594,5.0,1.0,1.0,6.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\01_collect\cut_clips\tier1\100-300\tier1_v3_clips_100_300\hxoZsiA7Vs8_clip0090_t00574.mp4,tier1,1,1.0,0.0464858636260032,True,9,0.8151332139968872,583,0.7356672700689901,4.318611145019531,5.351916694641114,0.0,3.0,3,0.22107474505901337,0.23045647144317627,0.10584326088428497,Kiên Fragrance,calibration,nguyenlamanh
