clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier,split
7515427017236450568_clip0002_t00121_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7515427017236450568_clip0002_t00121_crf23.mp4,0,real,,,7515427017236450568,10,tier3,test
7542119536678440213_clip0000_t00000_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7542119536678440213_clip0000_t00000_crf35.mp4,0,real,,,7542119536678440213,10,tier3,test
7553632924390804757_clip0007_t00094_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7553632924390804757_clip0007_t00094_crf23.mp4,0,real,,,7553632924390804757,10,tier3,test
7562167018695167252_clip0000_t00006_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7562167018695167252_clip0000_t00006_crf23.mp4,0,real,,,7562167018695167252,10,tier3,test
7577398141863922964_clip0007_t00121_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7577398141863922964_clip0007_t00121_crf40.mp4,0,real,,,7577398141863922964,10,tier3,test
7621911689620901141_clip0007_t00086_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7621911689620901141_clip0007_t00086_crf40.mp4,0,real,,,7621911689620901141,10,tier3,test
bhO764uZyDA_clip0024_t00107_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\bhO764uZyDA_clip0024_t00107_crf40.mp4,0,real,,,bhO764uZyDA,11,tier1,train
bhO764uZyDA_clip0078_t00487_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\bhO764uZyDA_clip0078_t00487_crf35.mp4,0,real,,,bhO764uZyDA,11,tier1,train
7637494375840337160_clip0009_t00063_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7637494375840337160_clip0009_t00063_crf30.mp4,0,real,,,7637494375840337160,13,tier3,train
7637494375840337160_clip0010_t00075_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7637494375840337160_clip0010_t00075_crf35.mp4,0,real,,,7637494375840337160,13,tier3,train
7634155950047317268_clip0001_t00049_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634155950047317268_clip0001_t00049_crf23.mp4,0,real,,,7634155950047317268,15,tier3,train
MpVfVbPdmis_clip0100_t01154_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\MpVfVbPdmis_clip0100_t01154_crf40.mp4,0,real,,,MpVfVbPdmis,16,tier1,train
3tEN20uif6g_clip0051_t00696_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\3tEN20uif6g_clip0051_t00696_crf30.mp4,0,real,,,3tEN20uif6g,18,tier1,train
7527667777037929735_clip0000_t00012_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7527667777037929735_clip0000_t00012_crf35.mp4,0,real,,,7527667777037929735,20,tier3,test
7543440536519167240_clip0009_t00081_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7543440536519167240_clip0009_t00081_crf23.mp4,0,real,,,7543440536519167240,20,tier3,test
7555909386833546514_clip0000_t00008_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7555909386833546514_clip0000_t00008_crf40.mp4,0,real,,,7555909386833546514,20,tier3,test
7555909386833546514_clip0003_t00024_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7555909386833546514_clip0003_t00024_crf40.mp4,0,real,,,7555909386833546514,20,tier3,test
7585912681345961224_clip0000_t00000_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7585912681345961224_clip0000_t00000_crf35.mp4,0,real,,,7585912681345961224,20,tier3,test
7632328977213902100_clip0001_t00057_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7632328977213902100_clip0001_t00057_crf30.mp4,0,real,,,7632328977213902100,20,tier3,test
NqOg7JCnnm0_clip0049_t00240_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\NqOg7JCnnm0_clip0049_t00240_crf40.mp4,0,real,,,NqOg7JCnnm0,21,tier2,train
NqOg7JCnnm0_clip0058_t00286_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\NqOg7JCnnm0_clip0058_t00286_crf35.mp4,0,real,,,NqOg7JCnnm0,21,tier2,train
NqOg7JCnnm0_clip0072_t00360_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\NqOg7JCnnm0_clip0072_t00360_crf30.mp4,0,real,,,NqOg7JCnnm0,21,tier2,train
NqOg7JCnnm0_clip0110_t00548_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\NqOg7JCnnm0_clip0110_t00548_crf35.mp4,0,real,,,NqOg7JCnnm0,21,tier2,train
7638602199739796756_clip0004_t00035_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7638602199739796756_clip0004_t00035_crf30.mp4,0,real,,,7638602199739796756,23,tier3,test
y3vBfCdY2tQ_clip0020_t00245_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\y3vBfCdY2tQ_clip0020_t00245_crf23.mp4,0,real,,,y3vBfCdY2tQ,25,tier1,train
y3vBfCdY2tQ_clip0023_t00256_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\y3vBfCdY2tQ_clip0023_t00256_crf35.mp4,0,real,,,y3vBfCdY2tQ,25,tier1,train
0wOdyRpc0wc_clip0026_t00240_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\0wOdyRpc0wc_clip0026_t00240_crf23.mp4,0,real,,,0wOdyRpc0wc,28,tier1,train
P3K1OaKR4nY_clip0013_t00108_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\P3K1OaKR4nY_clip0013_t00108_crf23.mp4,0,real,,,P3K1OaKR4nY,28,tier1,train
mHTLamr-Zqk_clip0028_t00315_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\mHTLamr-Zqk_clip0028_t00315_crf30.mp4,0,real,,,mHTLamr-Zqk,28,tier2,train
usfv-YmWPBs_clip0039_t00629_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\usfv-YmWPBs_clip0039_t00629_crf40.mp4,0,real,,,usfv-YmWPBs,29,tier1,train
7634060096967806228_clip0029_t00251_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634060096967806228_clip0029_t00251_crf30.mp4,0,real,,,7634060096967806228,31,tier3,val
7634060096967806228_clip0033_t00297_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634060096967806228_clip0033_t00297_crf40.mp4,0,real,,,7634060096967806228,31,tier3,val
7491284887240985864_clip0020_t00155_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7491284887240985864_clip0020_t00155_crf23.mp4,0,real,,,7491284887240985864,32,tier3,test
7491284887240985864_clip0025_t00189_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7491284887240985864_clip0025_t00189_crf23.mp4,0,real,,,7491284887240985864,32,tier3,test
7544723202199538964_clip0008_t00133_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7544723202199538964_clip0008_t00133_crf23.mp4,0,real,,,7544723202199538964,32,tier3,test
7544723202199538964_clip0009_t00141_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7544723202199538964_clip0009_t00141_crf23.mp4,0,real,,,7544723202199538964,32,tier3,test
7621911689620901141_clip0004_t00024_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7621911689620901141_clip0004_t00024_crf40.mp4,0,real,,,7621911689620901141,32,tier3,test
ijoyJhqD740_clip0033_t00495_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\ijoyJhqD740_clip0033_t00495_crf40.mp4,0,real,,,ijoyJhqD740,34,tier1,train
mHTLamr-Zqk_clip0083_t00825_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\mHTLamr-Zqk_clip0083_t00825_crf30.mp4,0,real,,,mHTLamr-Zqk,36,tier2,train
mHTLamr-Zqk_clip0091_t00884_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\mHTLamr-Zqk_clip0091_t00884_crf40.mp4,0,real,,,mHTLamr-Zqk,36,tier2,train
mHTLamr-Zqk_clip0095_t00900_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\mHTLamr-Zqk_clip0095_t00900_crf30.mp4,0,real,,,mHTLamr-Zqk,36,tier2,train
R5y53Ud7Fs8_clip0001_t00025_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0001_t00025_crf23.mp4,0,real,,,R5y53Ud7Fs8,42,tier1,test
R5y53Ud7Fs8_clip0012_t00161_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0012_t00161_crf23.mp4,0,real,,,R5y53Ud7Fs8,42,tier1,test
R5y53Ud7Fs8_clip0029_t00283_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0029_t00283_crf35.mp4,0,real,,,R5y53Ud7Fs8,42,tier1,test
R5y53Ud7Fs8_clip0053_t00667_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0053_t00667_crf40.mp4,0,real,,,R5y53Ud7Fs8,42,tier1,test
R5y53Ud7Fs8_clip0058_t00692_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0058_t00692_crf23.mp4,0,real,,,R5y53Ud7Fs8,42,tier1,test
7629698176408210709_clip0001_t00015_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7629698176408210709_clip0001_t00015_crf30.mp4,0,real,,,7629698176408210709,44,tier3,test
7641466267358072085_clip0000_t00003_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7641466267358072085_clip0000_t00003_crf30.mp4,0,real,,,7641466267358072085,44,tier3,test
0-fu0N-npmg_clip0060_t00806_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\0-fu0N-npmg_clip0060_t00806_crf30.mp4,0,real,,,0-fu0N-npmg,45,tier1,train
7634865418301213972_clip0002_t00009_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634865418301213972_clip0002_t00009_crf40.mp4,0,real,,,7634865418301213972,46,tier3,train
7634865418301213972_clip0004_t00016_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7634865418301213972_clip0004_t00016_crf30.mp4,0,real,,,7634865418301213972,46,tier3,train
7642360672617106709_clip0001_t00004_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7642360672617106709_clip0001_t00004_crf30.mp4,0,real,,,7642360672617106709,48,tier3,test
7642360672617106709_clip0011_t00046_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7642360672617106709_clip0011_t00046_crf35.mp4,0,real,,,7642360672617106709,48,tier3,test
RoXXg62YfpM_clip0011_t00086_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\RoXXg62YfpM_clip0011_t00086_crf30.mp4,0,real,,,RoXXg62YfpM,49,tier1,val
RoXXg62YfpM_clip0058_t00481_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\RoXXg62YfpM_clip0058_t00481_crf30.mp4,0,real,,,RoXXg62YfpM,49,tier1,val
okygVjgD02Y_clip0005_t00044_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\okygVjgD02Y_clip0005_t00044_crf40.mp4,0,real,,,okygVjgD02Y,49,tier1,val
okygVjgD02Y_clip0041_t00311_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\okygVjgD02Y_clip0041_t00311_crf40.mp4,0,real,,,okygVjgD02Y,49,tier1,val
okygVjgD02Y_clip0048_t00417_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\okygVjgD02Y_clip0048_t00417_crf35.mp4,0,real,,,okygVjgD02Y,49,tier1,val
R5y53Ud7Fs8_clip0016_t00181_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0016_t00181_crf30.mp4,0,real,,,R5y53Ud7Fs8,51,tier1,test
R5y53Ud7Fs8_clip0043_t00490_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0043_t00490_crf30.mp4,0,real,,,R5y53Ud7Fs8,51,tier1,test
R5y53Ud7Fs8_clip0081_t00951_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\R5y53Ud7Fs8_clip0081_t00951_crf35.mp4,0,real,,,R5y53Ud7Fs8,51,tier1,test
7627812135254494485_clip0001_t00014_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7627812135254494485_clip0001_t00014_crf40.mp4,0,real,,,7627812135254494485,52,tier3,test
Xigg3vUV2Gw_clip0011_t00110_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Xigg3vUV2Gw_clip0011_t00110_crf35.mp4,0,real,,,Xigg3vUV2Gw,57,tier1,train
gHsxuixSqz0_clip0006_t00080_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\gHsxuixSqz0_clip0006_t00080_crf35.mp4,0,real,,,gHsxuixSqz0,58,tier1,train
Nw3N73GJ2Zo_clip0030_t00392_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Nw3N73GJ2Zo_clip0030_t00392_crf35.mp4,0,real,,,Nw3N73GJ2Zo,60,tier1,train
CHkaAtJLN3E_clip0034_t00584_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\CHkaAtJLN3E_clip0034_t00584_crf30.mp4,0,real,,,CHkaAtJLN3E,61,tier1,train
7629698176408210709_clip0004_t00062_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7629698176408210709_clip0004_t00062_crf40.mp4,0,real,,,7629698176408210709,63,tier3,test
bhO764uZyDA_clip0052_t00278_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\bhO764uZyDA_clip0052_t00278_crf30.mp4,0,real,,,bhO764uZyDA,65,tier1,train
bhO764uZyDA_clip0053_t00290_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\bhO764uZyDA_clip0053_t00290_crf23.mp4,0,real,,,bhO764uZyDA,65,tier1,train
bhO764uZyDA_clip0054_t00297_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\bhO764uZyDA_clip0054_t00297_crf35.mp4,0,real,,,bhO764uZyDA,65,tier1,train
7641562675729681684_clip0000_t00003_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7641562675729681684_clip0000_t00003_crf35.mp4,0,real,,,7641562675729681684,66,tier3,train
Be0_77S0AyQ_clip0000_t00002_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Be0_77S0AyQ_clip0000_t00002_crf40.mp4,0,real,,,Be0_77S0AyQ,67,tier1,test
Be0_77S0AyQ_clip0009_t00125_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Be0_77S0AyQ_clip0009_t00125_crf35.mp4,0,real,,,Be0_77S0AyQ,67,tier1,test
Be0_77S0AyQ_clip0010_t00144_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\Be0_77S0AyQ_clip0010_t00144_crf40.mp4,0,real,,,Be0_77S0AyQ,67,tier1,test
I-uqcg6HtaQ_clip0001_t00015_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\I-uqcg6HtaQ_clip0001_t00015_crf40.mp4,0,real,,,I-uqcg6HtaQ,71,tier2,train
7549830648442227986_clip0000_t00019_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7549830648442227986_clip0000_t00019_crf40.mp4,0,real,,,7549830648442227986,72,tier3,train
7550273294079937800_clip0000_t00003_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7550273294079937800_clip0000_t00003_crf30.mp4,0,real,,,7550273294079937800,72,tier3,train
7557728336403762440_clip0000_t00012_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7557728336403762440_clip0000_t00012_crf35.mp4,0,real,,,7557728336403762440,72,tier3,train
7577748683672866055_clip0000_t00002_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7577748683672866055_clip0000_t00002_crf40.mp4,0,real,,,7577748683672866055,72,tier3,train
7577748683672866055_clip0003_t00067_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7577748683672866055_clip0003_t00067_crf23.mp4,0,real,,,7577748683672866055,72,tier3,train
7581782589204188423_clip0001_t00016_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7581782589204188423_clip0001_t00016_crf35.mp4,0,real,,,7581782589204188423,72,tier3,train
7614120408689822984_clip0001_t00008_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7614120408689822984_clip0001_t00008_crf30.mp4,0,real,,,7614120408689822984,72,tier3,train
7638262561955269889_clip0001_t00004_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7638262561955269889_clip0001_t00004_crf30.mp4,0,real,,,7638262561955269889,73,tier3,test
u4AumpXc-qc_clip0008_t00059_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\u4AumpXc-qc_clip0008_t00059_crf30.mp4,0,real,,,u4AumpXc-qc,74,tier1,train
7636689448880721173_clip0004_t00022_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7636689448880721173_clip0004_t00022_crf40.mp4,0,real,,,7636689448880721173,76,tier3,train
7636689448880721173_clip0008_t00048_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7636689448880721173_clip0008_t00048_crf35.mp4,0,real,,,7636689448880721173,76,tier3,train
7636689448880721173_clip0016_t00115_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\archive\pilot_v1\03_fake\snvsm\real\7636689448880721173_clip0016_t00115_crf23.mp4,0,real,,,7636689448880721173,76,tier3,train
