clip_id,file_path,label,method,param,source_clip,source_video,speaker_id,tier,split
Xigg3vUV2Gw_clip0028_t00270_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\Xigg3vUV2Gw_clip0028_t00270_crf23.mp4,0,real,,,Xigg3vUV2Gw,5,tier1,test
_adzgpYkn_c_clip0044_t00437_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_adzgpYkn_c_clip0044_t00437_crf35.mp4,0,real,,,_adzgpYkn_c,5,tier1,test
_adzgpYkn_c_clip0045_t00440_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_adzgpYkn_c_clip0045_t00440_crf40.mp4,0,real,,,_adzgpYkn_c,5,tier1,test
_adzgpYkn_c_clip0046_t00448_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_adzgpYkn_c_clip0046_t00448_crf40.mp4,0,real,,,_adzgpYkn_c,5,tier1,test
aArTJcMMmTw_clip0063_t00778_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\aArTJcMMmTw_clip0063_t00778_crf40.mp4,0,real,,,aArTJcMMmTw,5,tier1,test
aArTJcMMmTw_clip0064_t00782_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\aArTJcMMmTw_clip0064_t00782_crf40.mp4,0,real,,,aArTJcMMmTw,5,tier1,test
aArTJcMMmTw_clip0065_t00786_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\aArTJcMMmTw_clip0065_t00786_crf30.mp4,0,real,,,aArTJcMMmTw,5,tier1,test
lq_tau31IE0_clip0036_t00668_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\lq_tau31IE0_clip0036_t00668_crf35.mp4,0,real,,,lq_tau31IE0,5,tier1,test
lq_tau31IE0_clip0037_t00672_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\lq_tau31IE0_clip0037_t00672_crf30.mp4,0,real,,,lq_tau31IE0,5,tier1,test
lq_tau31IE0_clip0038_t00676_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\lq_tau31IE0_clip0038_t00676_crf40.mp4,0,real,,,lq_tau31IE0,5,tier1,test
mHTLamr-Zqk_clip0024_t00295_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\mHTLamr-Zqk_clip0024_t00295_crf23.mp4,0,real,,,mHTLamr-Zqk,5,tier2,test
mHTLamr-Zqk_clip0026_t00307_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\mHTLamr-Zqk_clip0026_t00307_crf40.mp4,0,real,,,mHTLamr-Zqk,5,tier2,test
tFTh1jkOT9Q_clip0012_t00173_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\tFTh1jkOT9Q_clip0012_t00173_crf40.mp4,0,real,,,tFTh1jkOT9Q,5,tier1,test
tFTh1jkOT9Q_clip0013_t00175_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\tFTh1jkOT9Q_clip0013_t00175_crf23.mp4,0,real,,,tFTh1jkOT9Q,5,tier1,test
R5y53Ud7Fs8_clip0047_t00545_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\R5y53Ud7Fs8_clip0047_t00545_crf40.mp4,0,real,,,R5y53Ud7Fs8,6,tier1,test
R5y53Ud7Fs8_clip0048_t00568_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\R5y53Ud7Fs8_clip0048_t00568_crf35.mp4,0,real,,,R5y53Ud7Fs8,6,tier1,test
R5y53Ud7Fs8_clip0050_t00606_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\R5y53Ud7Fs8_clip0050_t00606_crf23.mp4,0,real,,,R5y53Ud7Fs8,6,tier1,test
_UEZaDjz02I_clip0008_t00057_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0008_t00057_crf40.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0009_t00061_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0009_t00061_crf23.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0011_t00123_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0011_t00123_crf40.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0013_t00142_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0013_t00142_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0018_t00208_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0018_t00208_crf30.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0019_t00210_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0019_t00210_crf30.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0020_t00214_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0020_t00214_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0021_t00227_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0021_t00227_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0023_t00250_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0023_t00250_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0026_t00290_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0026_t00290_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0027_t00306_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0027_t00306_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0030_t00343_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0030_t00343_crf40.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0031_t00346_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0031_t00346_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0036_t00385_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0036_t00385_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0037_t00417_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0037_t00417_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0038_t00422_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0038_t00422_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0040_t00432_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0040_t00432_crf30.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0041_t00463_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0041_t00463_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0042_t00472_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0042_t00472_crf23.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0043_t00486_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0043_t00486_crf30.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0044_t00488_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0044_t00488_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0049_t00515_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0049_t00515_crf30.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0050_t00525_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0050_t00525_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
_UEZaDjz02I_clip0051_t00529_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\_UEZaDjz02I_clip0051_t00529_crf35.mp4,0,real,,,_UEZaDjz02I,8,tier1,train
bhO764uZyDA_clip0000_t00000_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0000_t00000_crf30.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0004_t00018_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0004_t00018_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0015_t00065_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0015_t00065_crf40.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0017_t00071_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0017_t00071_crf40.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0020_t00087_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0020_t00087_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0023_t00104_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0023_t00104_crf40.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0026_t00121_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0026_t00121_crf35.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0029_t00133_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0029_t00133_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0033_t00173_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0033_t00173_crf40.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0038_t00194_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0038_t00194_crf40.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0041_t00204_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0041_t00204_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0046_t00237_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0046_t00237_crf40.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0048_t00245_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0048_t00245_crf30.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0050_t00268_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0050_t00268_crf30.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0055_t00310_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0055_t00310_crf40.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0058_t00328_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0058_t00328_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0059_t00334_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0059_t00334_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0060_t00342_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0060_t00342_crf30.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0062_t00348_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0062_t00348_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0063_t00353_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0063_t00353_crf35.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0064_t00362_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0064_t00362_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0073_t00425_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0073_t00425_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0081_t00510_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0081_t00510_crf30.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0083_t00518_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0083_t00518_crf35.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0087_t00543_crf23,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0087_t00543_crf23.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0089_t00553_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0089_t00553_crf35.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0092_t00589_crf30,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0092_t00589_crf30.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0095_t00599_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0095_t00599_crf35.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0097_t00608_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0097_t00608_crf40.mp4,0,real,,,bhO764uZyDA,9,tier1,train
bhO764uZyDA_clip0100_t00615_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\bhO764uZyDA_clip0100_t00615_crf35.mp4,0,real,,,bhO764uZyDA,9,tier1,train
7470509227027516679_clip0001_t00010_crf35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\7470509227027516679_clip0001_t00010_crf35.mp4,0,real,,,7470509227027516679,10,tier3,train
7470509227027516679_clip0005_t00083_crf40,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\03_fake\snvsm\real\7470509227027516679_clip0005_t00083_crf40.mp4,0,real,,,7470509227027516679,10,tier3,train
