video_id,url,title,channel,published_at,query
25LDskObwqo,https://youtu.be/25LDskObwqo,Bản tin thời sự ngày 28/11/2022,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2022-11-28T08:07:17Z,bản tin thời sự -karaoke -nhạc -bé -game
zPFldvw6wSY,https://youtu.be/zPFldvw6wSY,BẢN TIN THỜI SỰ NGÀY 01/09/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-09-01T11:32:07Z,bản tin thời sự -karaoke -nhạc -bé -game
Lg8IEMU8Z-I,https://youtu.be/Lg8IEMU8Z-I,Bản tin thời sự ngày 13/5/2022,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2022-05-13T05:59:35Z,bản tin thời sự -karaoke -nhạc -bé -game
RJ343YcTIlE,https://youtu.be/RJ343YcTIlE,BẢN TIN THỜI SỰ NGÀY 24/10/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-10-24T11:36:16Z,bản tin thời sự -karaoke -nhạc -bé -game
HdQNu5kVKsk,https://youtu.be/HdQNu5kVKsk,BẢN TIN THỜI SỰ NGÀY 17/10/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-10-17T11:29:20Z,bản tin thời sự -karaoke -nhạc -bé -game
zC67DRElhUE,https://youtu.be/zC67DRElhUE,BẢN TIN THỜI SỰ NGÀY 17/11/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-11-17T11:28:39Z,bản tin thời sự -karaoke -nhạc -bé -game
MwsS68sUZhU,https://youtu.be/MwsS68sUZhU,Bản tin thời sự ngày 22/4/2022,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2022-04-22T07:57:23Z,bản tin thời sự -karaoke -nhạc -bé -game
r_hlTeNK_lA,https://youtu.be/r_hlTeNK_lA,BẢN TIN THỜI SỰ NGÀY 31/08/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-08-31T12:03:21Z,bản tin thời sự -karaoke -nhạc -bé -game
3tEN20uif6g,https://youtu.be/3tEN20uif6g,Bản tin thời sự ngày 20/02/2022,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2022-02-20T06:53:17Z,bản tin thời sự -karaoke -nhạc -bé -game
Aa5prc96ALc,https://youtu.be/Aa5prc96ALc,BẢN TIN THỜI SỰ NGÀY 16/05/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-05-16T12:01:38Z,bản tin thời sự -karaoke -nhạc -bé -game
tKGEZ3k9gjc,https://youtu.be/tKGEZ3k9gjc,Bản tin thời sự ngày 24/4/2022,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2022-04-24T02:08:55Z,bản tin thời sự -karaoke -nhạc -bé -game
cFG-Q5Sk7rw,https://youtu.be/cFG-Q5Sk7rw,BẢN TIN THỜI SỰ NGÀY 13/03/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-03-13T11:36:56Z,bản tin thời sự -karaoke -nhạc -bé -game
gHsxuixSqz0,https://youtu.be/gHsxuixSqz0,BẢN TIN THỜI SỰ NGÀY 2908/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-08-29T11:53:18Z,bản tin thời sự -karaoke -nhạc -bé -game
hjEoiiSe0is,https://youtu.be/hjEoiiSe0is,BẢN TIN THỜI SỰ NGÀY 01/06/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-06-01T11:41:18Z,bản tin thời sự -karaoke -nhạc -bé -game
BbtCtybbQho,https://youtu.be/BbtCtybbQho,BẢN TIN THỜI SỰ NGÀY 05/04/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-04-05T12:50:05Z,bản tin thời sự -karaoke -nhạc -bé -game
es96sphzwOE,https://youtu.be/es96sphzwOE,Bản tin thời sự ngày 9/8/2023,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2023-08-10T00:40:00Z,bản tin thời sự -karaoke -nhạc -bé -game
n2JM7o07uZQ,https://youtu.be/n2JM7o07uZQ,Bản tin thời sự ngày 20/11/2022,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2022-11-20T02:17:56Z,bản tin thời sự -karaoke -nhạc -bé -game
UZH4d1_NlI8,https://youtu.be/UZH4d1_NlI8,BẢN TIN THỜI SỰ NGÀY 23/08/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-08-23T11:45:54Z,bản tin thời sự -karaoke -nhạc -bé -game
2JUbS_syUlA,https://youtu.be/2JUbS_syUlA,BẢN TIN THỜI SỰ NGÀY 28/08/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-08-28T13:03:42Z,bản tin thời sự -karaoke -nhạc -bé -game
YOtZa3Vsjo0,https://youtu.be/YOtZa3Vsjo0,BẢN TIN THỜI SỰ NGÀY 30/8/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-08-30T11:43:21Z,bản tin thời sự -karaoke -nhạc -bé -game
y9_TESYEbmA,https://youtu.be/y9_TESYEbmA,BẢN TIN THỜI SỰ NGÀY 16/07/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-07-16T12:10:32Z,bản tin thời sự -karaoke -nhạc -bé -game
M9kx6O8grLY,https://youtu.be/M9kx6O8grLY,BẢN TIN THỜI SỰ NGÀY 11/04/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-04-11T12:19:51Z,bản tin thời sự -karaoke -nhạc -bé -game
F1JQOFSjVZg,https://youtu.be/F1JQOFSjVZg,BẢN TIN THỜI SỰ NGÀY 07/04/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-04-07T11:49:58Z,bản tin thời sự -karaoke -nhạc -bé -game
_qS_wzMNpWM,https://youtu.be/_qS_wzMNpWM,Bản tin thời sự ngày 5/12/2021,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2021-12-05T03:34:27Z,bản tin thời sự -karaoke -nhạc -bé -game
weGP5F8ckWE,https://youtu.be/weGP5F8ckWE,BẢN TIN THỜI SỰ NGÀY 1/8/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-08-01T11:40:35Z,bản tin thời sự -karaoke -nhạc -bé -game
Stnz16FH0tM,https://youtu.be/Stnz16FH0tM,BẢN TIN THỜI SỰ NGÀY 12/5/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-05-12T11:38:02Z,bản tin thời sự -karaoke -nhạc -bé -game
jivtgrA42CI,https://youtu.be/jivtgrA42CI,BẢN TIN THỜI SỰ NGÀY 25/06/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-06-25T11:27:53Z,bản tin thời sự -karaoke -nhạc -bé -game
zpU3pWxEOlA,https://youtu.be/zpU3pWxEOlA,BẢN TIN THỜI SỰ NGÀY 09/04/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-04-09T11:41:49Z,bản tin thời sự -karaoke -nhạc -bé -game
_J7vAZHT7bA,https://youtu.be/_J7vAZHT7bA,BẢN TIN THỜI SỰ NGÀY 12/02/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-02-12T11:30:28Z,bản tin thời sự -karaoke -nhạc -bé -game
RkLu6CURyeM,https://youtu.be/RkLu6CURyeM,BẢN TIN THỜI SỰ NGÀY 13/08/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-08-13T11:54:01Z,bản tin thời sự -karaoke -nhạc -bé -game
o0SbDgHizNY,https://youtu.be/o0SbDgHizNY,Bản tin thời sự ngày 5/5/2025,Thông Tin Cơ Sở Phường Phú Lợi TP Cần Thơ,2025-05-05T07:18:42Z,bản tin thời sự -karaoke -nhạc -bé -game
IZlCQIT9fDU,https://youtu.be/IZlCQIT9fDU,BẢN TIN THỜI SỰ NGÀY 30/07/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-07-30T11:28:42Z,bản tin thời sự -karaoke -nhạc -bé -game
eRQixVgpzXg,https://youtu.be/eRQixVgpzXg,BẢN TIN THỜI SỰ NGÀY 03/04/2020,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2020-04-03T11:34:31Z,bản tin thời sự -karaoke -nhạc -bé -game
sKw6a37t-uE,https://youtu.be/sKw6a37t-uE,BẢN TIN THỜI SỰ NGÀY 20/11/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-11-20T12:14:57Z,bản tin thời sự -karaoke -nhạc -bé -game
qXQAyXz3hlw,https://youtu.be/qXQAyXz3hlw,BẢN TIN THỜI SỰ NGÀY 23/11/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-11-23T12:11:31Z,bản tin thời sự -karaoke -nhạc -bé -game
EhadbbhtNeo,https://youtu.be/EhadbbhtNeo,BẢN TIN THỜI SỰ NGÀY 23/10/2019,BÁO ĐIỆN TỬ ĐẢNG CỘNG SẢN VIỆT NAM,2019-10-23T11:52:12Z,bản tin thời sự -karaoke -nhạc -bé -game
T_XCvMIcc88,https://youtu.be/T_XCvMIcc88,"Phỏng vấn vị trí Marketing, thiếu sót khiến bạn khó có thể deal lương",Huy Bân | Marketing Giản Đơn,2024-08-24T02:43:37Z,phỏng vấn -karaoke -nhạc -bé -game
td-IwBM35S4,https://youtu.be/td-IwBM35S4,Các cuộc phỏng vấn thi Quốc tịch Mỹ điển hình - Tình huống thứ Nhất,NGƯỜI VIỆT ở FLORIDA - USA,2016-08-05T01:26:30Z,phỏng vấn -karaoke -nhạc -bé -game
C9yjoixv3-E,https://youtu.be/C9yjoixv3-E,[MSI 2019] Phỏng vấn SKT Teddy: &quot; cảm ơn các bạn Việt Nam&quot;,Channel LOL,2019-05-13T15:25:55Z,phỏng vấn -karaoke -nhạc -bé -game
CRVQFkGDtHk,https://youtu.be/CRVQFkGDtHk,4 NGUYÊN TẮC VÀNG KHI ĐI PHỎNG VẤN TẠI CÁC CÔNG TY ĐA QUỐC GIA | Kỹ Năng Muôn Nghề | PhuongClark,Người Trong Muôn Nghề,2022-03-30T13:00:09Z,phỏng vấn -karaoke -nhạc -bé -game
