clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id,url,title,channel,program_id,episode_id,canonical_source_id,assignment_role,assigned_reviewer
bcOT0JHr3Qc_s0000650146_e0000656158,bcOT0JHr3Qc,650.146,656.158,6.012,1.0,1.0,5.16,bcOT0JHr3Qc_s0000650146_e0000656158.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenvanlinh
WgzSaOvFKrc_s0000428098_e0000431966,WgzSaOvFKrc,428.098,431.966,3.868,1.0,1.0,6.58,WgzSaOvFKrc_s0000428098_e0000431966.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=WgzSaOvFKrc,,,,,,primary,nguyenvanlinh
gTTtVb-Q31w_s0000000034_e0000006878,gTTtVb-Q31w,0.034,6.878,6.844,1.0,1.0,6.42,gTTtVb-Q31w_s0000000034_e0000006878.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gTTtVb-Q31w,,,,,,primary,nguyenvanlinh
5QPu-wDmeTA_s0000652258_e0000655422,5QPu-wDmeTA,652.258,655.422,3.164,1.0,1.0,14.66,5QPu-wDmeTA_s0000652258_e0000655422.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5QPu-wDmeTA,,,,,,primary,nguyenvanlinh
Pj0KGAllzfs_s0000171522_e0000174494,Pj0KGAllzfs,171.522,174.494,2.972,1.0,1.0,14.13,Pj0KGAllzfs_s0000171522_e0000174494.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenvanlinh
JEgxmwvo7YY_s0000167842_e0000170110,JEgxmwvo7YY,167.842,170.11,2.268,1.0,1.0,12.96,JEgxmwvo7YY_s0000167842_e0000170110.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenvanlinh
Pj0KGAllzfs_s0000833730_e0000837886,Pj0KGAllzfs,833.73,837.886,4.156,1.0,1.0,15.83,Pj0KGAllzfs_s0000833730_e0000837886.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenvanlinh
0cHIyeLFYOk_s0000246402_e0000252734,0cHIyeLFYOk,246.402,252.734,6.332,1.0,1.0,18.62,0cHIyeLFYOk_s0000246402_e0000252734.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenvanlinh
71HzPcvxNJM_s0000561506_e0000564286,71HzPcvxNJM,561.506,564.286,2.78,1.0,1.0,14.37,71HzPcvxNJM_s0000561506_e0000564286.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,primary,nguyenvanlinh
Pj0KGAllzfs_s0001045666_e0001047806,Pj0KGAllzfs,1045.666,1047.806,2.14,1.0,1.0,17.74,Pj0KGAllzfs_s0001045666_e0001047806.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenvanlinh
gTTtVb-Q31w_s0000660706_e0000669598,gTTtVb-Q31w,660.706,669.598,8.892,1.0,1.0,12.59,gTTtVb-Q31w_s0000660706_e0000669598.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gTTtVb-Q31w,,,,,,primary,nguyenvanlinh
0cHIyeLFYOk_s0000093506_e0000099678,0cHIyeLFYOk,93.506,99.678,6.172,1.0,1.0,17.6,0cHIyeLFYOk_s0000093506_e0000099678.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenvanlinh
7mvfCSW4SLw_s0000255042_e0000260042,7mvfCSW4SLw,255.042,260.042,5.0,1.0,1.0,16.14,7mvfCSW4SLw_s0000255042_e0000260042.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,primary,nguyenvanlinh
OCjAl_U1JMk_s0000640642_e0000643870,OCjAl_U1JMk,640.642,643.87,3.228,1.0,1.0,10.54,OCjAl_U1JMk_s0000640642_e0000643870.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenvanlinh
j60KF89vXkg_s0000067362_e0000071934,j60KF89vXkg,67.362,71.934,4.572,1.0,1.0,25.17,j60KF89vXkg_s0000067362_e0000071934.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=j60KF89vXkg,,,,,,primary,nguyenvanlinh
0cHIyeLFYOk_s0000628066_e0000632830,0cHIyeLFYOk,628.066,632.83,4.764,1.0,1.0,16.22,0cHIyeLFYOk_s0000628066_e0000632830.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenvanlinh
gof2bUJhK3Y_s0000555362_e0000557566,gof2bUJhK3Y,555.362,557.566,2.204,1.0,1.0,7.67,gof2bUJhK3Y_s0000555362_e0000557566.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=gof2bUJhK3Y,,,,,,primary,nguyenvanlinh
71HzPcvxNJM_s0000638722_e0000642590,71HzPcvxNJM,638.722,642.59,3.868,1.0,1.0,13.2,71HzPcvxNJM_s0000638722_e0000642590.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,primary,nguyenvanlinh
bcOT0JHr3Qc_s0000053730_e0000056126,bcOT0JHr3Qc,53.73,56.126,2.396,1.0,1.0,10.03,bcOT0JHr3Qc_s0000053730_e0000056126.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenvanlinh
JEgxmwvo7YY_s0000516034_e0000519806,JEgxmwvo7YY,516.034,519.806,3.772,1.0,1.0,16.63,JEgxmwvo7YY_s0000516034_e0000519806.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenvanlinh
OCjAl_U1JMk_s0000542242_e0000546334,OCjAl_U1JMk,542.242,546.334,4.092,1.0,1.0,11.51,OCjAl_U1JMk_s0000542242_e0000546334.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenvanlinh
0cHIyeLFYOk_s0000589218_e0000595998,0cHIyeLFYOk,589.218,595.998,6.78,1.0,1.0,18.21,0cHIyeLFYOk_s0000589218_e0000595998.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=0cHIyeLFYOk,,,,,,primary,nguyenvanlinh
j60KF89vXkg_s0000553570_e0000555774,j60KF89vXkg,553.57,555.774,2.204,1.0,1.0,25.31,j60KF89vXkg_s0000553570_e0000555774.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=j60KF89vXkg,,,,,,primary,nguyenvanlinh
5QPu-wDmeTA_s0000749442_e0000752702,5QPu-wDmeTA,749.442,752.702,3.26,1.0,1.0,14.19,5QPu-wDmeTA_s0000749442_e0000752702.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5QPu-wDmeTA,,,,,,primary,nguyenvanlinh
2fqXC4RQyOw_s0000596738_e0000601738,2fqXC4RQyOw,596.738,601.738,5.0,1.0,1.0,9.75,2fqXC4RQyOw_s0000596738_e0000601738.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=2fqXC4RQyOw,,,,,,primary,nguyenvanlinh
bcOT0JHr3Qc_s0000029474_e0000035614,bcOT0JHr3Qc,29.474,35.614,6.14,1.0,1.0,7.59,bcOT0JHr3Qc_s0000029474_e0000035614.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenvanlinh
2fqXC4RQyOw_s0000672418_e0000676894,2fqXC4RQyOw,672.418,676.894,4.476,1.0,1.0,14.16,2fqXC4RQyOw_s0000672418_e0000676894.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=2fqXC4RQyOw,,,,,,primary,nguyenvanlinh
bcOT0JHr3Qc_s0000250658_e0000254174,bcOT0JHr3Qc,250.658,254.174,3.516,1.0,1.0,11.04,bcOT0JHr3Qc_s0000250658_e0000254174.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenvanlinh
xo3VtrivRjk_s0000071810_e0000074686,xo3VtrivRjk,71.81,74.686,2.876,1.0,1.0,11.3,xo3VtrivRjk_s0000071810_e0000074686.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=xo3VtrivRjk,,,,,,primary,nguyenvanlinh
OCjAl_U1JMk_s0000870210_e0000875166,OCjAl_U1JMk,870.21,875.166,4.956,1.0,1.0,10.93,OCjAl_U1JMk_s0000870210_e0000875166.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenvanlinh
Pj0KGAllzfs_s0000115746_e0000118558,Pj0KGAllzfs,115.746,118.558,2.812,1.0,1.0,13.97,Pj0KGAllzfs_s0000115746_e0000118558.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenvanlinh
Pj0KGAllzfs_s0000186594_e0000190782,Pj0KGAllzfs,186.594,190.782,4.188,1.0,1.0,14.84,Pj0KGAllzfs_s0000186594_e0000190782.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenvanlinh
7mvfCSW4SLw_s0000259042_e0000263166,7mvfCSW4SLw,259.042,263.166,4.124,1.0,1.0,14.9,7mvfCSW4SLw_s0000259042_e0000263166.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,primary,nguyenvanlinh
5QPu-wDmeTA_s0000121474_e0000124446,5QPu-wDmeTA,121.474,124.446,2.972,1.0,1.0,12.27,5QPu-wDmeTA_s0000121474_e0000124446.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5QPu-wDmeTA,,,,,,primary,nguyenvanlinh
JEgxmwvo7YY_s0000260290_e0000262558,JEgxmwvo7YY,260.29,262.558,2.268,1.0,1.0,17.58,JEgxmwvo7YY_s0000260290_e0000262558.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=JEgxmwvo7YY,,,,,,primary,nguyenvanlinh
7mvfCSW4SLw_s0000346818_e0000351006,7mvfCSW4SLw,346.818,351.006,4.188,1.0,1.0,16.18,7mvfCSW4SLw_s0000346818_e0000351006.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=7mvfCSW4SLw,,,,,,primary,nguyenvanlinh
qy7VoECGCm8_s0000322306_e0000327306,qy7VoECGCm8,322.306,327.306,5.0,1.0,1.0,21.74,qy7VoECGCm8_s0000322306_e0000327306.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=qy7VoECGCm8,,,,,,primary,nguyenvanlinh
2fqXC4RQyOw_s0000168418_e0000171198,2fqXC4RQyOw,168.418,171.198,2.78,1.0,1.0,11.91,2fqXC4RQyOw_s0000168418_e0000171198.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=2fqXC4RQyOw,,,,,,primary,nguyenvanlinh
5QPu-wDmeTA_s0000176706_e0000182014,5QPu-wDmeTA,176.706,182.014,5.308,1.0,1.0,12.97,5QPu-wDmeTA_s0000176706_e0000182014.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5QPu-wDmeTA,,,,,,primary,nguyenvanlinh
Pj0KGAllzfs_s0000852962_e0000859934,Pj0KGAllzfs,852.962,859.934,6.972,1.0,1.0,14.32,Pj0KGAllzfs_s0000852962_e0000859934.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenvanlinh
2fqXC4RQyOw_s0000413922_e0000418922,2fqXC4RQyOw,413.922,418.922,5.0,1.0,1.0,15.09,2fqXC4RQyOw_s0000413922_e0000418922.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=2fqXC4RQyOw,,,,,,primary,nguyenvanlinh
OCjAl_U1JMk_s0001286114_e0001288222,OCjAl_U1JMk,1286.114,1288.222,2.108,1.0,1.0,12.14,OCjAl_U1JMk_s0001286114_e0001288222.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,primary,nguyenvanlinh
bcOT0JHr3Qc_s0000789506_e0000793374,bcOT0JHr3Qc,789.506,793.374,3.868,1.0,1.0,6.83,bcOT0JHr3Qc_s0000789506_e0000793374.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=bcOT0JHr3Qc,,,,,,primary,nguyenvanlinh
3lHEAWJhKe8_s0000217026_e0000222026,3lHEAWJhKe8,217.026,222.026,5.0,1.0,1.0,18.61,3lHEAWJhKe8_s0000217026_e0000222026.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,,primary,nguyenvanlinh
71HzPcvxNJM_s0000695842_e0000698046,71HzPcvxNJM,695.842,698.046,2.204,1.0,1.0,15.61,71HzPcvxNJM_s0000695842_e0000698046.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=71HzPcvxNJM,,,,,,primary,nguyenvanlinh
3lHEAWJhKe8_s0000174370_e0000184510,3lHEAWJhKe8,174.37,184.51,10.14,1.0,1.0,18.09,3lHEAWJhKe8_s0000174370_e0000184510.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=3lHEAWJhKe8,,,,,,primary,nguyenvanlinh
Pj0KGAllzfs_s0001095618_e0001099678,Pj0KGAllzfs,1095.618,1099.678,4.06,1.0,1.0,15.3,Pj0KGAllzfs_s0001095618_e0001099678.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,primary,nguyenvanlinh
j60KF89vXkg_s0000134658_e0000137246,j60KF89vXkg,134.658,137.246,2.588,1.0,1.0,24.27,j60KF89vXkg_s0000134658_e0000137246.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=j60KF89vXkg,,,,,,primary,nguyenvanlinh
5QPu-wDmeTA_s0000676482_e0000685118,5QPu-wDmeTA,676.482,685.118,8.636,1.0,1.0,13.27,5QPu-wDmeTA_s0000676482_e0000685118.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=5QPu-wDmeTA,,,,,,primary,nguyenvanlinh
