clip_id,file_path,decision,reason,bad_intervals_json,reviewer_id,rubric_version,ts
Pj0KGAllzfs_s0000790370_e0000794078,Pj0KGAllzfs_s0000790370_e0000794078.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":3715,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:27:58
qy7VoECGCm8_s0000098114_e0000103114,qy7VoECGCm8_s0000098114_e0000103114.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:28:25
5QPu-wDmeTA_s0000708834_e0000713834,5QPu-wDmeTA_s0000708834_e0000713834.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":2054,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:36:43
7mvfCSW4SLw_s0000476162_e0000479614,7mvfCSW4SLw_s0000476162_e0000479614.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:58:25
OCjAl_U1JMk_s0001282914_e0001285758,OCjAl_U1JMk_s0001282914_e0001285758.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:25:00
qy7VoECGCm8_s0000156098_e0000161098,qy7VoECGCm8_s0000156098_e0000161098.mp4,reject,cut,"[{""start_ms"":370,""end_ms"":1287,""reason"":""cut""}]",nguyenvanlinh,v3,2026-09-14 14:39:13
qy7VoECGCm8_s0000445794_e0000450014,qy7VoECGCm8_s0000445794_e0000450014.mp4,reject,mouth,"[{""start_ms"":578,""end_ms"":1390,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:25:24
JEgxmwvo7YY_s0000391586_e0000395230,JEgxmwvo7YY_s0000391586_e0000395230.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:21:49
Pj0KGAllzfs_s0001169954_e0001172318,Pj0KGAllzfs_s0001169954_e0001172318.mp4,reject,mouth,"[{""start_ms"":993,""end_ms"":1799,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:24:04
3lHEAWJhKe8_s0000024162_e0000029162,3lHEAWJhKe8_s0000024162_e0000029162.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:43:51
JEgxmwvo7YY_s0000285410_e0000291678,JEgxmwvo7YY_s0000285410_e0000291678.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:58:12
Pj0KGAllzfs_s0001238498_e0001242526,Pj0KGAllzfs_s0001238498_e0001242526.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 16:02:35
j60KF89vXkg_s0000202370_e0000204382,j60KF89vXkg_s0000202370_e0000204382.mp4,reject,mouth,"[{""start_ms"":99,""end_ms"":1763,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:23:24
2fqXC4RQyOw_s0000375458_e0000385022,2fqXC4RQyOw_s0000375458_e0000385022.mp4,reject,mouth,"[{""start_ms"":552,""end_ms"":1195,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:45:42
OCjAl_U1JMk_s0000507618_e0000514110,OCjAl_U1JMk_s0000507618_e0000514110.mp4,reject,cut,"[{""start_ms"":5704,""end_ms"":6501,""reason"":""cut""}]",nguyenvanlinh,v3,2026-09-14 15:40:02
Pj0KGAllzfs_s0000457570_e0000462078,Pj0KGAllzfs_s0000457570_e0000462078.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:12:49
gTTtVb-Q31w_s0000066594_e0000069566,gTTtVb-Q31w_s0000066594_e0000069566.mp4,reject,cut,"[{""start_ms"":2645,""end_ms"":2972,""reason"":""cut""}]",nguyenvanlinh,v3,2026-09-14 15:25:39
5QPu-wDmeTA_s0000695714_e0000698494,5QPu-wDmeTA_s0000695714_e0000698494.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:47:07
JEgxmwvo7YY_s0000655682_e0000659326,JEgxmwvo7YY_s0000655682_e0000659326.mp4,reject,mouth,"[{""start_ms"":1145,""end_ms"":2126,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:37:41
bcOT0JHr3Qc_s0000518370_e0000521630,bcOT0JHr3Qc_s0000518370_e0000521630.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:28:40
3lHEAWJhKe8_s0000342882_e0000351166,3lHEAWJhKe8_s0000342882_e0000351166.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:10:02
Pj0KGAllzfs_s0000290114_e0000292190,Pj0KGAllzfs_s0000290114_e0000292190.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":2080,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 16:02:57
71HzPcvxNJM_s0000060098_e0000062462,71HzPcvxNJM_s0000060098_e0000062462.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:21:38
gof2bUJhK3Y_s0000846594_e0000849022,gof2bUJhK3Y_s0000846594_e0000849022.mp4,reject,mouth,"[{""start_ms"":920,""end_ms"":2438,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:53:06
JEgxmwvo7YY_s0000831746_e0000835166,JEgxmwvo7YY_s0000831746_e0000835166.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:02:03
OCjAl_U1JMk_s0001225570_e0001227870,OCjAl_U1JMk_s0001225570_e0001227870.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 16:00:13
j60KF89vXkg_s0000275746_e0000282558,j60KF89vXkg_s0000275746_e0000282558.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:29:06
Pj0KGAllzfs_s0000815586_e0000818334,Pj0KGAllzfs_s0000815586_e0000818334.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":2760,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:47:28
xo3VtrivRjk_s0000253570_e0000262046,xo3VtrivRjk_s0000253570_e0000262046.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:28:35
2fqXC4RQyOw_s0000156418_e0000161418,2fqXC4RQyOw_s0000156418_e0000161418.mp4,reject,mouth,"[{""start_ms"":1655,""end_ms"":3883,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:46:03
2fqXC4RQyOw_s0000020450_e0000026782,2fqXC4RQyOw_s0000020450_e0000026782.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:07:36
qy7VoECGCm8_s0000060802_e0000065310,qy7VoECGCm8_s0000060802_e0000065310.mp4,reject,cut,"[{""start_ms"":999,""end_ms"":2161,""reason"":""cut""}]",nguyenvanlinh,v3,2026-09-14 14:29:35
bcOT0JHr3Qc_s0000650146_e0000656158,bcOT0JHr3Qc_s0000650146_e0000656158.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:22:18
WgzSaOvFKrc_s0000428098_e0000431966,WgzSaOvFKrc_s0000428098_e0000431966.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":306,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:28:35
gTTtVb-Q31w_s0000000034_e0000006878,gTTtVb-Q31w_s0000000034_e0000006878.mp4,reject,"voiceover, dubbed, broken",[],nguyenvanlinh,v4,2026-09-18 15:35:20
5QPu-wDmeTA_s0000652258_e0000655422,5QPu-wDmeTA_s0000652258_e0000655422.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:26:47
Pj0KGAllzfs_s0000171522_e0000174494,Pj0KGAllzfs_s0000171522_e0000174494.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":2960,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:44:55
JEgxmwvo7YY_s0000167842_e0000170110,JEgxmwvo7YY_s0000167842_e0000170110.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:46:11
Pj0KGAllzfs_s0000833730_e0000837886,Pj0KGAllzfs_s0000833730_e0000837886.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:56:00
0cHIyeLFYOk_s0000246402_e0000252734,0cHIyeLFYOk_s0000246402_e0000252734.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:23:42
71HzPcvxNJM_s0000561506_e0000564286,71HzPcvxNJM_s0000561506_e0000564286.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:33:57
Pj0KGAllzfs_s0001045666_e0001047806,Pj0KGAllzfs_s0001045666_e0001047806.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":2120,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 16:03:58
gTTtVb-Q31w_s0000660706_e0000669598,gTTtVb-Q31w_s0000660706_e0000669598.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:40:24
0cHIyeLFYOk_s0000093506_e0000099678,0cHIyeLFYOk_s0000093506_e0000099678.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:51:20
7mvfCSW4SLw_s0000255042_e0000260042,7mvfCSW4SLw_s0000255042_e0000260042.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:27:06
OCjAl_U1JMk_s0000640642_e0000643870,OCjAl_U1JMk_s0000640642_e0000643870.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":800,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:51:56
j60KF89vXkg_s0000067362_e0000071934,j60KF89vXkg_s0000067362_e0000071934.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:02:58
0cHIyeLFYOk_s0000628066_e0000632830,0cHIyeLFYOk_s0000628066_e0000632830.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:57:43
gof2bUJhK3Y_s0000555362_e0000557566,gof2bUJhK3Y_s0000555362_e0000557566.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:20:30
71HzPcvxNJM_s0000638722_e0000642590,71HzPcvxNJM_s0000638722_e0000642590.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":1805,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:41:48
bcOT0JHr3Qc_s0000053730_e0000056126,bcOT0JHr3Qc_s0000053730_e0000056126.mp4,reject,mouth,"[{""start_ms"":970,""end_ms"":1614,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:56:20
JEgxmwvo7YY_s0000516034_e0000519806,JEgxmwvo7YY_s0000516034_e0000519806.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:50:38
OCjAl_U1JMk_s0000542242_e0000546334,OCjAl_U1JMk_s0000542242_e0000546334.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:27:24
0cHIyeLFYOk_s0000589218_e0000595998,0cHIyeLFYOk_s0000589218_e0000595998.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:07:02
j60KF89vXkg_s0000553570_e0000555774,j60KF89vXkg_s0000553570_e0000555774.mp4,reject,voiceover,"[{""start_ms"":0,""end_ms"":2200,""reason"":""voiceover""}]",nguyenvanlinh,v3,2026-09-14 15:52:26
5QPu-wDmeTA_s0000749442_e0000752702,5QPu-wDmeTA_s0000749442_e0000752702.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:41:32
2fqXC4RQyOw_s0000596738_e0000601738,2fqXC4RQyOw_s0000596738_e0000601738.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:53:49
bcOT0JHr3Qc_s0000029474_e0000035614,bcOT0JHr3Qc_s0000029474_e0000035614.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:59:33
2fqXC4RQyOw_s0000672418_e0000676894,2fqXC4RQyOw_s0000672418_e0000676894.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:35:58
bcOT0JHr3Qc_s0000250658_e0000254174,bcOT0JHr3Qc_s0000250658_e0000254174.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:02:40
xo3VtrivRjk_s0000071810_e0000074686,xo3VtrivRjk_s0000071810_e0000074686.mp4,reject,voiceover,"[{""start_ms"":0,""end_ms"":2840,""reason"":""voiceover""}]",nguyenvanlinh,v3,2026-09-14 14:20:56
OCjAl_U1JMk_s0000870210_e0000875166,OCjAl_U1JMk_s0000870210_e0000875166.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:52:11
Pj0KGAllzfs_s0000115746_e0000118558,Pj0KGAllzfs_s0000115746_e0000118558.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":2800,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:24:55
Pj0KGAllzfs_s0000186594_e0000190782,Pj0KGAllzfs_s0000186594_e0000190782.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":4200,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:06:02
7mvfCSW4SLw_s0000259042_e0000263166,7mvfCSW4SLw_s0000259042_e0000263166.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:29:25
5QPu-wDmeTA_s0000121474_e0000124446,5QPu-wDmeTA_s0000121474_e0000124446.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:58:05
JEgxmwvo7YY_s0000260290_e0000262558,JEgxmwvo7YY_s0000260290_e0000262558.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:58:31
7mvfCSW4SLw_s0000346818_e0000351006,7mvfCSW4SLw_s0000346818_e0000351006.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:44:19
qy7VoECGCm8_s0000322306_e0000327306,qy7VoECGCm8_s0000322306_e0000327306.mp4,reject,cut,"[{""start_ms"":1800,""end_ms"":2692,""reason"":""cut""}]",nguyenvanlinh,v3,2026-09-14 13:09:23
2fqXC4RQyOw_s0000168418_e0000171198,2fqXC4RQyOw_s0000168418_e0000171198.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:38:44
5QPu-wDmeTA_s0000176706_e0000182014,5QPu-wDmeTA_s0000176706_e0000182014.mp4,reject,mouth,"[{""start_ms"":531,""end_ms"":1536,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:37:01
Pj0KGAllzfs_s0000852962_e0000859934,Pj0KGAllzfs_s0000852962_e0000859934.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":6960,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:40:12
2fqXC4RQyOw_s0000413922_e0000418922,2fqXC4RQyOw_s0000413922_e0000418922.mp4,reject,mouth,"[{""start_ms"":1871,""end_ms"":4810,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:15:51
OCjAl_U1JMk_s0001286114_e0001288222,OCjAl_U1JMk_s0001286114_e0001288222.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 16:01:00
bcOT0JHr3Qc_s0000789506_e0000793374,bcOT0JHr3Qc_s0000789506_e0000793374.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:03:56
3lHEAWJhKe8_s0000217026_e0000222026,3lHEAWJhKe8_s0000217026_e0000222026.mp4,reject,mouth,"[{""start_ms"":975,""end_ms"":1788,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:26:37
71HzPcvxNJM_s0000695842_e0000698046,71HzPcvxNJM_s0000695842_e0000698046.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:58:16
3lHEAWJhKe8_s0000174370_e0000184510,3lHEAWJhKe8_s0000174370_e0000184510.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":10147,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:38:58
Pj0KGAllzfs_s0001095618_e0001099678,Pj0KGAllzfs_s0001095618_e0001099678.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":4063,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:27:36
j60KF89vXkg_s0000134658_e0000137246,j60KF89vXkg_s0000134658_e0000137246.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:53:14
5QPu-wDmeTA_s0000676482_e0000685118,5QPu-wDmeTA_s0000676482_e0000685118.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:44:07
xo3VtrivRjk_s0000167266_e0000172062,xo3VtrivRjk_s0000167266_e0000172062.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:38:25
KUVGZwkwd68_s0000067234_e0000072234,KUVGZwkwd68_s0000067234_e0000072234.mp4,reject,"voiceover, dubbed",[],nguyenvanlinh,v4,2026-09-18 15:35:06
2fqXC4RQyOw_s0000475906_e0000478686,2fqXC4RQyOw_s0000475906_e0000478686.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:52:35
Pj0KGAllzfs_s0001016066_e0001019966,Pj0KGAllzfs_s0001016066_e0001019966.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":3880,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:59:06
OCjAl_U1JMk_s0000272578_e0000277246,OCjAl_U1JMk_s0000272578_e0000277246.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 16:01:18
7mvfCSW4SLw_s0000009570_e0000012094,7mvfCSW4SLw_s0000009570_e0000012094.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:21:42
qy7VoECGCm8_s0000160098_e0000165098,qy7VoECGCm8_s0000160098_e0000165098.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:15:16
Pj0KGAllzfs_s0000271234_e0000275294,Pj0KGAllzfs_s0000271234_e0000275294.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":4063,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 16:03:11
7mvfCSW4SLw_s0000650786_e0000655786,7mvfCSW4SLw_s0000650786_e0000655786.mp4,reject,mouth,"[{""start_ms"":2937,""end_ms"":4324,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:31:24
xo3VtrivRjk_s0000428482_e0000431422,xo3VtrivRjk_s0000428482_e0000431422.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:12:18
2fqXC4RQyOw_s0000796162_e0000799102,2fqXC4RQyOw_s0000796162_e0000799102.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:18:55
bcOT0JHr3Qc_s0000561634_e0000563742,bcOT0JHr3Qc_s0000561634_e0000563742.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:46:30
JEgxmwvo7YY_s0000674690_e0000679006,JEgxmwvo7YY_s0000674690_e0000679006.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:37:33
j60KF89vXkg_s0000514818_e0000518302,j60KF89vXkg_s0000514818_e0000518302.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:35:44
3lHEAWJhKe8_s0000064994_e0000068510,3lHEAWJhKe8_s0000064994_e0000068510.mp4,reject,cut,"[{""start_ms"":0,""end_ms"":990,""reason"":""cut""}]",nguyenvanlinh,v3,2026-09-14 15:22:01
2fqXC4RQyOw_s0000365378_e0000369182,2fqXC4RQyOw_s0000365378_e0000369182.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:50:17
gof2bUJhK3Y_s0000485282_e0000489502,gof2bUJhK3Y_s0000485282_e0000489502.mp4,reject,mouth,"[{""start_ms"":2185,""end_ms"":2785,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:33:07
gof2bUJhK3Y_s0000405442_e0000407870,gof2bUJhK3Y_s0000405442_e0000407870.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:15:03
bcOT0JHr3Qc_s0000063202_e0000066718,bcOT0JHr3Qc_s0000063202_e0000066718.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:55:58
71HzPcvxNJM_s0000386722_e0000391722,71HzPcvxNJM_s0000386722_e0000391722.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:26:54
KUVGZwkwd68_s0000383458_e0000385534,KUVGZwkwd68_s0000383458_e0000385534.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":977,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:39:46
WgzSaOvFKrc_s0000702338_e0000707806,WgzSaOvFKrc_s0000702338_e0000707806.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:10:59
j60KF89vXkg_s0000767234_e0000769470,j60KF89vXkg_s0000767234_e0000769470.mp4,reject,mouth,"[{""start_ms"":741,""end_ms"":1909,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:28:18
5CNS_gaH16c_s0000073506_e0000077918,5CNS_gaH16c_s0000073506_e0000077918.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:15:00
0cHIyeLFYOk_s0000559874_e0000561918,0cHIyeLFYOk_s0000559874_e0000561918.mp4,reject,mouth,"[{""start_ms"":109,""end_ms"":915,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:03:37
gof2bUJhK3Y_s0000210178_e0000218334,gof2bUJhK3Y_s0000210178_e0000218334.mp4,reject,mouth,"[{""start_ms"":4622,""end_ms"":5788,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 13:55:57
2fqXC4RQyOw_s0000287810_e0000292810,2fqXC4RQyOw_s0000287810_e0000292810.mp4,reject,mouth,"[{""start_ms"":667,""end_ms"":1109,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:43:56
5QPu-wDmeTA_s0000504066_e0000511358,5QPu-wDmeTA_s0000504066_e0000511358.mp4,reject,mouth,"[{""start_ms"":4246,""end_ms"":5990,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:11:54
gof2bUJhK3Y_s0000849122_e0000852638,gof2bUJhK3Y_s0000849122_e0000852638.mp4,reject,mouth,"[{""start_ms"":928,""end_ms"":2171,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:40:31
2fqXC4RQyOw_s0000119938_e0000122366,2fqXC4RQyOw_s0000119938_e0000122366.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:23:48
5QPu-wDmeTA_s0000130178_e0000132446,5QPu-wDmeTA_s0000130178_e0000132446.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:31:57
gTTtVb-Q31w_s0000055618_e0000058654,gTTtVb-Q31w_s0000055618_e0000058654.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:08:31
Pj0KGAllzfs_s0000163010_e0000166366,Pj0KGAllzfs_s0000163010_e0000166366.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":3360,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:05:29
2fqXC4RQyOw_s0000785890_e0000795966,2fqXC4RQyOw_s0000785890_e0000795966.mp4,reject,mouth,"[{""start_ms"":158,""end_ms"":833,""reason"":""mouth""},{""start_ms"":2521,""end_ms"":2986,""reason"":""cut""}]",nguyenvanlinh,v3,2026-09-14 15:36:49
0cHIyeLFYOk_s0000582306_e0000587306,0cHIyeLFYOk_s0000582306_e0000587306.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":961,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:26:11
j60KF89vXkg_s0000714658_e0000720222,j60KF89vXkg_s0000714658_e0000720222.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:53:46
OCjAl_U1JMk_s0000305058_e0000311230,OCjAl_U1JMk_s0000305058_e0000311230.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:58:57
gof2bUJhK3Y_s0000503490_e0000509406,gof2bUJhK3Y_s0000503490_e0000509406.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":1785,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 14:29:05
5QPu-wDmeTA_s0000092482_e0000098078,5QPu-wDmeTA_s0000092482_e0000098078.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:54:08
5QPu-wDmeTA_s0000260386_e0000265386,5QPu-wDmeTA_s0000260386_e0000265386.mp4,reject,mouth,"[{""start_ms"":1739,""end_ms"":2096,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:30:25
j60KF89vXkg_s0000353442_e0000356574,j60KF89vXkg_s0000353442_e0000356574.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:47:59
JEgxmwvo7YY_s0000000258_e0000007998,JEgxmwvo7YY_s0000000258_e0000007998.mp4,reject,mouth,"[{""start_ms"":0,""end_ms"":446,""reason"":""mouth""}]",nguyenvanlinh,v3,2026-09-14 15:24:37
gTTtVb-Q31w_s0000720226_e0000722398,gTTtVb-Q31w_s0000720226_e0000722398.mp4,reject,"voiceover, mouth",[],nguyenvanlinh,v4,2026-09-18 15:35:27
xo3VtrivRjk_s0000113922_e0000123038,xo3VtrivRjk_s0000113922_e0000123038.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 14:35:35
gTTtVb-Q31w_s0000107970_e0000111710,gTTtVb-Q31w_s0000107970_e0000111710.mp4,reject,cut,"[{""start_ms"":0,""end_ms"":1388,""reason"":""cut""}]",nguyenvanlinh,v3,2026-09-14 14:15:09
0cHIyeLFYOk_s0000725442_e0000729726,0cHIyeLFYOk_s0000725442_e0000729726.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:38:37
xo3VtrivRjk_s0000349378_e0000355582,xo3VtrivRjk_s0000349378_e0000355582.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:33:24
0cHIyeLFYOk_s0000252898_e0000255518,0cHIyeLFYOk_s0000252898_e0000255518.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 13:56:19
JEgxmwvo7YY_s0000280002_e0000283070,JEgxmwvo7YY_s0000280002_e0000283070.mp4,keep,,[],nguyenvanlinh,v3,2026-09-14 15:27:44
OCjAl_U1JMk_s0000356898_e0000360830,OCjAl_U1JMk_s0000356898_e0000360830.mp4,reject,"voiceover, dubbed",[],nguyenvanlinh,v4,2026-09-18 15:35:22
