clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path
0PsGwmgAI-k_clip0029_t00691,0PsGwmgAI-k,691.618,695.582,3.964,1.0,1.0,7.56,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0029_t00691.mp4
0PsGwmgAI-k_clip0030_t00695,0PsGwmgAI-k,695.874,699.678,3.804,1.0,1.0,8.21,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0030_t00695.mp4
0PsGwmgAI-k_clip0031_t00700,0PsGwmgAI-k,700.514,705.514,5.0,1.0,1.0,8.26,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0031_t00700.mp4
0PsGwmgAI-k_clip0032_t00704,0PsGwmgAI-k,704.514,709.514,5.0,1.0,1.0,7.06,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0032_t00704.mp4
0PsGwmgAI-k_clip0033_t00743,0PsGwmgAI-k,743.234,749.438,6.204,1.0,1.0,8.07,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0033_t00743.mp4
0PsGwmgAI-k_clip0034_t00749,0PsGwmgAI-k,749.57,752.03,2.46,1.0,1.0,6.53,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0034_t00749.mp4
0PsGwmgAI-k_clip0035_t00752,0PsGwmgAI-k,752.13,755.742,3.612,1.0,1.0,6.87,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0035_t00752.mp4
0PsGwmgAI-k_clip0036_t00755,0PsGwmgAI-k,755.874,759.23,3.356,1.0,1.0,6.05,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0036_t00755.mp4
0PsGwmgAI-k_clip0037_t00798,0PsGwmgAI-k,798.178,800.766,2.588,1.0,1.0,10.92,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0037_t00798.mp4
0PsGwmgAI-k_clip0038_t00821,0PsGwmgAI-k,821.282,825.598,4.316,1.0,1.0,4.53,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0038_t00821.mp4
0PsGwmgAI-k_clip0039_t00827,0PsGwmgAI-k,827.842,830.462,2.62,1.0,1.0,8.95,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0039_t00827.mp4
0PsGwmgAI-k_clip0040_t00878,0PsGwmgAI-k,878.978,881.054,2.076,1.0,1.0,7.6,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0040_t00878.mp4
0PsGwmgAI-k_clip0041_t00881,0PsGwmgAI-k,881.218,888.062,6.844,1.0,1.0,7.27,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0041_t00881.mp4
0PsGwmgAI-k_clip0042_t00888,0PsGwmgAI-k,888.354,892.67,4.316,1.0,1.0,6.68,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0042_t00888.mp4
0PsGwmgAI-k_clip0043_t00894,0PsGwmgAI-k,894.402,899.838,5.436,1.0,1.0,6.64,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0043_t00894.mp4
0PsGwmgAI-k_clip0044_t00968,0PsGwmgAI-k,968.098,972.574,4.476,1.0,1.0,7.17,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0044_t00968.mp4
0PsGwmgAI-k_clip0045_t00972,0PsGwmgAI-k,972.77,975.294,2.524,1.0,1.0,6.32,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0045_t00972.mp4
0PsGwmgAI-k_clip0046_t01040,0PsGwmgAI-k,1040.482,1045.482,5.0,1.0,1.0,6.81,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0046_t01040.mp4
0PsGwmgAI-k_clip0047_t01059,0PsGwmgAI-k,1059.586,1071.262,11.676,0.75,1.0,6.08,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0047_t01059.mp4
0PsGwmgAI-k_clip0048_t01090,0PsGwmgAI-k,1090.306,1097.246,6.94,1.0,1.0,6.32,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0048_t01090.mp4
0PsGwmgAI-k_clip0049_t01099,0PsGwmgAI-k,1099.49,1102.334,2.844,1.0,1.0,3.05,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0049_t01099.mp4
0PsGwmgAI-k_clip0050_t01130,0PsGwmgAI-k,1130.466,1138.654,8.188,1.0,1.0,6.87,/kaggle/working/clips/tier2/0PsGwmgAI-k_clip0050_t01130.mp4
0rNleOYzisw_clip0000_t00007,0rNleOYzisw,7.266,12.318,5.052,1.0,1.0,7.27,/kaggle/working/clips/tier2/0rNleOYzisw_clip0000_t00007.mp4
0rNleOYzisw_clip0001_t00012,0rNleOYzisw,12.418,15.678,3.26,1.0,1.0,7.83,/kaggle/working/clips/tier2/0rNleOYzisw_clip0001_t00012.mp4
0rNleOYzisw_clip0002_t00015,0rNleOYzisw,15.938,21.15,5.212,1.0,1.0,8.85,/kaggle/working/clips/tier2/0rNleOYzisw_clip0002_t00015.mp4
0rNleOYzisw_clip0003_t00031,0rNleOYzisw,31.202,35.006,3.804,1.0,1.0,13.25,/kaggle/working/clips/tier2/0rNleOYzisw_clip0003_t00031.mp4
0rNleOYzisw_clip0004_t00049,0rNleOYzisw,49.634,52.67,3.036,1.0,1.0,8.59,/kaggle/working/clips/tier2/0rNleOYzisw_clip0004_t00049.mp4
0rNleOYzisw_clip0005_t00054,0rNleOYzisw,54.658,57.278,2.62,1.0,1.0,7.11,/kaggle/working/clips/tier2/0rNleOYzisw_clip0005_t00054.mp4
0rNleOYzisw_clip0006_t00057,0rNleOYzisw,57.538,66.59,9.052,1.0,1.0,7.69,/kaggle/working/clips/tier2/0rNleOYzisw_clip0006_t00057.mp4
0rNleOYzisw_clip0007_t00071,0rNleOYzisw,71.746,74.622,2.876,1.0,1.0,8.97,/kaggle/working/clips/tier2/0rNleOYzisw_clip0007_t00071.mp4
0rNleOYzisw_clip0008_t00091,0rNleOYzisw,91.01,93.854,2.844,1.0,1.0,11.6,/kaggle/working/clips/tier2/0rNleOYzisw_clip0008_t00091.mp4
0rNleOYzisw_clip0009_t00114,0rNleOYzisw,114.178,117.214,3.036,1.0,1.0,8.29,/kaggle/working/clips/tier2/0rNleOYzisw_clip0009_t00114.mp4
0rNleOYzisw_clip0010_t00129,0rNleOYzisw,129.154,132.574,3.42,1.0,1.0,6.22,/kaggle/working/clips/tier2/0rNleOYzisw_clip0010_t00129.mp4
0rNleOYzisw_clip0011_t00135,0rNleOYzisw,135.618,139.774,4.156,1.0,1.0,12.44,/kaggle/working/clips/tier2/0rNleOYzisw_clip0011_t00135.mp4
0rNleOYzisw_clip0012_t00141,0rNleOYzisw,141.122,143.998,2.876,1.0,1.0,8.77,/kaggle/working/clips/tier2/0rNleOYzisw_clip0012_t00141.mp4
0rNleOYzisw_clip0013_t00144,0rNleOYzisw,144.13,146.142,2.012,1.0,1.0,6.31,/kaggle/working/clips/tier2/0rNleOYzisw_clip0013_t00144.mp4
0rNleOYzisw_clip0014_t00147,0rNleOYzisw,147.266,151.262,3.996,1.0,1.0,7.46,/kaggle/working/clips/tier2/0rNleOYzisw_clip0014_t00147.mp4
0rNleOYzisw_clip0015_t00165,0rNleOYzisw,165.922,169.982,4.06,1.0,1.0,10.93,/kaggle/working/clips/tier2/0rNleOYzisw_clip0015_t00165.mp4
0rNleOYzisw_clip0016_t00178,0rNleOYzisw,178.722,181.854,3.132,1.0,1.0,11.18,/kaggle/working/clips/tier2/0rNleOYzisw_clip0016_t00178.mp4
0rNleOYzisw_clip0017_t00181,0rNleOYzisw,181.954,184.67,2.716,1.0,1.0,8.6,/kaggle/working/clips/tier2/0rNleOYzisw_clip0017_t00181.mp4
0rNleOYzisw_clip0018_t00189,0rNleOYzisw,189.026,194.026,5.0,1.0,1.0,12.45,/kaggle/working/clips/tier2/0rNleOYzisw_clip0018_t00189.mp4
0rNleOYzisw_clip0019_t00197,0rNleOYzisw,197.026,200.35,3.324,1.0,1.0,10.78,/kaggle/working/clips/tier2/0rNleOYzisw_clip0019_t00197.mp4
0rNleOYzisw_clip0020_t00200,0rNleOYzisw,200.866,212.638,11.772,1.0,1.0,10.78,/kaggle/working/clips/tier2/0rNleOYzisw_clip0020_t00200.mp4
0rNleOYzisw_clip0021_t00223,0rNleOYzisw,223.298,228.298,5.0,1.0,1.0,9.36,/kaggle/working/clips/tier2/0rNleOYzisw_clip0021_t00223.mp4
0rNleOYzisw_clip0022_t00227,0rNleOYzisw,227.298,232.298,5.0,1.0,1.0,9.41,/kaggle/working/clips/tier2/0rNleOYzisw_clip0022_t00227.mp4
0rNleOYzisw_clip0023_t00231,0rNleOYzisw,231.298,236.298,5.0,1.0,1.0,8.69,/kaggle/working/clips/tier2/0rNleOYzisw_clip0023_t00231.mp4
0rNleOYzisw_clip0024_t00249,0rNleOYzisw,249.442,253.662,4.22,1.0,1.0,11.76,/kaggle/working/clips/tier2/0rNleOYzisw_clip0024_t00249.mp4
0rNleOYzisw_clip0025_t00282,0rNleOYzisw,282.082,286.622,4.54,1.0,1.0,11.92,/kaggle/working/clips/tier2/0rNleOYzisw_clip0025_t00282.mp4
0rNleOYzisw_clip0026_t00308,0rNleOYzisw,308.034,315.198,7.164,1.0,1.0,8.79,/kaggle/working/clips/tier2/0rNleOYzisw_clip0026_t00308.mp4
0rNleOYzisw_clip0027_t00315,0rNleOYzisw,315.522,318.91,3.388,1.0,1.0,9.46,/kaggle/working/clips/tier2/0rNleOYzisw_clip0027_t00315.mp4
0rNleOYzisw_clip0028_t00386,0rNleOYzisw,386.37,388.99,2.62,1.0,1.0,11.48,/kaggle/working/clips/tier2/0rNleOYzisw_clip0028_t00386.mp4
0rNleOYzisw_clip0029_t00406,0rNleOYzisw,406.434,412.286,5.852,1.0,1.0,9.27,/kaggle/working/clips/tier2/0rNleOYzisw_clip0029_t00406.mp4
0rNleOYzisw_clip0030_t00412,0rNleOYzisw,412.418,418.75,6.332,1.0,1.0,9.87,/kaggle/working/clips/tier2/0rNleOYzisw_clip0030_t00412.mp4
0rNleOYzisw_clip0031_t00419,0rNleOYzisw,419.17,426.046,6.876,1.0,1.0,9.24,/kaggle/working/clips/tier2/0rNleOYzisw_clip0031_t00419.mp4
0rNleOYzisw_clip0032_t00488,0rNleOYzisw,488.034,492.83,4.796,1.0,1.0,10.39,/kaggle/working/clips/tier2/0rNleOYzisw_clip0032_t00488.mp4
0rNleOYzisw_clip0033_t00493,0rNleOYzisw,493.986,496.638,2.652,1.0,1.0,8.47,/kaggle/working/clips/tier2/0rNleOYzisw_clip0033_t00493.mp4
0rNleOYzisw_clip0034_t00524,0rNleOYzisw,524.29,528.606,4.316,1.0,1.0,5.95,/kaggle/working/clips/tier2/0rNleOYzisw_clip0034_t00524.mp4
0rNleOYzisw_clip0035_t00528,0rNleOYzisw,528.738,530.846,2.108,1.0,1.0,6.9,/kaggle/working/clips/tier2/0rNleOYzisw_clip0035_t00528.mp4
0rNleOYzisw_clip0036_t00561,0rNleOYzisw,561.858,569.95,8.092,1.0,1.0,9.07,/kaggle/working/clips/tier2/0rNleOYzisw_clip0036_t00561.mp4
0rNleOYzisw_clip0037_t00570,0rNleOYzisw,570.114,572.222,2.108,1.0,1.0,11.33,/kaggle/working/clips/tier2/0rNleOYzisw_clip0037_t00570.mp4
0rNleOYzisw_clip0038_t00608,0rNleOYzisw,608.706,612.062,3.356,1.0,1.0,10.54,/kaggle/working/clips/tier2/0rNleOYzisw_clip0038_t00608.mp4
0rNleOYzisw_clip0039_t00612,0rNleOYzisw,612.162,616.158,3.996,1.0,1.0,9.05,/kaggle/working/clips/tier2/0rNleOYzisw_clip0039_t00612.mp4
0rNleOYzisw_clip0040_t00616,0rNleOYzisw,616.386,619.038,2.652,1.0,1.0,7.57,/kaggle/working/clips/tier2/0rNleOYzisw_clip0040_t00616.mp4
0rNleOYzisw_clip0041_t00623,0rNleOYzisw,623.746,627.582,3.836,1.0,1.0,10.26,/kaggle/working/clips/tier2/0rNleOYzisw_clip0041_t00623.mp4
0rNleOYzisw_clip0042_t00633,0rNleOYzisw,633.826,637.662,3.836,0.75,1.0,8.7,/kaggle/working/clips/tier2/0rNleOYzisw_clip0042_t00633.mp4
0rNleOYzisw_clip0043_t00638,0rNleOYzisw,638.978,641.022,2.044,1.0,1.0,8.72,/kaggle/working/clips/tier2/0rNleOYzisw_clip0043_t00638.mp4
0rNleOYzisw_clip0044_t00656,0rNleOYzisw,656.034,658.238,2.204,1.0,1.0,8.42,/kaggle/working/clips/tier2/0rNleOYzisw_clip0044_t00656.mp4
0rNleOYzisw_clip0045_t00662,0rNleOYzisw,662.562,664.798,2.236,1.0,1.0,11.26,/kaggle/working/clips/tier2/0rNleOYzisw_clip0045_t00662.mp4
0rNleOYzisw_clip0046_t00665,0rNleOYzisw,665.09,668.318,3.228,1.0,1.0,6.77,/kaggle/working/clips/tier2/0rNleOYzisw_clip0046_t00665.mp4
0rNleOYzisw_clip0047_t00722,0rNleOYzisw,722.338,724.606,2.268,1.0,1.0,9.52,/kaggle/working/clips/tier2/0rNleOYzisw_clip0047_t00722.mp4
0rNleOYzisw_clip0048_t00724,0rNleOYzisw,724.706,726.814,2.108,1.0,1.0,8.69,/kaggle/working/clips/tier2/0rNleOYzisw_clip0048_t00724.mp4
0rNleOYzisw_clip0049_t00726,0rNleOYzisw,726.946,729.694,2.748,1.0,1.0,7.65,/kaggle/working/clips/tier2/0rNleOYzisw_clip0049_t00726.mp4
0rNleOYzisw_clip0050_t00730,0rNleOYzisw,730.018,732.702,2.684,1.0,1.0,10.43,/kaggle/working/clips/tier2/0rNleOYzisw_clip0050_t00730.mp4
0rNleOYzisw_clip0051_t00732,0rNleOYzisw,732.962,735.134,2.172,1.0,1.0,5.86,/kaggle/working/clips/tier2/0rNleOYzisw_clip0051_t00732.mp4
0rNleOYzisw_clip0052_t00754,0rNleOYzisw,754.178,758.366,4.188,1.0,1.0,10.3,/kaggle/working/clips/tier2/0rNleOYzisw_clip0052_t00754.mp4
0rNleOYzisw_clip0053_t00773,0rNleOYzisw,773.602,777.086,3.484,0.75,1.0,10.4,/kaggle/working/clips/tier2/0rNleOYzisw_clip0053_t00773.mp4
0rNleOYzisw_clip0054_t00788,0rNleOYzisw,788.386,794.974,6.588,1.0,1.0,9.41,/kaggle/working/clips/tier2/0rNleOYzisw_clip0054_t00788.mp4
0rNleOYzisw_clip0055_t00795,0rNleOYzisw,795.106,797.95,2.844,1.0,1.0,9.65,/kaggle/working/clips/tier2/0rNleOYzisw_clip0055_t00795.mp4
0rNleOYzisw_clip0056_t00814,0rNleOYzisw,814.114,818.686,4.572,1.0,1.0,10.66,/kaggle/working/clips/tier2/0rNleOYzisw_clip0056_t00814.mp4
0rNleOYzisw_clip0057_t00868,0rNleOYzisw,868.77,872.158,3.388,1.0,1.0,10.48,/kaggle/working/clips/tier2/0rNleOYzisw_clip0057_t00868.mp4
0rNleOYzisw_clip0058_t00872,0rNleOYzisw,872.258,875.486,3.228,1.0,1.0,11.36,/kaggle/working/clips/tier2/0rNleOYzisw_clip0058_t00872.mp4
0rNleOYzisw_clip0059_t00875,0rNleOYzisw,875.65,879.454,3.804,1.0,1.0,8.33,/kaggle/working/clips/tier2/0rNleOYzisw_clip0059_t00875.mp4
0rNleOYzisw_clip0060_t00946,0rNleOYzisw,946.498,949.406,2.908,1.0,1.0,9.62,/kaggle/working/clips/tier2/0rNleOYzisw_clip0060_t00946.mp4
0rNleOYzisw_clip0061_t00949,0rNleOYzisw,949.666,952.83,3.164,1.0,1.0,7.86,/kaggle/working/clips/tier2/0rNleOYzisw_clip0061_t00949.mp4
0rNleOYzisw_clip0062_t00952,0rNleOYzisw,952.93,955.742,2.812,1.0,1.0,5.77,/kaggle/working/clips/tier2/0rNleOYzisw_clip0062_t00952.mp4
0rNleOYzisw_clip0063_t00955,0rNleOYzisw,955.842,958.078,2.236,1.0,1.0,5.69,/kaggle/working/clips/tier2/0rNleOYzisw_clip0063_t00955.mp4
0rNleOYzisw_clip0064_t00958,0rNleOYzisw,958.402,962.846,4.444,1.0,1.0,7.73,/kaggle/working/clips/tier2/0rNleOYzisw_clip0064_t00958.mp4
0rNleOYzisw_clip0065_t00966,0rNleOYzisw,966.658,972.35,5.692,1.0,1.0,11.18,/kaggle/working/clips/tier2/0rNleOYzisw_clip0065_t00966.mp4
0rNleOYzisw_clip0066_t00983,0rNleOYzisw,983.458,987.838,4.38,1.0,1.0,11.45,/kaggle/working/clips/tier2/0rNleOYzisw_clip0066_t00983.mp4
0rNleOYzisw_clip0067_t01027,0rNleOYzisw,1027.458,1032.574,5.116,1.0,1.0,11.9,/kaggle/working/clips/tier2/0rNleOYzisw_clip0067_t01027.mp4
0rNleOYzisw_clip0068_t01098,0rNleOYzisw,1098.37,1103.37,5.0,1.0,1.0,7.57,/kaggle/working/clips/tier2/0rNleOYzisw_clip0068_t01098.mp4
0rNleOYzisw_clip0069_t01102,0rNleOYzisw,1102.37,1106.462,4.092,1.0,1.0,7.23,/kaggle/working/clips/tier2/0rNleOYzisw_clip0069_t01102.mp4
0rNleOYzisw_clip0070_t01109,0rNleOYzisw,1109.57,1113.95,4.38,1.0,1.0,12.92,/kaggle/working/clips/tier2/0rNleOYzisw_clip0070_t01109.mp4
0rNleOYzisw_clip0071_t01114,0rNleOYzisw,1114.21,1118.046,3.836,1.0,1.0,12.86,/kaggle/working/clips/tier2/0rNleOYzisw_clip0071_t01114.mp4
0rNleOYzisw_clip0072_t01119,0rNleOYzisw,1119.938,1131.614,11.676,1.0,1.0,11.86,/kaggle/working/clips/tier2/0rNleOYzisw_clip0072_t01119.mp4
0rNleOYzisw_clip0073_t01140,0rNleOYzisw,1140.738,1152.254,11.516,1.0,1.0,10.57,/kaggle/working/clips/tier2/0rNleOYzisw_clip0073_t01140.mp4
0rNleOYzisw_clip0074_t01153,0rNleOYzisw,1153.058,1157.502,4.444,1.0,1.0,13.11,/kaggle/working/clips/tier2/0rNleOYzisw_clip0074_t01153.mp4
0rNleOYzisw_clip0075_t01159,0rNleOYzisw,1159.522,1165.662,6.14,1.0,1.0,11.33,/kaggle/working/clips/tier2/0rNleOYzisw_clip0075_t01159.mp4
0rNleOYzisw_clip0076_t01167,0rNleOYzisw,1167.202,1174.846,7.644,1.0,1.0,9.14,/kaggle/working/clips/tier2/0rNleOYzisw_clip0076_t01167.mp4
0rNleOYzisw_clip0077_t01175,0rNleOYzisw,1175.234,1178.462,3.228,1.0,1.0,9.7,/kaggle/working/clips/tier2/0rNleOYzisw_clip0077_t01175.mp4
0rNleOYzisw_clip0078_t01178,0rNleOYzisw,1178.562,1184.126,5.564,1.0,1.0,7.03,/kaggle/working/clips/tier2/0rNleOYzisw_clip0078_t01178.mp4
AJ7t8LnesSA_clip0000_t00000,AJ7t8LnesSA,0.29,4.958,4.668,1.0,1.0,10.48,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0000_t00000.mp4
AJ7t8LnesSA_clip0001_t00006,AJ7t8LnesSA,6.242,10.942,4.7,1.0,1.0,6.85,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0001_t00006.mp4
AJ7t8LnesSA_clip0002_t00011,AJ7t8LnesSA,11.042,17.47,6.428,1.0,1.0,6.32,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0002_t00011.mp4
AJ7t8LnesSA_clip0003_t00023,AJ7t8LnesSA,23.906,27.038,3.132,1.0,1.0,4.19,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0003_t00023.mp4
AJ7t8LnesSA_clip0004_t00070,AJ7t8LnesSA,70.85,77.118,6.268,1.0,1.0,8.08,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0004_t00070.mp4
AJ7t8LnesSA_clip0005_t00077,AJ7t8LnesSA,77.314,82.526,5.212,1.0,1.0,5.68,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0005_t00077.mp4
AJ7t8LnesSA_clip0006_t00154,AJ7t8LnesSA,154.082,160.51,6.428,1.0,1.0,7.13,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0006_t00154.mp4
AJ7t8LnesSA_clip0007_t00211,AJ7t8LnesSA,211.362,220.67,9.308,1.0,1.0,4.52,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0007_t00211.mp4
AJ7t8LnesSA_clip0008_t00221,AJ7t8LnesSA,221.922,232.158,10.236,0.818,1.0,2.36,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0008_t00221.mp4
AJ7t8LnesSA_clip0009_t00260,AJ7t8LnesSA,260.642,267.678,7.036,1.0,1.0,5.03,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0009_t00260.mp4
AJ7t8LnesSA_clip0010_t00267,AJ7t8LnesSA,267.906,272.798,4.892,1.0,1.0,6.6,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0010_t00267.mp4
AJ7t8LnesSA_clip0011_t00283,AJ7t8LnesSA,283.106,286.27,3.164,1.0,1.0,2.33,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0011_t00283.mp4
AJ7t8LnesSA_clip0012_t00289,AJ7t8LnesSA,289.026,292.99,3.964,1.0,1.0,2.15,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0012_t00289.mp4
AJ7t8LnesSA_clip0013_t00295,AJ7t8LnesSA,295.202,298.462,3.26,1.0,1.0,5.62,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0013_t00295.mp4
AJ7t8LnesSA_clip0014_t00298,AJ7t8LnesSA,298.658,302.174,3.516,1.0,1.0,5.67,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0014_t00298.mp4
AJ7t8LnesSA_clip0015_t00306,AJ7t8LnesSA,306.53,308.926,2.396,1.0,1.0,7.96,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0015_t00306.mp4
AJ7t8LnesSA_clip0016_t00309,AJ7t8LnesSA,309.058,315.006,5.948,1.0,1.0,5.78,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0016_t00309.mp4
AJ7t8LnesSA_clip0017_t00315,AJ7t8LnesSA,315.266,317.47,2.204,1.0,1.0,5.05,/kaggle/working/clips/tier2/AJ7t8LnesSA_clip0017_t00315.mp4
